项目名称,项目类别,申报地区或单位,详情链接,官网描述,传承人信息,相关文章
八仙传说,民间文学,山东省蓬莱市,https://www.ihchina.cn/project_details/12271.html,"山东省蓬莱市是一座依山傍海的历史文化古城，这里的自然条件与人文环境孕育了丰富多彩的八仙传说。八仙传说最早见于《太平广记》，经民间流传和历代文人骚客的渲染，传说内容不断丰富。明代吴元泰创作小说《八仙出处东游记传》，始正式确定传说主人公为汉钟离（钟离权）、张果老、韩湘子、铁拐李、曹国舅、吕洞宾、蓝采和、何仙姑八位仙人。八仙在蓬莱阁上把酒临风，游兴大发，遂各显神通过海，由此引发了与东海龙王三太子的矛盾。后经观音菩萨调停，两方罢斗和好。
八仙过海传说把独具特色的“仙文化”与浓厚的世俗人情有机地融合在一起，是脍炙人口的山海传奇，它不畏艰险的开拓精神深刻影响着广大民众。八位仙人分别是世俗社会不同阶层的代表，八仙传说具有浓郁的人文色彩和地域风格，为民间文艺、工艺美术等各种艺术形式作品的创作提供了丰富的素材，具有较高的艺术价值。
随着时间的流逝，加上现代传播方式的冲击，八仙在民间的形象正逐渐变得模糊起来，八仙传说的保护传承任务已变得十分迫切。",[],[]
八大处传说,民间文学,北京市石景山区,https://www.ihchina.cn/project_details/23436.html,,[],[]
八达岭长城传说,民间文学,北京市延庆县,https://www.ihchina.cn/project_details/12246.html,"位于北京市延庆县的八达岭长城历史悠久，自古以来就是军事重地及交通要道。最早有关八达岭的传说源于上古神话，产生于文字创造之前，反映了远古时代人与自然之间的关系。至明代，八达岭长城一线建有八大山寨，寨寨屯兵，每一处村、寨、城、关甚至石、泉等都有传说，世代相传的《望京石》、《六郎影》、《金牛洞》、《石佛寺》、《穆桂英点将台》、《弹琴峡》等传说犹脍炙人口。连“八达岭”这个名称的由来，在民间传说中也有多种版本。
八达岭长城传说根植于民间，地域性强，内容丰富，种类繁多，时间跨度大，是通俗易懂的原生态文学样式，具有浓郁的神话色彩。
八达岭长城传说的产生既与当地的特殊环境、历史状况有关，又与生产生活、岁时节令、民风民俗等因素密不可分。这些优美动人的传说在传承中经过无数人的讲述、充实，至今传承不衰，对于弘扬民族文化、研究民间文学艺术都有着积极的作用。进入21世纪之后，这一珍贵的民间文学受到现代文化的冲击，讲述及研究人员日渐减少，面临失传的窘境，急需加以保护。","[{'name': '池尚明', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
禅宗祖师传说（六祖传说）,民间文学,广东省云浮市新兴县,https://www.ihchina.cn/project_details/23638.html,,[],[]
刘三姐歌谣,民间文学,广西壮族自治区宜州市,https://www.ihchina.cn/project_details/12223.html,"“如今广西成歌海，都是三姐亲口传。”壮族民间认为，“歌圩”是刘三姐传歌才形成的，刘三姐是歌圩普遍形成的重要标志。歌圩的歌就是刘三姐的歌。刘三姐被广西民间视为“歌仙”，宜州市是刘三姐歌谣最有代表性的地区，被认同为刘三姐的故乡。
刘三姐歌谣大体分为生活歌、生产歌、爱情歌、仪式歌、谜语歌、故事歌及创世古歌七大类，它具有以歌代言的诗性特点和鲜明的民族性，传承比较完整，歌谣种类丰富多样，传播广泛。刘三姐歌谣在全国乃至全世界都产生了深远的影响，显示了中华民族民间传统艺术活态文化的魅力。它不仅具有见证民族历史和情感表述方式的文化史研究价值，还具有民族学、人类学、社会学、美学等方面的研究价值。
但是随着壮族传统“倚歌择配”社会基础的消失，以及强势文化和新的娱乐方式的冲击，刘三姐歌谣后继乏人，面临失传的危险，需要尽快采取措施加以保护。","[{'name': '谢庆良', 'gender': '男', 'birth_date': '1953.01', 'ethnicity': '仫佬族'}]",[]
刘伯温传说,民间文学,"['浙江省文成县', '浙江省青田县']",https://www.ihchina.cn/project_details/12257.html,"刘基（1311—1373），字伯温，溢号文成。元末明初军事家，政治家及诗人。刘伯温传说源远流长，在其家乡浙南青田、文成一带家喻户晓、妇孺皆知。传说或表现刘伯温的胸怀大略、足智多谋，或表现他的仁心仁术、关爱百姓，或表现他的为官清廉、执法如山，反映了劳动人民对正义、友情和美好生活的向往，对善良智慧的赞誉和对邪恶的憎恨。随着文化交流，刘伯温传说甚至流传到韩国、日本等国，充分体现了中国传统文化的深厚底蕴和深远影响。
对刘伯温传说进行整理保护，可以将民间自发认同的道德伦理价值观发扬光大，对于构建现代和谐社会具有积极的促进作用。",[],[]
刘阮传说,民间文学,浙江省天台县,https://www.ihchina.cn/project_details/12378.html,,[],[]
刻道,民间文学,贵州省施秉县,https://www.ihchina.cn/project_details/12183.html,"苗族“刻道”即“刻木”，汉语译为《苗族开亲歌》，主要流传于贵州省施秉县杨柳塘镇飞云大峡谷的一个山坡洼地里。“刻道”是居住在中国境内的苗族群体中，至今惟一保留的刻木记事符号。它是迄今为止苗族最早的记事实物和该支系最古老的文字工具。
据清乾隆《镇远府志》记载，苗族“俗无文字，交质用竹木刻数寸，名为‘刻木'”。婚嫁则“姑之女定为舅媳。倘无子，必重献于舅，谓之外甥钱，否则终身不得嫁或招少年往来”。《贵州志略》亦有苗族“刻木示信，犹存古风”的记载。《苗族开亲歌》产生于苗族母系氏族过渡到父系氏族之后的一段历史时期，虽然有关于民族迁徙、图腾崇拜等方面的内容，但与那些反映创世、开天辟地、人类起源等的古歌古词神话不同。它所反映的主要是舅权制下的婚姻状况，被民族学家和民俗学家称为“苗族最古老的婚姻‘活化石'”，在苗族发展史的研究上具有非常重要的价值。
《刻道》是苗族古歌中历史最长、规模最大、流传最广的酒歌，有一万多行的歌词。它是苗族先民们在长期的生产、生活实践中创造、积累和演变而形成的，其间吸收了其他民族优秀的民歌精华，形成了苗族诗歌独具的特色和风格。古歌对环境的描写，对人物语言、行动、心理和性格的刻画，绘声绘色、栩栩如生。
《刻道》是一部具有浓郁民族气息的苗族婚姻叙事长诗，更是一部规模宏大、历史悠久的苗族古籍，它不仅取得了很高的文学艺术成就，在苗族的起源和迁徙、图腾崇拜、数学知识、语言学等方面研究上也具有重要的价值。","[{'name': '吴通贤', 'gender': '男', 'birth_date': '', 'ethnicity': '苗族'}, {'name': '吴治光', 'gender': '男', 'birth_date': '1946.09', 'ethnicity': '苗族'}, {'name': '石光明', 'gender': '男', 'birth_date': '1941.06', 'ethnicity': '苗族'}]",[]
包公故事,民间文学,安徽省合肥市,https://www.ihchina.cn/project_details/23444.html,,[],[]
童谣（北京童谣）,民间文学,北京市宣武区,https://www.ihchina.cn/project_details/12315.html,"童谣指传唱于儿童之口的没有乐谱的歌谣，是流传于全国各地的一种由特殊群体念唱、传播，具有特殊意义的民谣种类。童谣在我国已有千年的历史，历朝官修正史及杂传、笔记、小说中不乏童谣的记录。童谣主要有书面、口头两种传承方式，其语言浅显易懂，内容朴实自然，是民间文学艺术的优秀代表。童谣中积淀了优秀的民族文化，蕴涵着丰富的教育内容。
北京童谣表现了各时期北京的城市性格和北京人的思想感情，承载着我国几千年的历史，感染渗透力强，是可挖掘、可借鉴的宝贵教育资源。
北京童谣按内容可分为三类：第一类是长辈、父母为教育儿童而编唱的童谣；第二类是描述成人生活、情感、观念、见解的童谣；第三类是根据古代仪式中的惯用语或历史题材加工而成的童谣。童谣有多种表现形式，包括顶针格、串话、绕口令、谣谚格、摇篮曲、谜语格、连锁调、数数歌、问答歌、排比格等。在创作过程中要合辙押韵，包括双句押韵、句句押韵、每两句一押韵等押韵方式。如《东直门挂着匾》、《大头儿大》、《一园青菜成了精》、《过水面》、《风婆婆》、《金箍噜棒》等。
如今，北京童谣这种反映孩子们童真童趣、对无数人的成长产生过重要影响的文学样式正逐渐淡出孩子们的生活，千百年来一直为人们传唱的耳熟能详的童谣已开始为今天的孩子们所遗忘。必须立即着手保护、传承、发展北京童谣这一民族瑰宝，使之更好地为少年儿童的成长服务。",[],[]
北票民间故事,民间文学,辽宁省北票市,https://www.ihchina.cn/project_details/12284.html,"辽宁省北票市位于辽宁省西部，是一座历史文化悠久的城市，人文遗存比较深厚，民间文学的蕴藏丰富。1984年，北票市文化部门编辑了民间故事集《吐默特的歌声》。1985—1987年，在国家重大人文科研项目“民间文学三套集成工程”中,编辑了五十万字的《中国民间文学集成·辽宁卷·北票资料本》。其后，北票市还陆续编辑了《北票民间文学选刊》。2004年，北票市文化馆退休干部郭丰久自费编辑印刷了民间故事集《桃花山的传说》。
北票市民间文学分布广泛，流传时间长，数量多，门类全。仅民间故事就包括风物传说、人物传说、幻想故事、生活故事、动植物故事、风俗故事、笑话、寓言八大类。此外，还有大量的民间歌谣、谚语。其中，蒙古族文学巨匠尹湛纳希的故事，抗日英雄兰天林、李海峰的故事，“辽西绿岛”大黑山的传说，藏传佛教圣地惠宁寺的故事等自成体系，异彩纷呈，具有很高的人文价值。
北票民间文学是北票人民近现代革命进程中英勇斗争的见证，集中体现了北票人民自强不息的精神面貌。北票民间文学特别是以尹湛纳希、惠宁寺为代表的地方人物、风物故事体现了本地区蒙汉文化交融的独特魅力，具有刚健质朴的艺术风格，在结构、语言、典型化等方面有自己的特色。
近年来，北票的文化工作者一直坚持对民间文学遗产进行挖掘整理，目前，尚有数十万字的已经整理归档的民间文学资料等待出版。北票民间故事的传承主要有家族传承和社会传承两种形式，目前，很多传承人年事已高，而且健康状况不佳，北票民间故事处于濒危状态，急需保护。",[],[]
卢沟桥传说,民间文学,北京市丰台区,https://www.ihchina.cn/project_details/12375.html,,[],[]
古渔雁民间故事,民间文学,辽宁省大洼县,https://www.ihchina.cn/project_details/12216.html,"古往今来，辽河口海域的二界沟小镇一直是特殊的打鱼人群体——“古渔雁”的落脚聚集之地。持这一生计的打鱼人没有远海捕捞的实力，只能像候鸟一样顺着沿海的水陆边缘迁徙，在江河入海口的滩涂及浅海捕鱼捞虾。因这一群体沿袭的是一种不定居的原始渔猎生计，故辽河口民间称其为“古渔雁”。
二界沟的古渔雁主要是从华北的冀中、冀东地区通过旱陆和水陆迁徙到此地的打鱼人，他们是古渔雁民间文学的创作者与传承者。由于生计的特殊性，古渔雁民间文学和一般海岛渔村的民间文学有很大的不同。鲜明的渔雁生计特点和原始文化遗韵对该群体的历史与生活、习俗与传统、信仰与文化创造等有全方位的反映。在形式方面，古渔雁民间文学篇幅短小，情节简单，内容原始，较少发展和变化。
二界沟的古渔雁民间文学蕴藏丰厚。近十多年来，当地文化部门曾挖掘、采录有近千则解释古船网由来和反映原始渔捞生活的神话、故事和传说，并搜集渔歌一千余首。古渔雁的后代、渔民出身的文化人刘则亭能讲述数百则有关古渔雁的故事和传说，是古渔雁民间文化的重要传承人。
由于生计的特殊性，古渔雁群体在我国历代社会都处于边缘状态，文献对其极少记载。古渔雁民间文学以口述史的方式记述和反映了这一古老的生计方式，具有重要的历史、文化和科学价值。近年来，这一生计方式在我国沿海及世界各海口区域多已中断，老一辈的古渔雁也相继离世，古渔雁民间文学濒临消亡。基于此，辽河入海口二界沟尚存的古渔雁民间文学更显珍贵，急需进行保护。","[{'name': '刘则亭', 'gender': '男', 'birth_date': '1944.08.14', 'ethnicity': '汉族'}]",[]
召树屯与喃木诺娜,民间文学,云南省西双版纳傣族自治州,https://www.ihchina.cn/project_details/12300.html,"口传长诗召树屯与喃木诺娜是傣族最著名、最优秀且流传最广泛的爱情赞美诗，在西双版纳傣族地区和东南亚地区广为流传。它历史久远，版本众多，不仅有口头传承的说唱韵文（长诗）和散文体长篇故事，还被民间画师用作佛寺壁画、经画的创作题材，有的地方甚至连湖泊、池塘也以召树屯与喃木诺娜中的“金湖”命名。
用傣泐文记载、傣泐语吟唱的召树屯与喃木诺娜，以傣族独特的艺术手法栩栩如生地塑造了召树屯、喃木诺娜这两个代表傣家人典型性格、怀有傣族人民理想追求的完美形象。召树屯与喃木诺娜不仅着力描绘他们外在的美，更揭示出他们忠于爱情、热爱家乡的高尚品德，歌颂了他们勇敢顽强、坚忍不拔的刚毅精神，集中体现了傣族传统文化的精髓。
如今，能够完整吟唱召树屯与喃木诺娜的艺人已为数不多，这一古老长诗亟待保护和抢救。",[],[]
司岗里,民间文学,"['云南省沧源佤族自治县', '云南省西盟佤族自治县']",https://www.ihchina.cn/project_details/12310.html,"['司岗里是广泛流传于佤族民间的口述文学，它以云南省沧源佤族自治县为中心，在邻近各县市及周边国家的佤族聚居区广泛流传。\n“司岗”是崖洞的意思，“里”是出来，“司岗里”就是从岩洞里出来。传说远古的时候，人被囚禁在密闭的大山崖洞里出不来，万能的神灵莫伟委派小米雀啄开岩洞,老鼠引开守在洞口咬人的老虎，蜘蛛堵住不让人走出山洞的大树，人类才得以走出山洞，到各地安居乐业、生息繁衍……司岗里涵盖了神话、传说、故事等诸多佤族民间文学样式，内容涉及天文地理、人文风情等，是研究佤族先民宇宙观、世界观、人生观最为重要的材料。司岗里融佤族历史、文化、艺术、宗教等为一体，在研究佤族社会历史发展以及佤族人文道德理念方面具有重要的学术价值。受现代生活方式的影响，司岗里活态传承链正面临断裂的危机，急需保护。', '佤族创世史诗《司岗里》，流传于云南省的沧源、澜沧以及西盟佤族自治县。“司岗”是佤语“石洞”、“洞穴”或“葫芦”的意思。作品描述了人类从“司岗”出来后发生的各种故事，包括人类起源，以及与之密切相关的动植物的产生、祖先事迹、村寨史、家族史、民族史、民族关系、英雄故事、爱情故事等。内容涉及佤族与自然现象、动植物、生产生活、家族历史、传统习俗、部落战争、祭祀、繁衍生息等方面。\n《司岗里》通过佤族先民对宇宙万物和人类起源的独特阐释，富有想象力地描述了劳动创造世界的过程和原始宇宙观，表达了各民族友好相处、团结和睦的愿望。全诗五千七百余行，是一部气势恢宏的佤族创世古歌。\n由于佤族没有文字，《司岗里》先是从讲故事的方式口述传承，逐步发展为吟唱歌咏的形式，至今已有上千年的历史。经过代代传唱，内容不断丰富，成为佤族历史、道德、宗教、哲学、风俗等民族民间传统文化的综合载体，是佤族人民集体智慧的结晶，也是佤族民间口述文学的经典之作。对于研究佤族民族起源、文学艺术、风俗习惯、生产生活、宗教哲学等方面，有着重要的历史价值和文学价值。\n1949年中华人民共和国成立时，佤族由原始社会末期直接跨入新民主主义社会阶段，其创世史诗《司岗里》在20世纪50年代民族调查中，第一次用文字记录下来。20世纪80年代又有了完整的记录文本，并被译成汉文出版。']","[{'position': '云南省西盟佤族自治县', 'person': [{'name': '岩桑', 'gender': '男', 'birth_date': '1930.2', 'ethnicity': '佤族'}]}]",[]
宝卷（吴地宝卷）,民间文学,江苏省苏州市,https://www.ihchina.cn/project_details/12211.html,,"[{'name': '王丽娟', 'gender': '女', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '芮时龙', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
吴歌,民间文学,"['江苏省苏州市', '江苏省无锡市', '上海市青浦区']",https://www.ihchina.cn/project_details/12220.html,"['吴歌是吴语方言地区广大民众的口头文学创作，发源于江苏省东南部，苏州地区是吴歌产生发展的中心地区。吴歌口口相传，代代相袭，具有浓厚的地方特色。\n吴歌源远流长，《楚辞•招魂》即有“吴蔡讴，奏大吕些”的记载。宋代郭茂倩编《乐府诗集》时将吴歌编入《清商曲辞》的《吴声曲》。明代冯梦龙采录宋元到明中叶流传在民间的大量吴歌，辑录成《山歌》、《挂枝儿》。清代是长篇叙事吴歌的成熟繁荣时期，经书商刊刻、文人传抄和民间艺人的口传，保存了大量长篇叙事吴歌。\n“五四”运动前后，北京大学发起了歌谣运动，《晨报副镌》于1920年起连载吴歌，其后陆续编辑出版了《吴歌甲集》（顾颉刚）、《吴歌乙集》（王翼之）、《吴歌丙集》（王君纲）、《吴歌小史》（顾颉刚）等。20世纪80年代以来，又辑成《吴歌丁集》（顾颉刚辑、王煦华整理）、《吴歌戊集》（王煦华辑）、《吴歌己集》（林宗礼、钱佐元辑），大量吴歌得到搜集、整理和研究。特别是长篇叙事吴歌的发现、挖掘和“中国民间文学三套集成”歌谣卷的编纂出版，使大量的吴歌得到了抢救性的搜集和保存。进入21世纪，有关部门又编辑出版了《中国•白茆山歌集》、《中国•芦墟山歌集》、《吴歌遗产集粹》和《中国•吴歌论坛》等几百万字的吴歌口述和研究资料。\n吴歌以民间口头演唱方式表演，口语化的演唱是其艺术表现的基本方式。吴歌是徒歌，在没有任何乐器伴奏的情况下吟唱。其类型大致有引歌（俗称“歌头”，长篇叙事歌称“闹头”）、劳动歌、情歌、生活风俗仪式歌、儿歌和长篇叙事歌等几种。刘半农为顾颉刚的《吴歌甲集》作序说：吴歌的意趣不外乎“语言、风土、艺术三项”，而“这三件事，干脆说来，就是民族的灵魂”。吴歌不仅是吴语地区至今仍然存活在民间的口头文学形式，具有一定的认识价值（社会、历史、风土、世界观等）和审美价值（艺术），而且也是研究方言的珍贵资料。', '吴地民歌民谣总称“吴歌”，它是吴文化的重要组成部分。吴歌发源于江苏省东南部，是具有浓厚的民族和地域特色的民间文学艺术，距今已有三千二百多年历史。吴歌包括“歌”和“谣”两部分，从内容来看，它既包括情歌，又包括劳动歌、时政歌等；按音乐形式进行区分，吴歌有命啸、吴声等六类音乐。\n江南颇具个性特征的民歌形式田山歌亦为吴歌之一种，主要集中在上海青浦的练塘、赵巷、金泽、商榻四个郊县，以及江苏的吴江、吴县和浙江的嘉善、嘉兴等邻近地区。\n上海田山歌是农民在耘稻、耥稻时所唱，形式为一人领唱、众人轮流接唱，又称“吆卖山歌”、“落秧歌”、“大头山\u200a歌”。上海田山歌音调高亢嘹亮，旋律起伏自由，拥有大量拖腔和多声部形态。歌词内容主要来自当地民众的现实生活，多表现民众的劳动、生活、思想、爱情等，是观察上海及周边稻作地区社会生活、风情民俗的重要资料。\n无锡东梅里一带及周边地区也是吴歌主要流传地之一。明清民国以来在无锡县的东亭、查桥、安镇一带吴歌演唱最为兴旺，常有对山歌活动。改革开放后，锡山区的吴歌工作者、爱好者通过普查，搜集、整理、出版（发表）了一大批中短篇吴歌和十多篇长篇叙事吴歌。其中有《小青青》、《薛六郎》、《陈瓦爿》、《金不换》，尤其是长篇叙事歌《沈七哥》，发表后在国内外引起了强烈反响。\n吴歌生动地记录了江南下层人民的生活史，是十分宝贵的民间文化遗产。现今，生产力的飞跃发展、生产关系的变革，吴歌的传承载体——歌手群体人数锐减，保护吴歌已是当务之急。']","[{'position': '江苏省苏州市', 'person': [{'name': '杨文英', 'gender': '女', 'birth_date': '1948.03', 'ethnicity': '汉族'}, {'name': '陆瑞英', 'gender': '女', 'birth_date': '1932.05', 'ethnicity': '汉族'}]}, {'position': '江苏省无锡市', 'person': [{'name': '唐建琴', 'gender': '女', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '张浩生', 'gender': '男', 'birth_date': '1946.09', 'ethnicity': '汉族'}]}, {'position': '上海市青浦区', 'person': [{'name': '杨晓峰', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '张永联', 'gender': '男', 'birth_date': '1938.02', 'ethnicity': '汉族'}, {'name': '王锡余', 'gender': '男', 'birth_date': '1919.03', 'ethnicity': '汉族'}]}]",[]
哈尼哈吧,民间文学,云南省元阳县,https://www.ihchina.cn/project_details/12299.html,"哈尼哈吧哈尼语意为哈尼古歌，是哈尼族社会生活中流传广泛、影响深远的民间歌谣，是有别于哈尼族山歌、情歌、儿歌等的庄重、典雅的古老歌唱形式。哈尼哈吧主要在云南省南部红河和澜沧江之间的元江、墨江、绿春、金平、江城等哈尼族聚居县流传，思茅、西双版纳、澜沧等地也有。
哈尼哈吧的内容涉及哈尼族古代社会的生产劳动、原始宗教祭典、人文规范、伦理道德、婚嫁丧葬、吃穿用住、文学艺术等方面，是世世代代以梯田农耕生产生活为核心的哈尼族人教化风俗、规范人生的百科全书。从目前收集整理的哈尼哈吧资料来看，哈尼古歌《窝果策尼果》、《哈尼阿培聪坡坡》、《十二奴局》、《木地米地》是哈尼哈吧的代表性作品。
哈尼哈吧主要由民间歌手在祭祀、节日、婚丧、起房盖屋等隆重场合的酒席间演唱，表达节日祝贺、吉祥如意的心愿。其内容规模宏大，结构严谨，歌手可以连续演唱几天几夜。演唱方式有一人主唱、众人伴唱或一问一答、二人对唱加众人和声等。
哈尼哈吧是哈尼族民族文化的体现，具有一定的历史学、文化学、民俗学研究价值。目前能够完整演唱哈尼哈吧的歌手日渐减少，这一古老的诗歌演唱形式后继乏人，急需保护。","[{'name': '马建昌', 'gender': '男', 'birth_date': '', 'ethnicity': '哈尼族'}]",[]
谚语（哈萨克族谚语）,民间文学,新疆维吾尔自治区伊犁哈萨克自治州特克斯县,https://www.ihchina.cn/project_details/23640.html,,"[{'name': '胡万·那仁拜', 'gender': '男', 'birth_date': '', 'ethnicity': '哈萨克族'}]",[]
