项目名称,项目类别,申报地区或单位,详情链接,官网描述,传承人信息,相关文章
黑茶制作技艺（下关沱茶制作技艺）,传统技艺,云南省大理白族自治州,https://www.ihchina.cn/project_details/14626.html,"下关沱茶是有悠久历史的一种紧压茶，因创制于云南省大理市下关，故名“下关沱茶”。下关沱茶是白族人民创造的十分典型的传统技艺，它由明代的“团茶”演变而来，以云南大叶种晒青茶作为基本原料，经拼配、筛分、拣剔、半制品拼配、称量、蒸揉、压制成型、干燥、包装等十余道工艺制作而成，多为手工操作，蕴含着丰富的具有地区特征的技术知识。
云南下关地处大理白族自治州大理市。整个云南地区空气湿润，四季温和，日照时间长，适于茶叶生长。沱茶历史悠久，明代谢肇淛的《滇略》一书有“士庶所用，皆普茶也，蒸而团之”的记载，为沱茶的早期形式。1902年，大理喜洲白族商帮永昌祥在下关开设第一家茶叶精制加工厂，加工紧茶和饼茶，标志着沱茶工艺的诞生。
沱茶生产是一门特殊的技艺，百余年来，白族人民用这种技艺生产的产品曾经通过著名的“茶马古道”源源不断地输送到滇西北、西藏和四川等地，满足了各族人民的生活需要，特别在藏胞中影响极大，在一百多年来的各民族友好往来中发挥过十分重要的作用。","[{'name': '陈国风', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
毛纺织及擀制技艺（东乡族擀毡技艺）,传统技艺,甘肃省东乡族自治县,https://www.ihchina.cn/project_details/14484.html,"东乡族自治县位于甘肃省中部西南，擀毡是东乡族家庭必备的炕上用品。早在元代至元年间，东乡境内已出现了擀毡工艺，它是由东乡族先民撒尔塔人从中亚传入的。历史上这一技艺在整个自治县境内均有流传，而以龙泉、董岭等乡最为突出。
擀毡是东乡族的传统工艺，其工序包括选毛、弹松、成形、洗毡等。毛毡的种类有春毛毡、沙毡（山羊毛制成）、秋毛毡和绵毡等，其中以秋毛毡和绵毡为佳。毛毡按大小规格通常可分为四六毡（宽4尺、长6尺）、五七毡、单人毡、礼拜毡等，按颜色则可分为白毡、花毡、红毡、瓦青毡（黑白羊毛混合制成）等。此外，毛毡还可以制成毡帽、毡鞋、毡鞍鞯（垫马鞍用）等。东乡毛毡以柔软、舒适、匀称、洁净、美观大方、经久耐用而驰誉西北，深受各族人民及牧区群众的喜爱。正因如此，它在当地成为姑娘出嫁时重要的陪嫁品之一。
随着社会的发展和时代的变迁，制毡工艺受到现代纺织技术的冲击，几近失传，擀毡技艺后继乏人，急需保护。","[{'name': '马舍勒', 'gender': '男', 'birth_date': '1944.05', 'ethnicity': ''}]",[]
牛羊肉烹制技艺（东来顺涮羊肉制作技艺）,传统技艺,北京市东来顺集团有限责任公司,https://www.ihchina.cn/project_details/14658.html,"东来顺饭庄是北京清真餐饮的代表，始建于清代光绪二十九年（1903），距今已有一百多年的历史，原址在北京王府井大街东安市场北门，创始人为丁德山。东来顺涮羊肉是北方火锅的代表，素有“中华第一涮”的美誉。1955年11月，东来顺成为公私合营企业，1988年改建为公司，2003年成立北京市东来顺集团有限责任公司。
东来顺涮羊肉制作技艺融合羊肉批制和切肉、火锅制作、糖蒜制作、调料制作等多种技艺，形成东来顺涮羊肉选料精、刀工美、调料香、火锅旺、底汤鲜、糖蒜脆、配料细、辅料全的八大特点，以色、香、味、形、器的和谐统一创造了富于个性的饮食文化特色。东来顺历来受到社会各界的喜爱，无论是政府首脑、名人雅士，还是平民百姓，都纷纷前往东来顺品尝正宗的涮羊肉。如今的东来顺注重发展联合企业，扩大规模，实行集约化经营，力求降低成本，保持平民化、大众化的经营模式，使自身进一步贴近平民百姓。但由于“文革”等历史原因及王府井大街改造，东来顺饭庄已迁离原址，大量珍贵的历史资料和技术力量也在此过程中流失，需要抢救保护。","[{'name': '陈立新', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
婺州传统民居营造技艺（东阳卢宅营造技艺）,传统技艺,浙江省东阳市,https://www.ihchina.cn/project_details/14679.html,"浙江省中部的金华地区古称“婺州”，其传统民居主要分布在东阳、兰溪、武义、浦江等地。这些历史悠久的建筑布局巧妙，装饰精美，充分显示出高超的营造技艺。
浙江省兰溪市诸葛村现有明清民居两百多座，当地最早的建筑约建于元代至正十年（1350）。武义县俞源村最早的建筑建于南宋，现存明清民居130座。东阳的卢宅属明清大型民居建筑群，建筑面积约1.7万平方米，其中著名的肃雍堂建于明代永乐年间。浦江县郑宅镇为郑氏家族聚居的古镇，始建于北宋初年，占地面积约5000平方米。
婺州传统民居在建筑设计中注重和周围自然环境完美结合，融为一体，所建居宅大多依山傍水，背阴向阳，冈阜起伏，并有溪河蜿蜒流淌其间。有的建筑格局为传统的左右对称形式，巷坊纵横；有的则为八卦式，由中心向外辐射。建筑形式有祠堂、影壁、牌坊、石桥、厅堂、店铺、书馆、戏台、粮仓、膳房、寝室等多种，功能齐全，居住舒适方便。祠堂系浙中传统民居的核心建筑，它不仅是祭祀祖先的场所，同时也是族人聚会议事和长辈训导晚辈之处，建筑格局中充分反映出儒家伦理文化的深刻影响。
婺州传统民居建筑装饰艺术多种多样，有石雕、木雕、砖雕、彩绘等形式。木雕广泛运用于梁枋、斗拱、雀替、大门和窗棂花格等处，东阳卢宅在这方面表现最为典型。村落民居一般采用青砖、灰墙、（屋顶）马头墙的形式，有的居宅如卢宅门口有石狮对峙，令人产生威严肃穆之感。婺州的传统民居建筑中，兰溪诸葛村、东阳卢宅、浦江郑氏镇均为全国重点文物保护单位，武义俞源村是浙江省历史文化保护区。
卢宅位于浙江省东阳市城东，是一个大型的明清住宅建筑群，占地面积2.68万平方米，建筑面积1.69万平方米。肃雍堂轴线是卢宅的主体建筑，前后九进，纵深320米。东侧与肃雍堂轴线平行的前有世德堂轴线前后四进、树德堂轴线前后三进、大夫第东吟堂轴线，中有大雅堂轴线（善庆堂、惇叙堂），后有爱日堂三进。西侧与肃雍堂轴线平行的有存义堂前后二进及忠孝堂、铁门里、慎修堂。南面临街的有东西荷亭书院、茂槐堂、方伯第冰玉堂。
无论从哪个方面看，卢宅都堪称是东阳厅堂建筑的博物馆。其中的古建筑风格多样，别具特色，如肃雍堂宏敞肃穆，树德堂高大巍峨，东吟堂小巧精致，分别代表了不同的建筑理念和文化思想。其建筑形式也异常丰富，仅屋顶就有多种悬山和硬山式，既代表了不同的等级，也增加了建筑形式的变化。
卢宅的府第厅堂院落重重，雕饰华丽，融东阳木雕、石雕、砖雕及彩绘艺术于一体，其中尤以木雕艺术最为突出，各处的梁枋、斗拱、雀替、门窗格扇等均雕刻精美，显示了高超精湛的手工技艺。","[{'name': '吕雄心', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
严东关五加皮酿酒技艺,传统技艺,浙江省杭州市建德市,https://www.ihchina.cn/project_details/23580.html,,"[{'name': '钱建华', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
传统面食制作技艺（中宁蒿子面制作技艺）,传统技艺,宁夏回族自治区中卫市中宁县,https://www.ihchina.cn/project_details/23795.html,,"[{'name': '于振玲', 'gender': '女', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '哈塔木沙·努尔', 'gender': '女', 'birth_date': '', 'ethnicity': '维吾尔族'}, {'name': '热西提·依米提', 'gender': '男', 'birth_date': '', 'ethnicity': '维吾尔族'}]",[]
中餐烹饪技艺与食俗,传统技艺,中国烹饪协会,https://www.ihchina.cn/project_details/23583.html,,[],[]
临清贡砖烧制技艺,传统技艺,山东省临清市,https://www.ihchina.cn/project_details/14447.html,"明代永乐年间，明成祖朱棣迁都北京，用十多年时间大兴土木，营建皇家宫苑，为此特地在临清设立官窑烧制建筑用砖。临清官窑的生产一直延续至清代，前后达五百余年。据记载，临清砖窑从明代以来一直由工部营缮分司监督生产。清代顺治十八年（1661）改由山东巡抚监管，由临清州知州承办。乾隆五十年（1785），砖窑专归临清州管理。明清两代的临清砖窑约有数百座，分布在运河沿岸，范围达三四十公里，窑工有数万人之多。
明代中叶以后，临清官窑的制品成为建筑皇宫的主要用材，称为“临清贡砖”。砖窑之所以设在临清，一是由于临清紧靠运河，运输方便，成砖可搭附漕船解运京师；二是临清的土质特别。由于黄河的多次冲击，很多地方向下挖一米多深，即可发现红、白、黄相间的泥土，人称“莲花土”。这种土无杂质，沙黏度适宜，烧成砖后“击之有声，断之无孔，坚硬结实，不碱不蚀”。
临清贡砖烧制工艺十分复杂精细，制成的贡砖、副砖、券砖、斧刃砖、线砖、平身砖、望板砖、方砖、脊吻砖、刻花砖等一般在25公斤上下，重的可达三四十公斤。现在北京故宫、天坛、地坛、日坛、月坛、钟鼓楼、文庙、国子监及各城门楼和各王府建筑上的临清贡砖处处可见。明十三陵、清东陵、清西陵等皇家陵园建筑中所用的寿工砖也由临清烧造。此外，南京中华门城墙、山东曲阜孔庙、德州张秋镇荆门、阿城等处也相继发现临清贡砖。这些贡砖至今不碱不蚀，敲击有声。
由于修缮文物古迹和修建仿古建筑需要大量贡砖，1996年，临清城东西陶屯贡砖窑户的后代继承传统工艺，恢复了贡砖生产。其烧制的贡砖与明清贡砖在规格和质量上基本保持一致，现已通过山东省工程建设监督中心的鉴定，并先后用于蓬莱阁、济南大明湖和成都杜甫草堂的维修。目前临清贡砖尚处于初期恢复阶段，仍需保护扶植，以保证传统生产技艺的继承和发展。","[{'name': '景永祥', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]","[{'title': '临清贡砖烧制技艺精品展在恭王府开幕', 'content': '7月16日，由文化和旅游部恭王府博物馆主办，山东省文化和旅游厅、中央民族大学支持，聊城市文化和旅游局、临清市人民政府承办的“大匠之手泽 年代之磋磨——官式建筑营造技艺（恭王府）瓦作专题·临清贡砖烧制技艺精品展”在恭王府博物馆嘉乐堂开幕。\n开幕式现场（供图：恭王府博物馆）\n展览聚焦北京市级非遗项目“官式建筑营造技艺（恭王府）”，以恭王府馆藏临清贡砖为展示对象，巧妙通过大运河与北京中轴线之间的“对话”，串联起临清贡砖与恭王府建筑用砖之间的历史渊源，对官式建筑营造技艺（恭王府）八大作中的瓦作，以及国家级非遗项目“临清贡砖烧制技艺”进行全景展示。\n展览分为“运河扬其名”“王府载其质”“莲花塑其芯”3个部分，将持续至8月11日。其中，“运河扬其名”以会通天下的大运河为叙事线索，以乾隆驻跸临清的史迹、临清舍利宝塔在运河航运中的重要意义、运河钞关等文化为背景故事，描摹从汶卫津梁临清城到大运河终点码头什刹海的贡砖之路；“王府载其质”从官式建筑营造技艺（恭王府）到八大作中的瓦作再到其中的临清贡砖，循序渐进呈现恭王府建筑用砖背后的临清元素；“莲花塑其芯”通过对临清贡砖烧制技艺土、泥、坯、烧4大流程16道工序的梳理和情景复原，展示从莲花土到“击之有声、断之无孔”的临清贡砖的制作全过程和相关习俗。恭王府博物馆藏府邸出土的10块带铭文的临清贡砖、部分府邸建筑脊兽全形拓等藏品一并展出。\n展览现场（供图：恭王府博物馆）\n开幕式上，临清驾鼓、临清龙灯等非遗项目轮番上演，临清贡砖烧制技艺传承人在现场为观众展示部分技艺流程。\n当天下午，临清贡砖学术研讨会举办，来自博物馆、古建筑、北京中轴线各文保单位等领域的学者和从业者齐聚一堂，共同探讨了临清贡砖以及其他古建筑用材的研究、保护及应用问题。'}]"
传统制糖技艺（义乌红糖制作技艺）,传统技艺,浙江省义乌市,https://www.ihchina.cn/project_details/14755.html,,[],[]
银铜器制作及鎏金技艺（乌拉特铜银器制作技艺）,传统技艺,内蒙古自治区巴彦淖尔市乌拉特中旗,https://www.ihchina.cn/project_details/23805.html,,"[{'name': '巴图陶高', 'gender': '男', 'birth_date': '', 'ethnicity': '蒙古族'}]",[]
乌泥泾手工棉纺织技艺,传统技艺,上海市徐汇区,https://www.ihchina.cn/project_details/14281.html,"乌泥泾手工棉纺织技术的传承源于黄道婆自崖州带回的纺织技艺。宋末元初，松江府乌泥泾人黄道婆在流落崖州三十余年后，于元贞年间返回故里，传播植棉和纺织技术。她改进了捍、弹、纺、织等手艺，创制了“配色”、“挈花”成“折枝、团凤”的织造工艺，开发出众多精美的棉纺织品。
黄道婆的棉纺织技艺改变了上千年来以丝、麻为主要衣料的传统，改变了江南的经济结构，催生出一个新兴的棉纺织产业，江南地区的生活风俗和传统婚娶习俗也因之有所改变。可以说，乌泥泾手工棉纺织技艺是中国纺织技术的核心内容之一。
历史上松江乌泥泾的印染技艺也很著名。扣布、稀布、标布、丁娘子布、高丽布、斜纹布、斗布、紫花布、刮成布、踏光布等与印染的云青布、毛宝蓝、灰色布、彩印花布、蓝印花布（药斑布）等同享盛誉。目前掌握手工棉纺织和印染技艺的传承人都已是七八十岁的高龄，这项古老的技艺面临失传的危险，有必要对其进行有效保护。","[{'name': '康新琴', 'gender': '女', 'birth_date': '1932', 'ethnicity': '汉族'}]",[]
乌铜走银制作技艺,传统技艺,云南省石屏县,https://www.ihchina.cn/project_details/14714.html,"乌铜走银制作技艺始创于清雍正年间（1723—1735），为云南省石屏县岳家湾村抗金名将岳飞后裔岳永兄弟特创，历来为岳氏独家经营。
历史上，乌铜走银曾与北京景泰蓝齐名，并称“天下铜艺双绝”。乌铜走银是以铜、金等贵金属为原料，按一定比例熔化后做成坯，在坯上雕刻各种花纹图案，然后将熔化的银（金）走入细密的花纹图案中，冷却后打磨光滑，再用祖传工艺使底铜变成乌黑色，透出银（金）纹图案，呈现出黑白（黄）分明的装饰效果，由于一般多以镶嵌白银为主，故称“乌铜走银”。其制品多为墨盒、笔筒、酒壶、香炉、花瓶等日常用具，造型奇巧、制作精细，堪称艺术精品，具有收藏价值。经过数百年累积的冶金、錾刻、绘画等传统技艺也极具历史、科学和文化艺术价值。
乌铜走银制作技艺因家庭内部传承为主、全手工操作、年轻人大多不愿学习、制品价格高等原因，面临着后继乏人的濒危状况。","[{'name': '金永才', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
滩羊皮鞣制工艺（二毛皮制作技艺） ,传统技艺,宁夏回族自治区 ,https://www.ihchina.cn/project_details/14506.html,,[],[]
云南围棋子（云子、永子）制作技艺,传统技艺,云南省,https://www.ihchina.cn/project_details/23576.html,,"[{'name': '李国伟', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]","[{'title': '云南省非遗中心召开云南围棋子（云子、永子）制作技艺、打陀螺、傣族白象、马鹿舞项目非遗保护工作会', 'content': '为总结交流云南围棋子（云子、永子）制作技艺、打陀螺、傣族白象、马鹿舞项目非遗保护工作情况，部署2022年相关项目非遗保护重点工作，做好相关项目资金使用管理，2022年3月31日，云南省非遗中心在昆明召开云南围棋子（云子、永子）制作技艺、打陀螺、傣族白象、马鹿舞项目非遗保护工作会议。昆明市、普洱市非遗中心负责人，昆明市官渡区、普洱市景谷县、耿马县非遗中心负责人及非遗专干参加了会议。\n会议由省非遗中心主任尹家玉主持。会上，省非遗中心主任通报了云南围棋子（云子、永子）制作技艺、打陀螺、傣族白象、马鹿舞三个项目的非遗保护补助经费基本情况及2022年重点工作，提出要严格按照财政部、文化和旅游部《国家非物质文化遗产保护专项资金管理办法》要求，确保非物质文化遗产项目保护工作质量、进度和资金使用效益，提高财政资金使用绩效。省非遗中心相关同志分别就代表性项目保护补助经费用于补助调查立档、研究出版、保护计划编制、开展传承和实践活动、展示展演和宣传普及、必要传承实践用具购置等具体工作的支出情况进行了交流。在交流座谈中，参会人员围绕切实提高非物质文化遗产项目保护工作质量、进度和资金使用效益进行了深入的交流讨论，表示要进一步加强交流互鉴，加强学习沟通，共同推动云南非遗保护工作再上新台阶。'}]"
酱肉制作技艺（亓氏酱香源肉食酱制技艺） ,传统技艺,山东省莱芜市莱城区 ,https://www.ihchina.cn/project_details/14665.html,,"[{'name': '亓飞', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
