项目名称,项目类别,申报地区或单位,详情链接,官网描述,传承人信息,相关文章
剪纸（傣族剪纸）,传统美术,云南省潞西市,https://www.ihchina.cn/project_details/13933.html,"傣族剪纸主要流行于云南省德宏傣族景颇族自治州潞西市，其最早形式源于傣族祭祀仪式所用的纸幡，后来在佛教文化和中原文化的影响下逐步充实发展，形成完善的剪纸并被广泛应用于祭祀、赕佛、丧葬、喜庆及居家装饰等方面。在潞西，几乎村村寨寨的傣族村民都能剪纸。
潞西傣族剪纸以特制的剪刀、刻刀、凿子和锤子为工具，其剪刀和刻刀具有尖、利、仄、薄的特点，一般可剪八层纸；凿子和锤子有稳、钻、灵、活的特点，一次可凿五十余层纸。傣族剪纸分“剪”与“凿”两种方法，剪无需稿样，随手可剪；凿则需稿样，按样制作。傣族剪纸的主要制品为扎、董、佛幡、挂灯、吊幢、板等，多用以装饰佛殿的门窗、佛伞、佛幡及演出道具、节日彩棚、泼水龙亭等。傣族剪纸内容多与傣族所信仰的南部上座部佛教有关，涉及佛经故事、民间传说和边疆风物特产等，带有浓厚的生活气息和乡土风味。
常见图形既有龙凤、孔雀、大象、狮子、麒麟、马鹿、骏马、游鱼及各种奇兽异鸟，也有糯粘花、荷花、玫瑰花、菊花、茶花、杜鹃等花木，还有亭台楼阁、佛塔寺庙等建筑，形象生动，图案整齐，匀称美观，风格粗犷有力，朴实无华。傣族剪纸在当地的社会生活中占据着重要而特殊的地位，从剪纸内涵到外在表现形式诸方面均折射出傣族人民的历史文化传统、审美追求和独特的民族精神。
在当前日新月异的社会变革中，傣族剪纸面临困境。因为剪纸艺人收入低微，年轻人大多不愿从事这一行业。现在傣族剪纸的传承人寥寥无几，且年事已高，这一特色民族艺术急需抢救和保护。","[{'name': '邵梅罕', 'gender': '女', 'birth_date': '1963.02.04', 'ethnicity': '傣族'}, {'name': '思华章', 'gender': '男', 'birth_date': '1923', 'ethnicity': '傣族'}]",[]
剪纸（安塞剪纸）,传统美术,陕西省安塞县,https://www.ihchina.cn/project_details/13934.html,"安塞剪纸是流行于陕西省安塞县的一种民间艺术。大凡喜庆的日子，安塞妇女都要铰剪纸、贴窗花。腊月天，妇女们围在一起，早早就为春节剪纸，临近年关，家家户户新糊的洁白窗户纸上贴满了红红绿绿的剪纸。这样，一个村子就是一个剪纸艺术展览会。
有专家评论说，陕西剪纸在陕北，陕北剪纸在安塞。安塞剪纸不仅造型美观，剪工精致，而且具有深邃的历史文化内涵，包含了美学、历史学、哲学、民俗、考古学、文化人类学等多方面的内容，被誉为“地上文物”和文化“活化石”。
安塞剪纸形式多样，风格淳厚凝炼，线条粗犷明快，寓意单纯质朴，充满对平安吉祥的祈望之情。","[{'name': '王西安', 'gender': '女', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '高金爱', 'gender': '女', 'birth_date': '1922', 'ethnicity': '汉族'}, {'name': '李秀芳', 'gender': '女', 'birth_date': '1940.11', 'ethnicity': '汉族'}]",[]
剪纸（广灵染色剪纸）,传统美术,山西省广灵县,https://www.ihchina.cn/project_details/13935.html,"位于山西省东北部的大同市广灵县素有“塞上明珠”的美称，广灵染色剪纸以鲜艳的色彩、生动的造型、纤细的线条、传神的表现力和细腻的刀法独树一帜。广灵染色剪纸源远流长，据考证，它在初唐时已具雏形，至明代形成独特的风格，沿袭至今。
广灵染色剪纸主要采用刀刻染色技法制作，前后需经过设计图样、熏、刻、剪、染等多道工序，根据其表现形式可分为阳刻、阴刻、折叠、染色、套色、洗色、单色等类型。广灵染色剪纸题材广泛，可以表现十二生肖、花鸟鱼虫、戏剧脸谱、神话传说、现代人物、自然风貌、人文景观、劳动生活场景等多方面的内容，丰富翔实，应有尽有。
广灵染色剪纸由张氏家族开创，至今已传到第四代。这种地方特色剪纸染色考究，表现逼真，制作和用料独特，为中国民间剪纸艺术的丰富和完善作出了重要贡献。在当地城乡，广灵染色剪纸已成为必不可少的居室装饰物，人们用剪纸装点门窗、墙壁、家具，借以寄托对美好生活的祈望之情。
目前广灵染色剪纸的传承发展出现了不少难以解决的问题，首先，造诣较深的剪纸老艺人相继谢世，健在的也年事已高，导致某些绝技不能正常传承，而出类拔萃的年轻后继者屈指可数；其次，广灵染色剪纸制作多采用家庭作业方式，产品单调粗糙，艺术品位不高，难成气候；再次，剪纸传人青黄不接，从事者愈来愈少，剪纸事业的发展举步维艰。由此看来，对广灵染色剪纸进行保护抢救已成为一项刻不容缓的任务，有关方面宜尽快开展工作。","[{'name': '张多堂', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
剪纸（和林格尔剪纸）,传统美术,内蒙古自治区和林格尔县,https://www.ihchina.cn/project_details/13936.html,"和林格尔县位于内蒙古自治区中南部，游牧经济和农耕经济在这里长期共存，形成了游牧文化与农耕文化水乳交融的地域性独特发展景观。和林格尔剪纸即在这片土地上广泛流传，它由劳动妇女群体创造，既深深扎根于草原，又吸纳了中原农耕文化的内容。
和林格尔剪纸有着悠久的历史，它与当地的社会风俗紧密联系，渗透到广大农牧民的衣食住行之中，大量作品反映了和林格尔地区数千年的古老文化传统，生动展现了和林格尔节日风俗、人生礼仪、丧俗丧祭、信仰禁忌等方面的内容。
和林格尔剪纸浑然天成，古拙浪漫，大气磅礴，体现出北方民族质朴豪爽、热情率真的情感气质。才华横溢的杰出和林格尔剪纸艺人将长久流传于当地的古老风俗、社会意识和纹样图案通过剪纸形式淋漓尽致地表现出来。随着社会的发展，人们的生产和生活方式迅速转变，和林格尔剪纸的生存环境急剧恶化，传承乏人，急需加强保护。","[{'name': '段建珺', 'gender': '男', 'birth_date': '1973年6月', 'ethnicity': '汉族'}]",[]
剪纸（庄河剪纸）,传统美术,辽宁省庄河市,https://www.ihchina.cn/project_details/13937.html,"庄河剪纸是在辽东半岛南端庄河市一带世代相传的民俗艺术，据考证，这种艺术形式明清时期已在当地流行，至清末民初达到兴盛。20世纪中叶以来，庄河剪纸得到进一步的发展。
庄河剪纸题材广泛，构思别致，它采用了一直在当地流行的艺术表现手法，形成多种与民俗生活结合紧密的丰富样式。其中的窗花、墙花可以点缀居家环境，烘托喜庆气氛，礼花是寿诞、婚嫁等人生礼俗活动的重要装饰品，灯花则可用于装饰各种节庆花灯。庄河剪纸古色古香，夸张生动，黑白关系和繁简处理十分讲究，剪刻技巧和刀味剪纸技艺已达到很高的水准，代表性作品有《麒麟送子》、《老鼠娶亲》、《抓髻娃娃》、《鲤鱼戏莲》、《喜鹊登梅》、《莲子图》、《龙凤呈祥》、《马上封侯》、《花瓶》等。
庄河剪纸既体现出传统民间文化的共性，又显示出独特的地域风格，保持了相对完整的传统韵味，具有重要的民俗学和民间美术研究价值。目前由于传统民俗日渐淡出现代社会生活，庄河剪纸的生存发展空间不断缩小，后继乏人，仅有的二十余位善剪者也已是七八十岁高龄。庄河剪纸濒临失传，亟待抢救。","[{'name': '韩月琴', 'gender': '女', 'birth_date': '', 'ethnicity': '汉族'}]","[{'title': '传统工艺振兴目录｜剪纸（庄河剪纸）', 'content': '↑ 剪纸（庄河剪纸）国家级代表性传承人韩月琴\n根据庄河历史变革和宗教、民俗活动事记等考证，庄河剪纸源于明末清初，清朝中后期在广大妇女中普遍流行。《庄河县志》中记载：“剪纸艺术，很早即流传于民间广大妇女中。每逢喜庆和节日，即用一把剪刀，几张红纸，便能剪出各种花草、动物、喜字或人物故事，装饰在窗户或墙壁上。”\n↑ 庄河剪纸作品《绿水青山就是金山银山》\n庄河剪纸以中国传统剪纸形式来塑造角色造型，借鉴了民间剪纸窗花和皮影戏的艺术元素，具有较强的民间美术戏曲特色，吸取了中国民间艺术特有的装饰性、古朴性、简括性等特征。其造型能突破一切时空的限制，将不同时节、不同地域、不同属性的事物组合在一起，创造出具有浪漫色彩的独特艺术语言，达到生动而不杂乱、洗练而不失真的艺术效果。\n庄河剪纸广为流传的类型有窗花、棚花、团花、墙花、喜花及单纯的剪纸画等。这些剪纸内容的构思巧妙，运用不同的手法来表达迎福纳吉之意。主要表现方式有三种：一是比喻手法，赋予特定的花、鸟、鱼、虫以美好的寓意。二是谐音双关，借用动物、花卉名称的谐音表现吉祥之意。三是文字表达，直接利用汉字的结构和字意表达喜庆祥和。庄河剪纸沿袭了古老的传统样式和表现手法，遵循变形夸张的造型原则，强调对自然物象进行主观改造，图案往往是自古传承，其寓意已是约定俗成。例如以牡丹喻富贵；以鸳鸯、荷花喻夫妻和美；以莲和鱼的组合寓意“连年有余”等。\n↑ 庄河剪纸作品《三阳开泰》\n庄河剪纸的构图注重完美，它利用有限的纸质材料将图案置之其内，形成一个相对独立的完整空间，使图案效果达到充实、饱满、集中。在创作过程中，往往不经过打底稿的程序，而是随着纸质材料随意构思剪作。如蝴蝶的创作，凭借对蝴蝶活体的观察或想象，可以剪出各种形态的蝴蝶，多达上百种，显示出了庄河剪纸的开放性构图特点。剪纸样式多是单色剪纸，以阳刻为主，兼以阴刻。作品巧妙运用锯齿纹、月牙纹、朵花、云纹、水纹等程式化的装饰纹样，行剪干净利落，运剪流畅自如，达到千剪不落，万刻不断的效果。\n↑ 庄河剪纸作品《福虎吉祥》《虎娃迎春》\n庄河剪纸的制作工具方面，一般包括剪子、纸张、刻刀、垫板等。剪子选用标准是剪身削薄、刀头细长、刀口咬合整齐、刀尖锋利，通常使用时大小各一把或多把。纸张方面，喜用大红纸，也用其他色纸。刻刀，多以自制的大斜口刀、小斜口刀为主，也有圆口和三角口刀。制作时底层多用垫板（腊板），刀刻多层图案时，一般采用自制纸捻将纸张边角缝合起来起固定作用。此外，若一次合剪几张或剪折叠式图案时，还要使用针线等，将纸张边缘缝起或用夹子固定，以避免叠纸底层面走型。\n庄河剪纸依附特定的生活环境及民间习俗而存在，题材涵盖了当地乡土民情的方方面面，如时令节日、婚丧寿宴、生男育女等，集中表达了当地民众祈福纳祥的美好愿望。代表作品有《麒麟送子》《鲤鱼戏莲》《喜鹊登梅》《莲子图》《龙凤呈祥》等。\n2008年，剪纸（庄河剪纸）入选第二批国家级非物质文化遗产代表性项目名录。\n2018年，庄河剪纸技艺入选第一批国家传统工艺振兴目录项目。'}]"
剪纸（岫岩满族剪纸）,传统美术,辽宁省岫岩满族自治县,https://www.ihchina.cn/project_details/13938.html,"流行于辽宁省岫岩满族自治县的岫岩满族剪纸始于17世纪初满族进入岫岩时，迄今已有三百多年的历史。满族人盛行用挂旗供奉祖先，这种形式促进了剪纸的发展，并进一步演变出窗花、棚花、灯花等多种样式，在满族民间的婚丧嫁娶等习俗活动中得到广泛的应用。
岫岩满族剪纸与当地的社会风习密切结合在一起，遇红事以红纸剪龙凤、“囍”字等以示庆贺，办白事用白纸剪团花、纸幡等以示悼念，赶上年节则剪挂旗窗花或葫芦以烘托喜庆气氛。岫岩满族剪纸浑厚粗犷、古朴洗练，造型夸张奇特，散发出浓郁的乡土气息，同时又保持着满族古老的文化传统和民族特色。岫岩农家妇女刘吉英、赵秀芝等都是岫岩剪纸创作高手，她们剪制的《千蝶图》、《狮子戏绣球》、《戏虎图》等传统样式作品堪称岫岩满族剪纸的代表作。
岫岩满族剪纸在曲折的演变过程中形成了满汉融合的特征，显示出鲜明的地域特色，具有较高的民间美术研究价值。目前由于老一辈艺人逐渐减少，年轻一代又缺乏学习传承的兴趣，岫岩满族剪纸日趋衰微，面临失传的危险，亟待进一步加强保护。","[{'name': '刘吉英', 'gender': '女', 'birth_date': '', 'ethnicity': '满族'}]",[]
剪纸（建平剪纸）,传统美术,辽宁省建平县,https://www.ihchina.cn/project_details/13940.html,"建平剪纸流行于辽河文明的主要发源地辽宁省建平县，牛河梁红山文化遗址出土的彩陶、玉器，从造型方式和外部特征来看，与建平剪纸颇有相似之处，隐隐显示出一种潜在的文化传承关系。建平剪纸某些题材的造型十分独特，甚至直接与红山文化遗址出土的玉猪龙等造型不谋而合，建平当地著名剪纸艺人朱瑞莲剪纸作品《龙戏珠》中的龙在处理上就保持了猪头、鹿角、蛇身、鸡爪、凤尾的传统造型样式。
建平自古地广人稀，尽管历史上曾有多个游牧民族在此盘桓，但一些重大的历史变迁并没有在建平留下多少影响，因而作为多民族乡土文化重要载体的建平剪纸，题材样式相对稳定，保留着一些古老的文化信息，对研究解读当地历史文化具有极其重要的参考价值。由于现代生活环境的变化，建平的年轻一代很少有人对剪纸发生兴趣，目前只有少数人在传承建平剪纸技艺，无法发挥群体优势。建平剪纸已处于濒危状态，亟待采取措施加以保护。",[],[]
剪纸（新宾满族剪纸）,传统美术,辽宁省新宾满族自治县,https://www.ihchina.cn/project_details/13939.html,"新宾满族剪纸流行于辽宁省新宾满族自治县境内，至今已有两百多年的历史。它以满族萨满文化和民俗活动为主要表现对象，内容涉及传统信仰、民间传说、神话故事、乡风民俗、人生礼俗及花鸟草虫等，散发着浓郁的乡土气息。新宾满族剪纸造型简练，线条粗犷流畅，朱白对比强烈，整体性强，画面往往会配上满文，做到图文并茂，显示出鲜明的民族特点。制作时不描不画，不打底稿，全凭艺人即兴发挥，一气呵成，有时也可根据需要用木炭或烟头、香头烫出点、线来加强表现，这种即兴手法成为新宾剪纸的一大特色。除此以外，新宾所独有的吊线剪纸、立体组合剪纸等也颇为独特。
新宾满族剪纸是满族发展历史和民俗生活的见证，具有民俗学、艺术学、地方历史文化等多方面的研究价值，弥足珍贵。","[{'name': '关淑梅', 'gender': '女', 'birth_date': '1956.06.05', 'ethnicity': '满族'}]",[]
剪纸（长白山满族剪纸）,传统美术,吉林省通化市,https://www.ihchina.cn/project_details/13941.html,"长白山满族剪纸长期流传于吉林省长白山区，主要分布在通化、白山、吉林、延边、伊通等地区。经研究，满族剪纸起源于满族所信奉的萨满教，最早用于祭祀。长白山满族剪纸大约出现在明末建州女真时代，当时女真人已能用土法造纸，这为长白山剪纸的普及和流行奠定了物质基础。除纸以外，满族人还能用桦树皮、树叶、包米窝等制作剪纸，别具一格。
长白山满族剪纸从题材、造型到技艺都非常独特，显示出鲜明的民族与地方特色，成为中国剪纸艺术园地的一朵奇葩，具有重要的艺术和历史文化研究价值。目前长白山地区仅有两位七十多岁的满族剪纸艺人，后继乏人，前景堪忧，急需抢救保护。","[{'name': '倪友芝', 'gender': '女', 'birth_date': '1939.01', 'ethnicity': '汉族'}]",[]
剪纸（方正剪纸）,传统美术,黑龙江省方正县,https://www.ihchina.cn/project_details/13942.html,"方正剪纸是东北民间的一种特色剪纸，流行于黑龙江省方正县一带。清代中叶，随着东北地区的开禁，关内移民大量涌入黑龙江，带去了许多中原民族民间文化的成果，剪纸技艺即在这一时期传到方正。经过当地居民的不断努力，方正剪纸逐渐形成了与中原剪纸不同的地域特色。新中国成立后，尤其是改革开放以来，方正剪纸得到进一步的发展，出现了既掌握传统剪纸技艺又善于表现新生活的剪纸艺人。方正剪纸古朴纯美，充满艺术魅力，剪纸艺人师出多门，流派纷呈。1993年，方正县被文化部命名为“中国民间剪纸艺术之乡”。
方正剪纸融合当地传统与外来艺术之长，形成富于东北民间艺术特色的粗犷简练之风，它在制作时采用自制的剪纸用具，技法独特，讲究装饰，表现题材多样，造型质朴可爱，构图秀逸隽美，为东北民间艺术产生发展的研究提供了鲜活例证。目前方正剪纸较为古老的本地类型正濒临消亡，非家族传承的剪纸艺人因生活等原因纷纷改行或迁徙，急需采取有力措施保证这一优秀民间艺术的持续传承和发展。","[{'name': '倪秀梅', 'gender': '女', 'birth_date': '1967.05.09', 'ethnicity': ''}]",[]
剪纸（上海剪纸）,传统美术,上海市徐汇区,https://www.ihchina.cn/project_details/13943.html,"上海剪纸出现于20世纪初，当时多用作门笺、鞋花和绣花样。在近百年的历史演变中，上海剪纸逐渐形成与众不同的“海派”风格。
王子淦是“海派”剪纸的代表人物，他继承传统技艺，将北方剪纸的粗犷豪放和南方剪纸的细腻流畅融为一体，表现出极强的艺术个性。他的作品简练夸张，装饰性强，花鸟鱼虫、飞禽走兽、山水风景、人物建筑无所不备。“海派”剪纸另一位代表人物林曦明则另辟蹊径，将各种绘画元素融入剪纸之中。两位代表性人物互相学习，共同提高，促进了上海剪纸的发展。
在开放性城市文化影响下，上海剪纸形成了集南北之长的“海派”特色，豪放而不粗糙，细腻而不呆板，注重形式美，充满生活气息，在全国各种剪纸中占有独特的地 位。
随着城市经济市场化程度的不断加深，上海剪纸受到现代工业文明和高科技的冲击，传承和发展出现危机，亟待保护。","[{'name': '奚小琴', 'gender': '女', 'birth_date': '1956.03', 'ethnicity': '汉族'}]",[]
剪纸（南京剪纸）,传统美术,江苏省南京市,https://www.ihchina.cn/project_details/13944.html,"南京剪纸主要流行于江苏省南京及其周边地区，据清代道光年间甘熙所撰的《白下琐言》等史料记载，南京剪纸在明代初年已十分流行。20世纪50年代，南京民间剪纸生产合作社和民间工艺厂先后成立，制作剪纸并出口外销。
南京剪纸的个性特征极为突出，它融北方剪纸的粗放和南方剪纸的细腻为一体，花中有花，题中有题，粗中有细，拙中见灵，艺术形式优美异常。南京剪纸的传统品种主要包括喜花、斗香花、门笺和包括鞋花在内的刺绣花样等，其中的“斗香花”刻纸在全国独一无二，是一种天才性的创造，充分体现出南京剪纸的独特风格，丰富了中国民间艺术的宝库。南京剪纸创作时不用画稿，起剪后线条连绵不断，犹如“一笔画”，一气呵成，技艺十分高超。
在南京剪纸发展的过程中，产生了中国近现代剪纸史上两位杰出的艺术家。一位是张吉根，人称“神剪张”，身怀绝技又善于创新；另一位是胡家芝，年已过百，仍能操剪创作。
随着时代的变迁，南京剪纸艺人在生活压力下陷入困境，有的被迫改行，有的创作受到影响。在此情势下，南京剪纸的从业人数不断递减，传承人年龄偏大，后继乏人，剪纸技艺传承困难，濒危状况日益严重，急需抢救保护。","[{'name': '张方林', 'gender': '男', 'birth_date': '1949.04', 'ethnicity': ''}]",[]
剪纸（徐州剪纸）,传统美术,江苏省徐州市,https://www.ihchina.cn/project_details/13945.html,"徐州剪纸广泛流传于江苏省徐州各县（市）区。地处苏、鲁、豫、皖四省交界处的徐州是南北文化交融地带，素有“五省通衢”之称。处于这种特殊地理环境中的徐州剪纸集南北之长，作品中既融入了北方剪纸的豪放和浑厚，又糅合了南方剪纸的细腻和清丽。
徐州剪纸有两种主要风格，一种以邳州剪纸为代表，作品构图紧凑，疏密得当，结构粗犷浑厚，风格朴实无华，喜用变形夸张等手法，显得大胆泼辣。另一种以徐州市区吴国本、张丽君及沛县敬安镇的剪纸为代表，作品风格灵秀俊美、细腻流畅、精巧玲珑。邳州粗犷风格的剪纸是徐州剪纸的主要代表，它精于展现地方现实生活和民风民俗，题材内容丰富多样，举凡古今人物、道释故事、戏曲形象、乡情风俗、走兽翎毛，无一不可加以生动表现，其中以现实生活为题材的人物剪纸尤为多姿多彩，反映耕种、养殖、运输、建筑等生产场景的作品以简洁明快的线条塑造形象，保持了原生艺术的纯正品格，洋溢着浓厚的人文气息，具有很高的艺术价值。
目前，随着现代应用技术的普及，徐州剪纸出现了机械化生产方式，真正具有传统风神的作品寥寥无几，徐州剪纸的传承临传承危机，有必要制订规划加以保护。","[{'name': '王桂英', 'gender': '女', 'birth_date': '1940', 'ethnicity': ''}]",[]
剪纸（金坛刻纸）,传统美术,江苏省金坛市,https://www.ihchina.cn/project_details/13946.html,"江苏省金坛市地处江南水乡，民风淳朴。明清时期，当地民间为驱鬼祛邪、祈福迎祥，逢年过节家家贴挂门笺、喜笺、花笺及喜娃、寿星、八仙、钟馗等图案和花鸟虫鱼窗花，此外灯笼、龙灯和纸扎制品等亦均使用纸材，各种装饰纹样以刀剪刻镂而成。经过长期发展，刻纸制作技艺不断完善，在金坛民间广泛流行，世代相传，影响深远。1993年12月，金坛被文化部命名为“刻纸之乡”。
金坛刻纸工艺主要包括手工绘画和镂空刻制两方面的技艺，刻纸作品按照剪纸的规律和要求制作而成，刻制手法博采众长，既有精致匀称的线条，又有清晰完整的构图和造型。金坛刻纸制品幅式灵活，刻制手法多样，表现细腻丰富，构图精细繁茂，从题材内容到艺术形式均显露出浓郁的时代色彩。
金坛刻纸作品展现出多样的风姿面貌，构成了江南民间生活的优美风俗画卷，成为民间手工艺制作研究中极具价值的一个标本资料库。经历代传承发展，金坛刻纸已积累了六百多个品种，作品数以万计，屡屡在国内外各种展览、比赛中获奖。金坛刻纸是中国民众聪明才智的具体体现，它为促进中华民族的文化认同、加强海内外文化交流发挥着特殊的作用。
目前金坛刻纸制品利润微薄，从业人员纷纷改行、跳槽，加上扶助资金缺乏，导致整个刻纸行业在工艺创新、新人培养等方面难有作为，传承乏人，技艺濒临灭绝，前景堪忧，亟待保护。","[{'name': '杨兆群', 'gender': '男', 'birth_date': '1955.11', 'ethnicity': ''}]",[]
剪纸（浦江剪纸）,传统美术,浙江省浦江县,https://www.ihchina.cn/project_details/13947.html,"浦江是浙江乃至中国最早流行剪纸的地区之一，进入清代以后，地方戏曲在浦江空前发展，形成了独具特色的浦江乱弹，受其影响，出现了带有浓厚地方色彩的浦江戏曲人物剪纸，经长期发展，形成一种风格独特的剪纸类型——浦江剪纸。民国以来，浦江剪纸行业产生了十几位代表人物，先后传承，技艺相沿至今。浦江剪纸情调高雅，图案优美，风靡江南一带，逐渐成为南方剪纸的重要风格流派和典型代表。
浦江剪纸造型独特，手法多样，阴剪阳镂兼施，既折叠又衬色，匠心独运，其艺术风格可用“清新秀丽，精巧柔美，内涵丰富，形象生动，构图别致”二十个字加以概括。浦江传统剪纸题材广泛，其中以戏曲人物最为突出，作品多取材于婺剧、越剧等地方戏曲和历史故事。
浦江剪纸历史悠久，风格独特，地方色彩鲜明，它不仅是中国剪纸和中国戏曲研究的标本，而且还是中国民间传统文化发展与流变状况的活化石。在浦江当地，剪纸领域人才辈出，作品遗存丰富，为世人所瞩目。1993年，文化部命名浦江县为“中国民间（剪纸）艺术之乡”。
随着时代的变迁，浦江剪纸日渐消亡，目前当地能制作剪纸的艺人已寥寥无几，技艺传承危机重重，加强对浦江剪纸的保护已成为一项迫在眉睫的任务。","[{'name': '吴善增', 'gender': '男', 'birth_date': '1932.01.08', 'ethnicity': ''}]",[]
剪纸（阜阳剪纸）,传统美术,安徽省阜阳市,https://www.ihchina.cn/project_details/13948.html,"阜阳位于安徽省西北部的淮河中游地带，历史上，阜阳农村妇女大都有剪纸的手艺且世代传承不绝。阜阳剪纸制作工具简单，一把剪刀或刻刀，再加上各类彩纸即已足够。由于人们生活爱好和艺术情趣的不同，阜阳剪纸形成了多样的艺术风格，奇境迭出，异彩纷呈，其制作中既普遍采用单色、彩色、拼贴等形式，又大量应用剪、刻、撕等手法。阜阳剪纸从总体上呈现出粗犷、朴实、醇厚的风格特点，它既有南方剪纸的纤巧秀美，又有北方剪纸的稚拙浑厚，达到了巧与拙、静与动、虚与实的和谐统一，具有很高的艺术价值。
阜阳剪纸是皖西北劳动人民自娱自乐的一种民间艺术，千百年来一直与当地的节日礼仪、服饰纹样、门窗装饰、雕刻刺绣等紧密联系在一起。它抒发了广大劳动人民喜怒爱憎的心理情绪，寄托着他们美好的理想和愿望。
目前，阜阳剪纸艺人老龄化现象严重，传承形势十分严峻，急需抢救保护。","[{'name': '程兴红', 'gender': '男', 'birth_date': '1971.08.10', 'ethnicity': '汉族'}]",[]
剪纸（漳浦剪纸）,传统美术,福建省漳浦县,https://www.ihchina.cn/project_details/13950.html,"福建漳浦东临台湾海峡，南望东山、汕头，北接漳州、厦门，这里的民间剪纸源远流长，独具特色，为漳浦赢得了“剪纸之乡”的称号。
唐宋以来，剪纸在漳浦民间一直十分盛行，代代相传，样式层出不穷。漳浦剪纸以阳剪为主、阴剪为辅，构图丰满，风格细腻雅致。在构图的连接性、技法的细腻性、风格的多样性和处变的适应性等方面，漳浦剪纸都显示出与众不同的特性。
漳浦剪纸具有民间美术史、民俗文化史等方面的研究价值，对民族审美风尚的培育也能起到一定作用。现在，漳浦剪纸已形成老、中、青、少四个创作梯队，呈现出多元化的艺术风格。剪纸艺人经常被邀请到世界各地讲学、演示，为促进中外文化交流作出了贡献。
但是，目前漳浦剪纸的从业人员相对来说不是很多，与以往相比还有逐渐减少的趋势。传承前景堪忧，急需保护。","[{'name': '高少萍', 'gender': '女', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '陈秋日', 'gender': '女', 'birth_date': '1948.10', 'ethnicity': ''}]",[]
剪纸（泉州（李尧宝）刻纸）,传统美术,福建省泉州市,https://www.ihchina.cn/project_details/13949.html,"泉州刻纸始于唐而盛于宋，每逢春节、元宵节和其他喜庆之日，泉州民间家家户户都会剪红刻翠，张灯结彩挂桃符，在窗户和门楣上贴团花、粘红笺，显出一种古雅富丽的喜气。这种习俗在当地相沿不绝，以迄于今。李尧宝刻纸即是在此环境中产生的一种具有代表性的泉州剪纸艺术。
李尧宝（1892—1983），字国富，出生于泉州市鲤城区。其父以油漆彩画为生，善作民间传统图案，精于用色，其兄则工于刻纸。李尧宝自幼即从父兄学艺，在家庭影响下，他凭着自己的天赋和刻苦努力，很快脱颖而出，不但全面继承了泉州刻纸技艺，而且广泛汲取剪纸、堆塑、贴瓷、木刻、雕板、建筑、彩绘等多种艺术的营养，创造性地运用描、剪、刻、剔等手法，形成了自己独特的刻纸艺术。李尧宝刻纸拓展了传统的表现题材，作品包括喜庆、龙凤、花鸟、人物等六大类别，内容丰富，立意隽永，形象逼真，风格典雅，装饰性很强，在构图、意象等方面颇为讲究，刀法遒劲细腻，线条富于韵律，具有极高的美学价值。
泉州（李尧宝）刻纸浓缩了闽南装饰艺术的精华，在闽南民间艺术中具有一定的代表性。它丰富了泉州当地无骨刻纸料丝艺术的文化内涵，某种程度上与料丝华灯艺术构成相互促进的关系。在目前形势下，泉州传统民俗日益淡化，民间艺术品市场萎缩，后继乏人，这使得泉州刻纸艺术的发展举步维艰，濒危状况日益严重，亟待抢救。","[{'name': '黄丽凤', 'gender': '女', 'birth_date': '', 'ethnicity': '汉族'}]",[]
剪纸（柘荣剪纸）,传统美术,福建省柘荣县,https://www.ihchina.cn/project_details/13951.html,"流传于福建省柘荣县的剪纸艺术历史悠久，具有广泛扎实的群众基础。它既保留了原始艺术淳朴、粗拙、刚健、浑厚的特征，又具有细腻、古雅、秀丽、柔美的艺术风格，同时还呈现出浓郁的地方特色和民族民间风貌，是研究中国南方剪纸历史和艺术的重要参考资料。
柘荣剪纸以剪为主，用具十分简单，一把剪刀、一张红纸、一个织篓即可创制作品。柘荣地区传统民俗活动长期传承不衰，其中积淀了许多古老的审美观念和思维方式。柘荣剪纸作品鲜明地透露出这些古代文化信息，具有极高的审美价值和历史研究价值。柘荣剪纸在当地城乡广为流传，既是男婚女嫁、生日寿诞、婴儿满月等民俗活动中常用的装饰品，又是家居装饰、旅游纪念和收藏馈赠的佳品，向为海内外各界所喜爱。
目前，随着传统民俗文化内涵的日益淡化，柘荣剪纸的功能正逐渐弱化，加之传承人年事已高，后继乏人，柘荣剪纸的生存发展困难重重，迫切需要有关方面加以重视，制订措施进行挖掘保护。","[{'name': '袁秀莹', 'gender': '女', 'birth_date': '1927.07', 'ethnicity': ''}]",[]
