项目名称,项目类别,申报地区或单位,详情链接,官网描述,传承人信息,相关文章
中医诊疗法（顾氏外科疗法）,传统医药,上海市,https://www.ihchina.cn/project_details/14777.html,,"[{'name': '陆德铭', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（古本易筋经十二势导引法）,传统医药,上海市,https://www.ihchina.cn/project_details/14778.html,,"[{'name': '严蔚冰', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（丁氏痔科医术）,传统医药,江苏省南京市秦淮区,https://www.ihchina.cn/project_details/14779.html,,"[{'name': '丁义江', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（扬州传统修脚术）,传统医药,江苏省扬州市,https://www.ihchina.cn/project_details/14780.html,,"[{'name': '陆琴', 'gender': '女', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（董氏儿科医术）,传统医药,浙江省宁波市海曙区,https://www.ihchina.cn/project_details/14781.html,,"[{'name': '董幼祺', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（西园喉科医术）,传统医药,安徽省歙县,https://www.ihchina.cn/project_details/14782.html,,"[{'name': '郑铎', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（买氏中医外治法）,传统医药,河南省周口市川汇区,https://www.ihchina.cn/project_details/14783.html,,"[{'name': '买建修', 'gender': '男', 'birth_date': '', 'ethnicity': '回族'}]",[]
中医诊疗法（毛氏济世堂脱骨疽疗法）,传统医药,河南省新蔡县,https://www.ihchina.cn/project_details/14784.html,,"[{'name': '毛顺卿', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（镇氏风湿病马钱子疗法）,传统医药,湖北省咸宁市咸安区,https://www.ihchina.cn/project_details/14785.html,,"[{'name': '镇水清', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（一指禅推拿）,传统医药,广东省珠海市,https://www.ihchina.cn/project_details/14787.html,,"[{'name': '韩竞生', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（贾氏点穴疗法）,传统医药,广东省深圳市,https://www.ihchina.cn/project_details/14786.html,,"[{'name': '陈荣钟', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（孔伯华中医世家医术）,传统医药,北京市朝阳区,https://www.ihchina.cn/project_details/23814.html,,"[{'name': '孔令誉', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（津沽脏腑推拿）,传统医药,天津市南开区,https://www.ihchina.cn/project_details/23815.html,,"[{'name': '王金贵', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（摸骨正脊术）,传统医药,山西省晋中市灵石县,https://www.ihchina.cn/project_details/23816.html,,"[{'name': '房敏', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '郭华', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '严隽陶', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（丁氏推拿疗法）,传统医药,上海市,https://www.ihchina.cn/project_details/23817.html,,"[{'name': '房敏', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '郭华', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '严隽陶', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（朱氏妇科疗法）,传统医药,上海市,https://www.ihchina.cn/project_details/23818.html,,"[{'name': '房敏', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '郭华', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '严隽陶', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（绍派伤寒）,传统医药,浙江省绍兴市,https://www.ihchina.cn/project_details/23819.html,,[],[]
中医诊疗法（祁门蛇伤疗法）,传统医药,安徽省黄山市祁门县,https://www.ihchina.cn/project_details/23820.html,,"[{'name': '滕英', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '王和鸣', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（南少林理筋整脊疗法）,传统医药,福建省,https://www.ihchina.cn/project_details/23821.html,,"[{'name': '滕英', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '王和鸣', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（张氏经络收放疗法）,传统医药,河南省新乡市红旗区,https://www.ihchina.cn/project_details/23822.html,,"[{'name': '张喜钦', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（宋氏中医外科疗法）,传统医药,河南省平顶山市汝州市,https://www.ihchina.cn/project_details/23823.html,,"[{'name': '宋兆普', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（陈氏蜂疗法）,传统医药,湖南省郴州市,https://www.ihchina.cn/project_details/23824.html,,[],[]
中医诊疗法（李仲愚杵针疗法）,传统医药,四川省,https://www.ihchina.cn/project_details/23825.html,,"[{'name': '钟磊', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中医诊疗法（海西民间青盐药用技艺）,传统医药,青海省海西蒙古族藏族自治州,https://www.ihchina.cn/project_details/23826.html,,[],[]
中医诊疗法（应氏奇穴疗法）,传统医药,中国民族医药学会,https://www.ihchina.cn/project_details/23827.html,,[],[]
中药炮制技术,传统医药,中国中医科学院,https://www.ihchina.cn/project_details/14788.html,"中药炮制是指在中医理论的指导下，按中医用药要求将中药材加工成中药饮片的传统方法和技术，古时又称“炮炙”、“修事”、“修治”。药物经炮制后，不仅可以提高药效、降低药物的毒副作用，而且方便存储，是中医临床用药的必备工序。几千年以来，不仅积累了丰富的炮制方法与技术，而且也形成了一套传统的炮制加工工具。炮制是中药传统制药技术的集中体现和核心，“饮片入药，生熟异治”是中药的鲜明特色和一大优势。中药饮片炮制技术是中国所特有的，是中国几千年传统文化的结晶，是中华文化的瑰宝。
中药炮制历史久远。相传起源于神农时代，汉代的《神农本草经》、梁代陶弘景的《本草经集注》对中药炮制已有详细的记述。东汉张仲景的《伤寒杂病论》记述了一百余种药物的炮制。南北朝时期雷的炮制专著《雷公炮炙论》记载了300种药物的炮制方法与技术。唐代的《新修本草》是中国的第一部国家药典，标示有药物炮制的方法，是炮制技术受到政府保护的开端。明代李时珍的《本草纲目》设有炮制专项，缪希雍的《炮炙大法》，总结中药炮制大法17种。清代张睿的《修事指南》，详细记载了232种炮制方法。
目前，全国专门从事炮制工作的只有近百人。中药炮制技术处于萎缩的濒危状况。由于“现代”用药方法趋于“常规化”，传统的“一方一法”的用药模式已不复存在，许多特殊而又可产生特效的传统炮制技术逐渐被遗忘。现存为数不多的身怀绝技的炮制老药工对于自己经过长期工作总结出来的炮制方法秘而不宣，传统的炮制技术面临衰退甚至失传的局面。相关部门对炮制技术的继承和保护还不够重视，在继承和保护方面未采取具体措施，所以，中药的炮制技术亟待得到保护。","[{'name': '肖永庆', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '王孝涛', 'gender': '男', 'birth_date': '1928.06', 'ethnicity': '汉族'}]",[]
中药炮制技术,传统医药,中国中药协会,https://www.ihchina.cn/project_details/14789.html,"中药炮制是指在中医理论的指导下，按中医用药要求将中药材加工成中药饮片的传统方法和技术，古时又称“炮炙”、“修事”、“修治”。药物经炮制后，不仅可以提高药效、降低药物的毒副作用，而且方便存储，是中医临床用药的必备工序。几千年以来，不仅积累了丰富的炮制方法与技术，而且也形成了一套传统的炮制加工工具。炮制是中药传统制药技术的集中体现和核心，“饮片入药，生熟异治”是中药的鲜明特色和一大优势。中药饮片炮制技术是中国所特有的，是中国几千年传统文化的结晶，是中华文化的瑰宝。
中药炮制历史久远。相传起源于神农时代，汉代的《神农本草经》、梁代陶弘景的《本草经集注》对中药炮制已有详细的记述。东汉张仲景的《伤寒杂病论》记述了一百余种药物的炮制。南北朝时期雷的炮制专著《雷公炮炙论》记载了300种药物的炮制方法与技术。唐代的《新修本草》是中国的第一部国家药典，标示有药物炮制的方法，是炮制技术受到政府保护的开端。明代李时珍的《本草纲目》设有炮制专项，缪希雍的《炮炙大法》，总结中药炮制大法17种。清代张睿的《修事指南》，详细记载了232种炮制方法。
目前，全国专门从事炮制工作的只有近百人。中药炮制技术处于萎缩的濒危状况。由于“现代”用药方法趋于“常规化”，传统的“一方一法”的用药模式已不复存在，许多特殊而又可产生特效的传统炮制技术逐渐被遗忘。现存为数不多的身怀绝技的炮制老药工对于自己经过长期工作总结出来的炮制方法秘而不宣，传统的炮制技术面临衰退甚至失传的局面。相关部门对炮制技术的继承和保护还不够重视，在继承和保护方面未采取具体措施，所以，中药的炮制技术亟待得到保护。","[{'name': '金世元', 'gender': '男', 'birth_date': '1926.12', 'ethnicity': '汉族'}]",[]
中药炮制技术（四大怀药种植与炮制）,传统医药,河南省焦作市,https://www.ihchina.cn/project_details/14790.html,"中药来源于自然界的植物、动物和矿物。我国传统药材资源达12807种，但中药临床应用和成药制作一般不用生药，而用经过加工炮制的成熟品即饮片。
中药炮制是根据中医药理论和医疗、调剂、贮藏等不同要求以及药材自身的性质，分别采用修治、水制、火制及增添辅料制作等方法，对生药进行加工的特殊技术，其上可追溯到药材的种植、采集或饲养，其中以炒、炙、烫、煅、煨和火制方法最为常用，故名“炮制”。
中药炮制的目的在于降低或消除药物的毒性和副反应，缓和或改变药性，从而提高疗效，便于调剂、贮藏和服用，其核心是减毒增效。从古至今，中医药行业在中药炮制方面积累了大量经验，总结了成套理论，发明了不少技术，形成了众多流派，编著了大量著作，中药炮制技术成为中药学的重要内容之一。
河南省焦作地区种植怀山药、怀地黄、怀菊花、怀牛膝已有近三千年的历史，因河南省焦作市古属怀庆府管辖，所以怀山药、怀地黄、怀菊花、怀牛膝统称“四大怀药”。
四大怀药的种植，包括育种、选地、整土、育苗、施肥、虫害防治等都有严格的要求，药材的加工也有严格的传统工艺标准，怀地黄的九蒸九晒，怀山药的反复浸泡和熏蒸、晾晒和搓制等工艺，使得药材具有了优越的品质。明清时期，怀药商人崛起，大大促进了怀药加工的规范化和怀药文化品牌的形成，使四大怀药成为河南首屈一指的地道药材。六味地黄丸中，怀地黄和怀山药的比例占到48%，而由怀药产生的文化习俗也广泛地影响着当地百姓的生产生活。
近年来，由于一些农户片面追求怀药产量，降低单位成本以增强价格竞争力，摒弃传统的种植和加工技艺，随意引进外地种子种苗，使四大怀药原有的品质失真。真正的传统种植和加工技艺受到严重冲击，有待对其进行进一步的挖掘、保护和传承。","[{'name': '康明轩', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '李成杰', 'gender': '男', 'birth_date': '1932.10', 'ethnicity': '汉族'}, {'name': '孙树武', 'gender': '男', 'birth_date': '1947.08', 'ethnicity': '汉族'}]",[]
中药炮制技术（中药炮制技艺）,传统医药,四川省成都市,https://www.ihchina.cn/project_details/14791.html,"中药来源于自然界的植物、动物和矿物。我国传统药材资源达12807种，但中药临床应用和成药制作一般不用生药，而用经过加工炮制的成熟品即饮片。
中药炮制是根据中医药理论和医疗、调剂、贮藏等不同要求以及药材自身的性质，分别采用修治、水制、火制及增添辅料制作等方法，对生药进行加工的特殊技术，其上可追溯到药材的种植、采集或饲养，其中以炒、炙、烫、煅、煨和火制方法最为常用，故名“炮制”。
中药炮制的目的在于降低或消除药物的毒性和副反应，缓和或改变药性，从而提高疗效，便于调剂、贮藏和服用，其核心是减毒增效。从古至今，中医药行业在中药炮制方面积累了大量经验，总结了成套理论，发明了不少技术，形成了众多流派，编著了大量著作，中药炮制技术成为中药学的重要内容之一。
四川有“天府之国”和“中医之乡、中药之库”的美称，全川中药资源有五千余种，约占全中国中草药品种的75%，其中著名道地药材和主产药材三十余种。应用中药及中成药是四川人防治疾病的主要手段。
中药炮制是根据中医药理论，依照辨症施治用药的需要和药物自身性质以及调剂、制剂的不同要求所采取的一项制药技术，是中医药学的一大特色。炮制方法非常之多，如蒸、炒、炙、煅、炮、炼、煮沸、火熬、烧、斩断、研、锉、捣膏、酒洗、酒煎、酒煮、水浸、汤洗、刮皮、去核、去翅足、去毛等。中药炮制在中医理论和运用中具有相当重要的作用，一是可以提高临床医疗的效果，即医生可根据不同的病因、病机、症候及患者的身体健康状态，有的放矢地选用恰当的炮制品，以增强方剂的准确性、可靠性和实用疗效。二是中药炮制可充分保证临床用药的安全性，可以降低或消除药物的毒副作用，从而保证患者的生命安全。
改革开放后，国家大力推进中药发展，废除有毒药物和回避技术难点高的品种，成都许多独有的中药成方制备技术逐渐被淘汰，同时民间掌握这类制剂处方、制备方法、制备设备的老一代技术人员大多已去世，健在的也年事已高，中药炮制技艺亟待抢救、保护。","[{'name': '胡昌江', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中药炮制技艺（人参炮制技艺）,传统医药,吉林省通化市,https://www.ihchina.cn/project_details/14792.html,,"[{'name': '王俊良', 'gender': '男', 'birth_date': '', 'ethnicity': '满族'}]",[]
中药炮制技艺（人参炮制技艺）,传统医药,吉林省通化市,https://www.ihchina.cn/project_details/14793.html,,[],[]
中药炮制技艺（武义寿仙谷中药炮制技艺）,传统医药,浙江省武义县,https://www.ihchina.cn/project_details/14794.html,,"[{'name': '李明焱', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中药炮制技艺（樟树中药炮制技艺）,传统医药,江西省樟树市,https://www.ihchina.cn/project_details/14795.html,,"[{'name': '袁小平', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中药炮制技艺（汉派彭银亭中药炮制技艺）,传统医药,湖北省武汉市江岸区,https://www.ihchina.cn/project_details/23828.html,,"[{'name': '张义生', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中药炮制技艺（新会陈皮炮制技艺）,传统医药,广东省江门市新会区,https://www.ihchina.cn/project_details/23829.html,,"[{'name': '陈柏忠', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
中药炮制技艺（岷县当归加工技艺）,传统医药,甘肃省定西市岷县,https://www.ihchina.cn/project_details/23830.html,,[],[]
