项目名称,项目类别,申报地区或单位,详情链接,官网描述,传承人信息,相关文章
梅花拳,传统体育、游艺与杂技,河北省威县,https://www.ihchina.cn/project_details/13803.html,"梅花拳全称为“干枝五式梅花桩拳”，在桩上演练而得名。落地演练后称“干枝五式落地梅花桩拳”，俗称“梅花桩”、“梅花拳”或“梅拳”。
主要流传于河南、河北和山东等地。清光绪二十四年（1898）四月间，《总署收山东巡抚张汝梅文》中就有关于威县一带梅花拳的记载。清光绪二十四年秋，威县梅花拳传人赵三多联合山东冠县梨园屯（今属威县）红拳传人阎书勤，聚集梅花拳和红拳传习，改称“义和拳”，在蒋庄马场举行起义，成为义和团运动的重要力量。
梅花拳的基本内容有五式、八方步、八方散手等。梅花拳的渊源还是个有待研究的课题。据传，威县梅花拳的历史可追溯至明朝永乐年间。当时，威县李家寨张姓梅花拳的一支随山西移民迁至威县，后平乡梅花拳的两支先后传入威县。目前威县梅花拳以威县李家寨梅拳和平乡邹、张（俗称“大架”、“小架”）三支为主。威县梅花拳主要分布在威县李寨村、翟庄村、李庄村、张官寨村等及武强、北京和山东梁山一带。",[],[]
梅花拳（梁山梅花拳）,传统体育、游艺与杂技,山东省济宁市梁山县,https://www.ihchina.cn/project_details/23693.html,,[],[]
沙河藤牌阵,传统体育、游艺与杂技,河北省沙河市,https://www.ihchina.cn/project_details/13804.html,"藤牌阵是我国古代战场实战技击项目，如今仅存于我国河北省沙河市十里铺村，当地人称之为“打藤牌”。
沙河藤牌阵历史悠久，传说明末，李自成军队从北京溃败南退，其中有一人秘密逃遁十里铺村，将藤牌阵传授给村民，用以护村、防身，并留下“只传男，不传女，传里不传外”的训诫。三百多年来，村民遵循训诫，将藤牌阵代代相传，至今已传承十二代，经常习练者达二百余人，在当地，藤牌阵现已被列入小学体育课程。
藤牌开战时，由战鼓指挥，大筛锣、铙、镲、钹辅助烘托。表演阵法时，攻守方每队最少4人，藤牌兵左手执藤牌，右手执短刀，与4名攥三齿叉、大片刀、长矛或木棍者按阵法轮番打斗。实战时藤牌阵法变化无穷，常见的有一字长蛇阵、八卦连环阵、梅花五方阵、四门迷魂阵、八门穿心阵等，阵容可随实战需要扩大到成千上万人。
制作藤牌的主要材料是北方太行山一带常见的荆条，经过沤泡变得柔软坚韧后，既可用来编制藤牌，制作完成后在藤牌顶部罩一块画有虎头的帆布或生牛皮。
三百多年来，沙河藤牌阵无论是在防身御敌还是在活跃当地人民的文化生活中均发挥了积极作用。藤牌阵法攻防兼备，变化莫测，对它进行深入研究将进一步丰富中国古军事战法的内容。另一方面藤牌阵法场面中融入了舞蹈和音乐，可以用来丰富群众的文化生活，使人们获得艺术享受。
目前健在的藤牌阵3名传承人平均80岁，年事已高，继承人不仅人数较少，而且战术、技法生疏，动作生硬、简单化，阵法不整，竞技水平日减。沙河藤牌阵的传承已告濒危，亟待抢救和保护。","[{'name': '胡道正', 'gender': '男', 'birth_date': '1927.03.14', 'ethnicity': '汉族'}]","[{'title': '沙河藤牌阵――怎样将传承进行下去', 'content': '沙河藤牌阵――怎样将传承进行下去\n沙河藤牌阵本是一种古代兵法实战术,但流传至今,它更大的作用则体现在活跃百姓文化生活的方面。胡道正是全套藤牌阵法的唯一继承人,2007年他被评为国家级的传承人。近日,记者到沙河市拜访了这位已有81岁高龄的老人。作为胡道正的搭档,藤牌会第十三任会长陈世景,引领记者来到了藤牌阵的操练场地――梅花亭,胡道正正在这里与老乡们晒太阳聊天。\n""偷师""学艺竟学会了全套阵法\n胡道正小时候家里很穷,只上了两年学他就拾柴火去了。在拾柴的路上,他看见老师教打藤牌阵,于是日复一日、年复一年,他偷偷地在心里琢磨着比划着,终于鼓足勇气跑去跟老师说:""我想学打藤牌阵。""当老师还把他当作初学者时,胡道正已经耍得有模有样。从十几岁开始,胡道正的习练生涯正式开始。当记者问起父母怎么看他打藤牌阵时,胡道正坦言:""只要白天不耽误干活,晚上我练多长时间都行。""不管严寒酷暑,胡道正都坚持习练时间,当别人只会其中一种兵器的时候,他已掌握了全部阵法。20岁时,胡道正结婚,后来儿女们陆续降生,按照村里传统的传承方式""传男不传女"",胡道正在儿子十几岁的时候就教他们打藤牌阵,但哪一个都没有了他当年习练的兴趣和恒心,几乎都半途而废。胡道正告诉记者,""前些年我一直有心培养大孙子,放学后我插空就教他,但上了中学以后,他也不练了。""说到这些时,胡道正脸上的表情有些落寞,眼看着自己的儿孙都不愿意学,藤牌阵还怎么传承下去?胡道正说:""我已经81岁了,身体状况不允许我再练了,可打心眼里我是很眷恋的,晚上睡不着觉时就在脑子里把阵法过一遍。""\n藤牌阵的传承受传统观念影响太深\n藤牌阵是沙河市独有的,陈世景告诉记者,""关于藤牌阵还有一个故事,在商代的时候,它本是一种军事上的战术。后来在明末李自成溃败途中一个将士逃到我们十里铺村,一个偶然的机会让他功夫的才能展现了出来,于是村民们都央求他能教几招本领用作防身安家。这个将士就把藤牌阵法传授给了村民,但同时也立下规矩――只传男,不传女,只传里不传外。""世世代代,村民都恪守着这条训诫,所以形成了沙河市所特有的一种文化。但也正是这条戒律,藤牌阵的传承一直处于秘密状态,直到后来它才在庙会和节日庆典上表演。\n陈世景说:""胡道正所担心的就是,自己的孩子不学,而外边的人又不能教,久而久之藤牌阵就要失传。""对于藤牌阵的特殊性,陈世景表示,""跟其他强身健体的运动项目不同,藤牌阵对练习者的年龄有着严格的要求,小孩和老人都不适宜练,从15岁到30岁是练习的黄金年龄,因为藤牌阵是古老的作战技艺,超过30岁的人在体能上就开始走下坡路了,不适合再练。现在家里都是独生子女,而藤牌阵在训练起来很艰苦也很危险,我们小时候练,老师都会时常带着创伤药,现在的家长都视子女为宝贝,不肯轻易让孩子出来练。政府这两年很重视藤牌阵的传承,本来在小学开设了这门课,但教了几次之后,我们心里也明白学校最重视的还是升学率,于是我们就‘知趣""地退了出来。""\n如何使藤牌阵的传承标准化\n胡道正曾有过几个徒弟,但现在也都三四十岁,早过了打藤牌阵的黄金期。胡道正说:""最近一批学生本来都是一些十二三岁的孩子,正好的年龄,但也没能坚持下来。现在的年轻人都跑出去打工挣钱了,我们这儿去庙会表演一次才挣10元钱,比他们出去打工挣的少多了。年轻人谁也不想干这种没钱挣的活儿。""在沙河藤牌阵刚刚被评为非物质文化遗产时,村里人高高兴兴地在梅花公园里盖起了""藤牌阵办公室"",想的就是趁着这个大好机会把藤牌阵发展起来,但当记者打量着眼前这间簇新的""办公室""时,陈世景无奈地说:""已经变成‘说事儿办公室""了。""因为藤牌阵特殊的传承方式,胡道正说:""短期内还不至于失传。""陈世景则时时在想着能否将它的传承方式标准化,编教材、录影像,这些做法遭到了很多村民的反对,因为这些资料万一泄露出去,就悖于老祖宗留下的训诫。可天天面对着已经买回家的DV机、刻录机,陈世景心里总是不安稳,他告诉记者,""藤牌阵要传下去,总会想出办法的。""\n相关链接\n古代作战用的藤牌主要由太行山上的优质藤条所制,经过沤泡,使之变得柔软而坚韧,编成一顶大圆形藤制品,中间夹上棉花之类的物料,尖顶部罩上画有虎头的生牛皮,藤牌兵主要用于对付敌人的马队。演变到现在的藤牌基本变成荆条质地,藤牌顶部罩一块用帆布画的面料,用作文艺表演。藤牌阵使用的武器除藤牌外,还有短刀、三齿刀、长矛、木棍等。\n点将台\n胡道正,1927年生,沙河藤牌阵的第十二代传人,目前唯一一位懂得全套阵法的传人。2007年6月5日,被列入第一批国家级非物质文化遗产项目226名代表性传承人名单中。\n（来源：新华网/作者：秦菁）\n（编辑：王铮）'}]"
朝鲜族跳板、秋千,传统体育、游艺与杂技,吉林省延边朝鲜族自治州,https://www.ihchina.cn/project_details/13805.html,"朝鲜族是个爱好体育运动的民族，压跳板和荡秋千是朝鲜族妇女最喜爱的民间传统体育运动，具有广泛的群众性。
作为一种体育竞技游戏，跳板流行于吉林省延边朝鲜族自治州及全国其他朝鲜族聚居地方，跳板活动一般在元宵节、端午节和中秋节等喜庆日子举行。
跳板一般长近6米，宽40厘米、厚5厘米左右，大多用木质坚硬又极具弹性的水曲柳木板制成。跳板中间有一个支点，跳时两人分别站在两端，轮流起跳，利用跳板的反弹力把自己和对方弹向空中。这样反复地一起一伏，参加者奋力向上跃起，不断增加腾空的高度并作出各种花样动作。跳板讲究多种技巧和空中姿态，有腾空而起、翻滚而下的动作，有跃身曲体、双腿伸开、落地垂立的动作，有挺胸展臂、双腿叉开、落地合拢的姿态。跳板靠两个人的协调合作进行。有时边跳边唱，一个唱一个和。
跳板比赛有比抽线拉高和比表演技巧两种。比抽线就是比拉出的线的总长度，以抽线的长短定胜负，表演道具有铁圈、花环等。这种比赛主要是比谁的动作最符合标准，谁的动作难度大，谁的动作姿态优美。近年在以往高度比赛的基础上增加了比赛技巧，看谁在腾空的瞬间做出的高难动作多且姿态优美动人。所以参加跳板活动不但需要胆量，而且需要智慧和技能。观看跳板活动则会令人赏心悦目，拍案叫绝。
跳板运动是一种健康的传统体育运动，历来深受朝鲜族人民的喜爱，甚至有“姑娘不跳跳板，将来难生产”的说法。
秋千是朝鲜族妇女最喜欢的活动之一，历史悠久，流行于延边朝鲜族自治州及其他朝鲜族聚居的广大农村。
秋千活动具有高、飘、悠、巧、柔、美、欢的特点。秋千绳一般都拴在高大树木结实的横枝上，在秋千前方的上空悬有彩带或铃铛，荡起的秋千板要触及这个标志才能赢得欢呼与赞扬。常常是一人荡起，众人瞩目，场边喝彩连连。艳丽的衣裙像彩凤的双翼，带动缕缕清风，远远望去，天空湛蓝，草地青青，浓妆淡抹的朝鲜族少女宛若飞动的彩色蝴蝶，在天空中飘忽来去，构成一幅流动的瑰丽画。
大型的荡秋千竞技比赛更为迷人，多在农闲时期及端阳等节庆日举行，届时朝鲜族妇女们穿着节日的盛装去参加比赛，比赛方法有两种，一种是比荡起的高度，另一种是比踢铃的次数即比耐力。比赛中常常可见到高空中悬挂着一面皮鼓，荡秋千的姑娘们在围观者的呐喊助威声中高高荡起，在空中用脚踢鼓，谁踢响的次数最多，谁就将成为比赛的冠军。
秋千现已正式列入全国民族运动会的比赛项目，延边朝鲜族自治州的荡秋千绝技已成为少数民族传统体育园地一朵盛开的奇葩。",[],[]
达斡尔族传统曲棍球竞技,传统体育、游艺与杂技,内蒙古自治区莫力达瓦达斡尔族自治旗,https://www.ihchina.cn/project_details/13806.html,"据史料记载，唐代盛行“步打球”运动，这种运动与当代的曲棍球运动极为相似。步打球在辽代依然盛行，《辽史》中称为“击鞠”，下端弯曲的击球棍称为“月仗”。随着时间的流逝，此项运动后来在我国其他各民族中基本消失，而在达斡尔族中得到了传承与发展，现在这种曲棍球竞技运动主要分布在内蒙古莫力达瓦达斡尔族自治旗达斡尔族聚居区。
达斡尔传统曲棍球运动，达语称作“贝阔他日克贝”，其中的“贝阔”系指球棍，达斡尔球棍选择根部弯曲、枝干挺直的柞木削磨加工而成。达语中球被称为“朴列”，其大小如棒球，分木球、毛球、火球三种，偶尔也使用骨球。木球用柞树根削磨制成；毛球用畜、兽毛搓制而成；火球主要用于夜间运动，它以桦树上长出的已硬化的白菌制成，壳硬内空，球上穿通数孔，注入松明，点燃后烟火不熄。
达斡尔族传统曲棍球比赛多在重大节日、集会或空闲时以氏族（莫昆）、村屯为单位举行，比赛场地大都选在平坦的草地或村中开阔的地方，场地大小无统一规定，场地两端各设一个球门，参加比赛的两队人数相等即可，以打进对方球门多者为胜。比赛规则规定不得从左侧抢球和击球，不得用球棍打人或拌人，除守门员外不得用手按球和以脚踩踢球。
达斡尔传统曲棍球运动是传统曲棍运动的典型代表，是我国体育中的一项绝技，国家体委在1989年命名莫旗为“曲棍球之乡”。而今达斡尔族传统曲棍球运动在专业化建设方面，出现了资金和人才短缺问题，应加以扶持，使其得到顺利传承并进一步发扬光大。","[{'name': '哈森', 'gender': '女', 'birth_date': '', 'ethnicity': '达斡尔族'}]",[]
蒙古族搏克,传统体育、游艺与杂技,内蒙古自治区,https://www.ihchina.cn/project_details/13807.html,"“搏克”为蒙古语，意为摔跤，它是蒙古族“男儿三艺”之一，属蒙古族传统的体育项目。搏克已有近两千年的历史，西汉初期开始盛行，元代广泛开展，至清代得到空前发展。现在内蒙古自治区各地尤其是锡林郭勒盟、通辽市、呼伦贝尔市、巴彦淖尔市、鄂尔多斯市、阿拉善盟等地都有流行。
搏克运动的比赛形式古朴而庄重。按蒙古族传统要求，参赛选手上身穿牛皮或帆布制成的“卓得戈”（紧身半袖坎肩），裸臂盖背，“卓得戈”边沿镶有铜钉或银钉，后背中间有圆形的银镜或“吉祥”之类样字，腰间系用红、蓝、黄三色绸子做的“策日布格”（围裙），下身穿用32尺或16尺白布做成的肥大“班泽勒”（裤），“班泽勒”外套一条绣有各种动物或花卉图案的套裤，脚蹬蒙古靴或马靴。优胜者脖颈上配套五色彩绸制成的“将嘎”（项圈）。它是搏克手获胜次数多少的标志，获胜次数越多，“将嘎”上的五色彩绸条也越多。
搏克比赛在悠扬激情的“乌日亚”赞歌声中开始，比赛场地无特殊要求，有一块平坦草地或土质地面即可举行。选手们挥舞着壮实的双臂，跳着模仿狮子、鹿、鹰等姿态的舞步入场。比赛规则简单明了，不限时间，参赛者也不分体重，膝盖以上任何部位着地为负。
搏克运动要求选手腰、腿部动作协调配合，在对抗中充分显示自己的力量和技巧。从事搏克运动能发展力量、灵敏度、速度、耐力等方面身体素质，并能培养人的机智、勇敢、顽强等意志品格。现在，搏克已成为蒙古族农牧民群众辛勤劳作一天之后进行娱乐的方式，同时它又是“那达慕”的重要内容。","[{'name': '额日登巴雅尔', 'gender': '男', 'birth_date': '', 'ethnicity': '蒙古族'}]",[]
蒙古族搏克,传统体育、游艺与杂技,内蒙古自治区东乌珠穆沁旗,https://www.ihchina.cn/project_details/13808.html,,"[{'name': '哈达', 'gender': '男', 'birth_date': '', 'ethnicity': '蒙古族'}]",[]
蒙古族搏克,传统体育、游艺与杂技,新疆维吾尔自治区乌苏市,https://www.ihchina.cn/project_details/13809.html,,"[{'name': '孟克那生', 'gender': '男', 'birth_date': '', 'ethnicity': '蒙古族'}, {'name': '那日来', 'gender': '男', 'birth_date': '', 'ethnicity': '蒙古族'}]",[]
蹴鞠,传统体育、游艺与杂技,山东省淄博市,https://www.ihchina.cn/project_details/13810.html,"蹴鞠又名“蹋鞠”、“蹴球”、“蹴圆”、“筑球”、“踢圆”等，“蹴”即用脚踢，“鞠”系皮制的球，“蹴鞠”就是用脚踢球，它是中国一项古老的体育运动，有直接对抗、间接对抗和白打三种形式。
进行直接对抗比赛时，设鞠城即球场，周围有短墙。比赛双方都有像座小房子似的球门；场上队员各12名，双方进行身体直接接触的对抗，就像打仗一样，踢鞠入对方球门多者胜。进行间接对抗比赛时中间隔着球门，球门中间有两尺多的“风流眼”，双方各在一侧，在球不落地的情况下，能使之穿过风流眼多者胜。白打则主要是比赛花样和技巧，亦称比赛“解数”，每一套解数都有多种踢球动作，如拐、蹑、搭、蹬、捻等，古人还给一些动作取了名字，如转乾坤、燕归巢、斜插花、风摆荷、佛顶珠、旱地拾鱼、金佛推磨、双肩背月、拐子流星等。
蹴鞠流传了两千三百多年，它起源于春秋战国时期的齐国故都临淄，在汉代获得较大的发展，唐宋时期最为繁荣，从元明时期开始走向衰弱，清代主要在民间流行。20世纪以来，由于受到战争、灾害等原因的影响，蹴鞠活动已越来越少见。
蹴鞠对现代足球的产生具有重要的影响。在唐代，中国蹴鞠向东传播到日本和朝鲜，向西传播到欧洲，在英国发展为现代意义上的足球。2004年6月9日至11日，足球起源专家论证会在山东省淄博市临淄区召开并形成一致结论：中国古代蹴鞠起源于春秋战国时期的齐都临淄。2004年7月15日，在第三届中国国际足球博览会的新闻发布会上，国际足联和亚足联公开宣布，中国是足球运动的发源地，世界足球起源于中国山东淄博临淄地区的蹴鞠。
临淄地区现在虽然一直保留着蹴鞠，但由于受到西方文化和中国社会转型的冲击，这项古老的运动已处于濒危状态，急需加以挽救。",[],[]
围棋,传统体育、游艺与杂技,中国棋院,https://www.ihchina.cn/project_details/13811.html,"围棋棋盘由纵横各19条等距离、垂直交叉的平行线构成，形成361个交叉点，简称为“点”。棋盘上还标有9个小圆点，称作“星”，中央的星又称“天元”。棋子分黑白两色，形状为扁圆形体。正式比赛棋子的数量为黑、白各180枚。对局双方各执一色棋子，空枰开局，黑先白后，交替着一子于棋盘的点上。棋子下定后，不再向其他点移动。轮流下子是双方的权利，但允许任何一方放弃下子权而使用虚着。一个棋子在棋盘上，与它直线紧邻的空点是这个棋子的“气”。直线紧邻的点上如果有同色棋子存在，这些棋子就相互连接成一个不可分割的整体。直线紧邻的点上如果有异色棋子存在，此处的气便不存在。棋子如失去所有的气，就不能在棋盘上存在。围棋结构简单，内容却极其复杂，棋理博大精深，文化内涵深邃，充满辩证思维。
围棋空枰开局，对弈进程自简至繁，由浅入深，千变万化，终局后复又空枰，重待来者。这种由无至有、由空至实、周而复始、变化无穷的生存功能推演出无数战略与战术组合，并赢得“千古无同局”的美誉。围棋不仅是一种有趣的竞技运动，而且是一种高级的思维活动，其广阔、深邃的内涵已经构成独特的文化形态。围棋文化以技艺学为主干，以方法学为灵魂，在对弈、心理、棋手道德、文学表现和政治、经济等多方面显示出丰富深厚的底蕴，体现了东方文化的博大精深。
20世纪80年代中期，在国家的大力扶植下，中国围棋文化研究事业曾达到高潮。当前，面对现代经济与外来文化的冲击，源自民间的传统围棋文化研究环境急遽恶化，急需国家采取有效措施挽救和保护。",[],"[{'title': '云南省非遗中心举办打陀螺、傣族白象马鹿舞、云南围棋子制作技艺代表性传承人培训班', 'content': '为深入贯彻落实党的二十大精神和习近平总书记关于非物质文化遗产保护工作重要指示精神，进一步加强非物质文化遗产系统性保护工作，提升传承能力，激发传承人的传承积极性，云南省非物质文化遗产保护中心近期举办了打陀螺、傣族白象马鹿舞、云南围棋子制作技艺代表性传承人培训班。本次培训班组织打陀螺、傣族白象马鹿舞、云南围棋子制作技艺等项目的代表性传承人参与，同时邀请省、州市、县三级非遗保护工作人员参与。培训班通过“理论授课+现场展演展示”课程设置，提升传承人的技能水平，同时加强非遗保护工作人员的专业素养。\n培训班从11月22日开始，历时三天。在开班仪式上，省文化和旅游厅二级巡视员张碧伟作动员讲话。他指出，培训工作具有重要意义，希望学员们能够高度重视培训课程，切实提高学习的主动性和积极性。他鼓励学员们珍惜学习机会，积极展开交流互动，不断拓宽自己的知识视野，并将所学知识运用到实际工作中去。省非遗中心主任王静主持开班仪式。\n培训班设置了丰富多样的课程。云南民族大学教授杨德鋆以《绚烂民族文化滋养与非遗传承人的作用地位责任》为主题，强调了云南绚烂多姿的民族文化对非遗传承的重要性，以及传承人在非遗保护事业中的角色、地位和责任。随后，来自耿马县和孟连县的傣族白象马鹿舞代表进行了现场展示，展示了傣族传统文化的独特魅力。\n在下午的课程中，云南民族大学体育学院院长、教授、博士研究生导师杨祥全讲授了《困境与出路：传统体育、游艺与杂技类非遗的传承与保护》。他从应有的认识、吸收外来成果、传统体育非遗的生存困境以及未来的出路等方面，全面阐述了传统体育类非遗的特殊困境与未来发展的路径。随后，来自双江县、双柏县、景谷县、镇康县的代表进行了打陀螺展示，喝彩阵阵，笑声不断。\n11月23日上午，云南大学民族学与社会学学院副教授苏俊杰讲授了《旅游文化产业发展与非遗保护》课程，探讨了非遗保护与旅游、文化产业、新媒体以及博物馆等方面的关联与发展。随后，云南围棋子制作技艺代表云子和永子现场展示了这一传统技艺的魅力与才华。\n下午，省非遗中心副主任肖依群主持召开了培训座谈会，与会人员就傣族白象马鹿舞、打陀螺、云南围棋子制作技艺等项目的保护工作和经费使用情况进行了交流和汇报。参会人员纷纷发表了自己的观点和经验，共同探讨非遗保护的实践问题。马永飞副主任作了培训总结，并对学员们的积极参与和付出表示感谢。他强调，本次培训班不仅仅是为了增加知识，更重要的是将知识运用到实际工作中，为非遗保护传承事业贡献智慧和力量。\n傣族白象马鹿舞展示\n云南围棋子制作技艺展示\n打陀螺技艺交流\n通过本次培训，打陀螺、傣族白象马鹿舞、云南围棋子制作技艺三个非遗项目的保护工作得到进一步加强，保护单位履职能力、传承人的技能和知识得到了提升，同时也为非遗项目的保护与传承提供了新的思路和方法，进一步提高云南省非遗系统性保护水平。\n（图片：吴昭红）'}]"
围棋,传统体育、游艺与杂技,北京棋院,https://www.ihchina.cn/project_details/13812.html,"围棋起源于中国，“琴棋书画”之“棋”，指的就是围棋。晋朝人张华在《博物志》中说：“尧造围棋以教子丹朱，以闲其情。”就是说围棋是尧发明的，用来教育儿子。《论语》中也提到了围棋游戏，称之为“博弈”，《孟子》中有对于围棋高手奕秋的记载。作为一种传统智力竞技游戏，围棋至今已有四千多年的历史。
围棋棋盘由纵横各19条等距离、垂直交叉的平行线构成，形成361个交叉点，简称为“点”。棋盘上还标有9个小圆点，称作“星”，中央的星又称“天元”。棋子分黑白两色，形状为扁圆形体。正式比赛棋子的数量为黑、白各180枚。对局双方各执一色棋子，空枰开局，黑先白后，交替着一子于棋盘的点上。棋子下定后，不再向其他点移动。轮流下子是双方的权利，但允许任何一方放弃下子权而使用虚着。一个棋子在棋盘上，与它直线紧邻的空点是这个棋子的“气”。直线紧邻的点上如果有同色棋子存在，这些棋子就相互连接成一个不可分割的整体。直线紧邻的点上如果有异色棋子存在，此处的气便不存在。棋子如失去所有的气，就不能在棋盘上存在。围棋结构简单，内容却极其复杂，棋理博大精深，文化内涵深邃，充满辩证思维。
围棋空枰开局，对弈进程自简至繁，由浅入深，千变万化，终局后复又空枰，重待来者。这种由无至有、由空至实、周而复始、变化无穷的生存功能推演出无数战略与战术组合，并赢得“千古无同局”的美誉。围棋不仅是一种有趣的竞技运动，而且是一种高级的思维活动，其广阔、深邃的内涵已经构成独特的文化形态。围棋文化以技艺学为主干，以方法学为灵魂，在对弈、心理、棋手道德、文学表现和政治、经济等多方面显示出丰富深厚的底蕴，体现了东方文化的博大精深。
20世纪80年代中期，在国家的大力扶植下，中国围棋文化研究事业曾达到高潮。当前，面对现代经济与外来文化的冲击，源自民间的传统围棋文化研究环境急遽恶化，急需国家采取有效措施挽救和保护。",[],"[{'title': '云南省非遗中心举办打陀螺、傣族白象马鹿舞、云南围棋子制作技艺代表性传承人培训班', 'content': '为深入贯彻落实党的二十大精神和习近平总书记关于非物质文化遗产保护工作重要指示精神，进一步加强非物质文化遗产系统性保护工作，提升传承能力，激发传承人的传承积极性，云南省非物质文化遗产保护中心近期举办了打陀螺、傣族白象马鹿舞、云南围棋子制作技艺代表性传承人培训班。本次培训班组织打陀螺、傣族白象马鹿舞、云南围棋子制作技艺等项目的代表性传承人参与，同时邀请省、州市、县三级非遗保护工作人员参与。培训班通过“理论授课+现场展演展示”课程设置，提升传承人的技能水平，同时加强非遗保护工作人员的专业素养。\n培训班从11月22日开始，历时三天。在开班仪式上，省文化和旅游厅二级巡视员张碧伟作动员讲话。他指出，培训工作具有重要意义，希望学员们能够高度重视培训课程，切实提高学习的主动性和积极性。他鼓励学员们珍惜学习机会，积极展开交流互动，不断拓宽自己的知识视野，并将所学知识运用到实际工作中去。省非遗中心主任王静主持开班仪式。\n培训班设置了丰富多样的课程。云南民族大学教授杨德鋆以《绚烂民族文化滋养与非遗传承人的作用地位责任》为主题，强调了云南绚烂多姿的民族文化对非遗传承的重要性，以及传承人在非遗保护事业中的角色、地位和责任。随后，来自耿马县和孟连县的傣族白象马鹿舞代表进行了现场展示，展示了傣族传统文化的独特魅力。\n在下午的课程中，云南民族大学体育学院院长、教授、博士研究生导师杨祥全讲授了《困境与出路：传统体育、游艺与杂技类非遗的传承与保护》。他从应有的认识、吸收外来成果、传统体育非遗的生存困境以及未来的出路等方面，全面阐述了传统体育类非遗的特殊困境与未来发展的路径。随后，来自双江县、双柏县、景谷县、镇康县的代表进行了打陀螺展示，喝彩阵阵，笑声不断。\n11月23日上午，云南大学民族学与社会学学院副教授苏俊杰讲授了《旅游文化产业发展与非遗保护》课程，探讨了非遗保护与旅游、文化产业、新媒体以及博物馆等方面的关联与发展。随后，云南围棋子制作技艺代表云子和永子现场展示了这一传统技艺的魅力与才华。\n下午，省非遗中心副主任肖依群主持召开了培训座谈会，与会人员就傣族白象马鹿舞、打陀螺、云南围棋子制作技艺等项目的保护工作和经费使用情况进行了交流和汇报。参会人员纷纷发表了自己的观点和经验，共同探讨非遗保护的实践问题。马永飞副主任作了培训总结，并对学员们的积极参与和付出表示感谢。他强调，本次培训班不仅仅是为了增加知识，更重要的是将知识运用到实际工作中，为非遗保护传承事业贡献智慧和力量。\n傣族白象马鹿舞展示\n云南围棋子制作技艺展示\n打陀螺技艺交流\n通过本次培训，打陀螺、傣族白象马鹿舞、云南围棋子制作技艺三个非遗项目的保护工作得到进一步加强，保护单位履职能力、传承人的技能和知识得到了提升，同时也为非遗项目的保护与传承提供了新的思路和方法，进一步提高云南省非遗系统性保护水平。\n（图片：吴昭红）'}]"
象棋,传统体育、游艺与杂技,中国棋院,https://www.ihchina.cn/project_details/13813.html,"象棋简单易学，又因变化无穷而易学难精，具有文化、教育、竞技和娱乐等多方面的价值，从古至今一直深受人们的爱。随着社会的发展和当代国际交往的增加，象棋已经在世界上得到了广泛的认可，世界象棋联合会和亚洲象棋联合会的成立将中国象棋的影响扩展到世界其他国家和地区。
尽管象棋具有多种重要功能，在中国乃至世界都有爱好者，但随着经济的发展，现代社会生活方式对传统文化体育项目造成了很大的冲击，象棋这一古老国粹也面临着新的危机，同样有待保护。",[],[]
象棋,传统体育、游艺与杂技,北京棋院,https://www.ihchina.cn/project_details/13814.html,"象棋历史悠久，是中国传统文化的重要组成部分，在中国和亚洲乃至世界很多地区都有象棋爱好者，是一项普及性比较高的传统智力竞技游戏。棋盘中的九宫象征皇宫，代表皇帝的帅（将）及代表皇帝身边近卫的士只能在九宫中活动，代表大臣的象（相）则只能围绕九宫行走，代表战士的兵（卒）只能前进不能后退。这种布局是中国封建社会生活的真实写照，其对弈过程有教导、学习古代战争的意义。随着时代的前进，承载中国传统文化的象棋以其独特的思维方式、鲜明的竞技特点在世界文化中占据了一席之地。
象棋简单易学，又因变化无穷而易学难精，具有文化、教育、竞技和娱乐等多方面的价值，从古至今一直深受人们的喜爱。随着社会的发展和当代国际交往的增加，象棋已经在世界上得到了广泛的认可，世界象棋联合会和亚洲象棋联合会的成立将中国象棋的影响扩展到世界其他国家和地区。
尽管象棋具有多种重要功能，在中国乃至世界都有爱好者，但随着经济的发展，现代社会生活方式对传统文化体育项目造成了很大的冲击，象棋这一古老国粹也面临着新的危机，同样有待保护。",[],[]
蒙古族象棋,传统体育、游艺与杂技,内蒙古自治区阿拉善盟,https://www.ihchina.cn/project_details/13815.html,"蒙古民族传统棋牌游戏种类多，目前搜集整理比较完整的有蒙古族象棋、布古、吉日格、塔木英巧吉、哈日查盖敖尼苏、扎古大呼、沙盖、诺日布等十几种。蒙古族传统棋牌游戏文化的代表蒙古族象棋，有悠久的历史，在祖国边疆民族地区文化宝库中占有重要的地位，是北方蒙古高原的古代少数民族在长期流动生活和征战中形成的最具代表性的棋类游戏，在阿拉善盟部分苏木镇和民族学校流传。
蒙古族象棋棋盘为8乘8方格，分黑白或黑红两方。棋子共32个，各方有王爷1个、狮子1个、骆驼2个、马2个、车2个、孩儿8个，蒙语分别称为“诺彦”、“布日斯”、“特莫”、“毛日”、“特日格”、“呼本”。蒙古族象棋的棋盘、棋子、着法与国际象棋大同小异。
古族象棋游戏既能开发锻炼人民群众的智慧，又有很强的娱乐性。蒙古族象棋没有定制，灵活性较强，目前很多早期遗留下来的内容已逐步退出历史舞台，传承濒危，急需保护。",[],[]
