项目名称,项目类别,申报地区或单位,详情链接,官网描述,传承人信息,相关文章
端午节,民俗,文化部,https://www.ihchina.cn/project_details/14911.html,"端午节是中国的传统节日，又名重午、端五、蒲节，时在农历五月初五。端有“初”的意思，故称初五为端五。夏历（农历）的正月建寅，按地支顺序，五月恰好是午月，加上古人常把五日称作午日，因而端五又称重午。端午节传遍全国各地，主要分布于广大汉族地区，壮、布依、侗、土家、仡佬等少数民族也过此节。
端午节的起源有许多传说，如纪念屈原投江、始于五月五日毒日的禁忌、越王勾践训练水师、纪念伍子胥投钱塘江和曹娥救父等等，这些说法经过历代加工，与端午的民俗活动结合在一起，从而形成中华民族的一个节日。
端午节的主要活动有：1.纪念历史人物；2.划龙舟；3.吃粽子；4.各种防五毒习术（贴端午符剪纸、挂艾草菖蒲、佩戴香包等避邪物、兰汤沐浴）；5.游戏，如玩斗草、击球、射柳等。与端午节相关的主要器具、制品有龙舟、粽子、五毒图、艾草菖蒲、钟馗画、张天师画、屈原像等。
端午节起源于民间习俗，其中有不少活动都是健康向上的。随着社会的进步，端午节渐渐发展成为内容丰富的传统节日，有较强的生命力。端午节对研究民间习俗的发展有重大价值，由于它是多民族共享的节日且包含跨国习俗，因此对研究民族文化往来、国际间文化交流、传统体育竞技、饮食文化等均有重要价值。
端午节中的划龙舟、吃粽子很好地保留下来，并获得健康发展。有鉴于此，端午节的其他文化表现形式应加以科学的引导，使人民群众的节日文化活动更为丰富。",[],[]
端午节（屈原故里端午习俗）,民俗,湖北省宜昌市,https://www.ihchina.cn/project_details/14914.html,"“五月五（农历），过端午。”端午节是中华民族的传统节日。《续齐谐记》、《荆楚岁时记》载，魏晋南北朝后端午节便与纪念屈原结合起来。唐元和十五年，归州刺史王茂元在屈原故里秭归屈原沱建立屈原祠并写下祭文，众乡亲与各色龙舟汇集于此，作为起点，进行龙舟竞渡，形成了屈原故里端午民俗的鲜明特色。这种民俗在屈原故里延续至今，形成一种传统。
屈原故里端午民俗隆重而欢愉，一般端午三次过。五月初五小端午挂菖蒲、艾叶，饮雄黄酒；五月十五大端午龙舟竞渡；五月二十五末端午送瘟船，亲友团聚。祭奠屈原贯穿节庆活动的始终，包括设坛祭拜、游江、龙舟竞渡、粽子寄情、乡里“闹晚”等程序，端午民俗过程因此而更见完整、紧凑和鲜活。自明代起，秭归农民自发组织“骚坛诗社”，于端午时吟颂楚辞或作赋，相互唱和，这在全国各地端午习俗中独具一格。屈原故里端午民俗既传承了传统端午习俗驱疫避瘟的内容，更保留了故乡人民对屈原精神、品格的颂扬和纪念之意。
屈原故里端午民俗是中国上古楚文化和端午礼俗等的活态见证，具有人生观、价值观、历史学、心理学、人类学等多方面的研究价值。它宣扬和传播了中国文人杰出代表之一的屈原之精神品格和中国文化传统精神，把传统的祖先崇拜和英雄崇拜人性化和娱乐化，增强了民族的凝聚力和文化认同感。同时，这一节日民俗还传承了《楚辞》与其他民间文化表现形式，具有丰富的文化内涵。",[],[]
端午节（屈原故里端午习俗）,民俗,湖北省秭归县,https://www.ihchina.cn/project_details/14915.html,"“五月五（农历），过端午。”端午节是中华民族的传统节日。《续齐谐记》、《荆楚岁时记》载，魏晋南北朝后端午节便与纪念屈原结合起来。唐元和十五年，归州刺史王茂元在屈原故里秭归屈原沱建立屈原祠并写下祭文，众乡亲与各色龙舟汇集于此，作为起点，进行龙舟竞渡，形成了屈原故里端午民俗的鲜明特色。这种民俗在屈原故里延续至今，形成一种传统。
屈原故里端午民俗隆重而欢愉，一般端午三次过。五月初五小端午挂菖蒲、艾叶，饮雄黄酒；五月十五大端午龙舟竞渡；五月二十五末端午送瘟船，亲友团聚。祭奠屈原贯穿节庆活动的始终，包括设坛祭拜、游江、龙舟竞渡、粽子寄情、乡里“闹晚”等程序，端午民俗过程因此而更见完整、紧凑和鲜活。自明代起，秭归农民自发组织“骚坛诗社”，于端午时吟颂楚辞或作赋，相互唱和，这在全国各地端午习俗中独具一格。屈原故里端午民俗既传承了传统端午习俗驱疫避瘟的内容，更保留了故乡人民对屈原精神、品格的颂扬和纪念之意。
屈原故里端午民俗是中国上古楚文化和端午礼俗等的活态见证，具有人生观、价值观、历史学、心理学、人类学等多方面的研究价值。它宣扬和传播了中国文人杰出代表之一的屈原之精神品格和中国文化传统精神，把传统的祖先崇拜和英雄崇拜人性化和娱乐化，增强了民族的凝聚力和文化认同感。同时，这一节日民俗还传承了《楚辞》与其他民间文化表现形式，具有丰富的文化内涵。","[{'name': '向富昌', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}, {'name': '谭国政', 'gender': '男', 'birth_date': '', 'ethnicity': '汉族'}]",[]
端午节（西塞神舟会）,民俗,湖北省黄石市,https://www.ihchina.cn/project_details/14913.html,"西塞神舟会是黄石市西塞山区道士袱村民庆贺端午节的传统盛会，主要活动有制作神舟、唱大戏、巡游、送神舟下水等仪式和活动。从每年农历四月初八佛祖诞生之日举行龙舟的开工仪式，扎制神舟，到农历五月初五子时由道士主持仪式为神舟开光，直至五月十五至十八的神舟会正式会期，整个活动历40天，是目前国内端午节时间较长的祈福活动。
神舟会期间，当地群众日日夜夜唱楚剧大戏，四乡八岭的民众赶来向神舟许愿求福。农历五月十六早晨8点神舟出会巡游，家家户户都要在门边悬挂菖蒲艾叶，门口设香案，燃香烛，摆上酒、茶、米、水果等供品。每到一家，村民们都要放鞭炮迎接，撒茶米，祭拜。农历五月十七晚，为神舟点燃48盏长明灯，通宵打醮守夜。农历五月十八日上午神舟出宫，道士和神舟会全体成员共同为神舟开路，由16名青壮小伙抬着神舟恭送入江，任由水流带着龙舟沿江而下，东流入海。此时江上众多渔船在船头摆香设案、鞭炮齐鸣、绕神舟三圈，以示送行。神舟入江处的大堤上，有成千上万的村民双手合十、跪拜神舟，祈求神舟带走疾病、带走瘟疫、带走灾难，祈盼一年吉祥、幸福、安康。
民众自发组织神舟会，举办以消灾、祛病和求平安健康、益寿延年为主题的传统民间文化活动。神舟会借助“送神舟”这一形式为一方百姓禳灾祈福，是端午节俗中最壮观的一种民间盛会，至今已有千余年历史。该活动规模宏大，具有深厚的群众基础，至今传承不息，它集中、生动地表达了古代民间端午习俗的内容，具有宝贵的文化价值。自纪念屈原的传说与端午节结合以后，特别是中华人民共和国成立后，神舟会的活动也与祭吊屈原的传说联系在一起，使传统节日注入新的活力。神舟会活动期间群众文化活动丰富多彩，精心扎制的楼台亭榭、雕梁画栋工艺精致，气势宏伟，富有特色，有较高的艺术价值。",[],[]
端午节（汨罗江畔端午习俗）,民俗,湖南省汨罗市,https://www.ihchina.cn/project_details/14916.html,"湖南汨罗江畔端午节一般从五月初一开始，十五结束。沿江的楚塘、渔街、凤凰山、河市、归义、红花、新市、浯口、长乐等一带的端午习俗除了办盛宴、吃粽子、插艾挂菖、喝雄黄酒、赛龙舟外，还有雕龙头、偷神木、唱赞词、龙舟下水、龙头上红、朝庙、祭龙和祭祀屈原等特殊风俗，这些民俗仪式具有丰富的文化内涵，留下了如“宁荒一年田，不输五月船”等许多端午民谣。观龙舟、回娘家、辞端阳、插艾叶、喝黄酒等风俗更有浓郁的地方特色。上述习俗和文化场景自汉以来就有零散的文字记载，公元424年颜延之的《祭屈原文》、公元6世纪初吴均的《续齐谐记》及稍后的《荆楚岁时记》、《隋书·地理志》中均作了相关描述。
端午节让一代又一代劳作的人们受到传统文化的浸染，激起对美好生活的向往、对国富民安的祈求、对屈原等先贤的深深怀念；更有青年男女把这个节日当成了相亲社交的绝佳时机。
汨罗江畔端午节鲜明的个性特征可充分展现出汨罗江地方文化的特色。当前，随着人们生活方式的改变，汨罗江畔端午节的文化内涵日益衰减，需要抢救和保护。",[],[]
端午节（苏州端午习俗）,民俗,江苏省苏州市,https://www.ihchina.cn/project_details/14912.html,"苏州的五月端午活动历史悠久，内容丰富，全民参与，久盛不衰，集中展示了苏州地区富于江南特色的民俗传统。
苏州端午节的起源最早可追溯到对春秋时期吴国名将伍子胥的纪念。随着社会经济文化的发展，以纪念伍子胥为始的端午节逐渐演化成苏州一年一度的盛大狂欢节，形成了一整套与当地自然条件、生产生活、经济特征和文化发展状况相对应的端午民俗活动。这些活动分为四大类，第一类是龙舟表演的大型活动；第二类活动主要表现苏州人适应自然、改善生活的智慧，如采草药、挂艾叶、挂菖蒲等；第三类活动展现苏州悠久的丝织文化和特有的服饰文化，如佩百索等；第四类活动包粽子、吃端午饭是其核心内容。
苏州端午节的龙舟竞渡等大型活动在“文革”期间曾一度中断，近年来有所恢复。其他各种习俗在苏州居民中依然不同程度地延续着，但是年轻人知道的已经越来越少了。这些传统习俗必须采取措施保护，才能继续传承下去。",[],[]
端午节（罗店划龙船习俗）,民俗,上海市宝山区,https://www.ihchina.cn/project_details/14917.html,"农历五月初五的端午节是中国传统节日，又名“重午”、“端五”、“蒲节”等。“端”有“初”的意思，故“初五”称为“端五”。夏历（农历）正月建寅，按地支顺序，五月恰为午月，加上古人常将五日称作“午日”，因而“端五”又称“重午”。端午节习俗遍布全国各地，主要流行于广大汉族地区，壮、布依、侗、土家、仡佬等少数民族也有过端午节的习俗。
端午节的起源有许多传说，如纪念屈原投江、五月五日的毒日禁忌、越王勾践训练水师、纪念伍子胥投钱塘江、曹娥救父等等，这些说法经过历代加工，与端午民俗活动结合在一起，形成中华民族独特的一种节日习俗。
端午节的主要活动包括纪念历史人物、划龙舟、吃粽子、贴端午符剪纸、挂艾草菖蒲、佩戴香包等避邪物及以兰汤沐浴等，此外还有斗草、击球、射柳等游戏。在这些活动中产生了一些相关的器具、制品及食品，其中以龙舟、粽子、五毒图、艾草菖蒲、钟馗画、张天师画、屈原像等最为常见。
随着社会的进步，端午节逐渐发展成为内容丰富的传统节日，获得了极强的生命力。在民间习俗史等方面的研究中具有重要的参考价值。如端午节中的划龙舟、吃粽子习俗很好地保留至今并获得健康发展。有鉴于此，应对端午节的其他文化表现形式加以科学引导，使广大人民群众的节日文化活动变得更加丰富多彩。
明清以来，端午划龙船习俗在上海罗店镇一直十分盛行，留存至今，形成黄浦江流域最富地域特色的端午龙船遗风。
罗店系江南历史名镇，宋时犹为“江上芦花白，晚来潮声急”的渔村。罗店龙舟竞渡习俗始于明而盛于清，《宝山县续志》称：“五月五日以龙舟竞渡，罗店大场此风最盛。”《罗店镇志》记载：“里中归有龙舟五六号，旗仗鲜明，锦彩夺目，擅一邑之胜。”罗店端午划龙船活动保留了江南古老的民俗形态，这在祭祀仪式、船体装饰和水上表演几方面体现得尤为明显。划龙船以端午正日为始，通常进行五到七天，其中包含立竿、出龙、点睛、接龙、送标、旺盆等聚众共行的祭祀仪式，意在驱除“瘟疫病灾”，保佑一方水土洁净。
罗店龙船特色鲜明，久负盛名，在江浙沪端午竞渡活动中独树一帜。这种龙船的船体脱胎于罗店滩船，平底、昂首、翘尾，显得小巧玲珑，能在当地曲折狭小的河道中灵活行驶。龙头用整段樟木雕刻而成，呈现为“鳄嘴，虾眼，麒麟角，口含明珠，颚下长须飘拂，遍体鳞甲叠彩”的形象。彩旗上亦描绘有图案，“以象龙子，避蛟龙之害”。船首的“台角”本系真人童子表演，后为安全起见，改用彩塑人物代替。这些都是远古“披发文身”时代社会习俗的发展延伸。
清末至民国时期，罗店饱受战乱之苦，划龙船习俗被迫中断，就此一蹶不振。20世纪90年代，在当地各界人士的努力下，这一传统民俗活动得到恢复，现已成为罗店古镇的文化标志和团结地方民众的情感纽带。",[],[]
端午节（五常龙舟胜会）,民俗,浙江省杭州市余杭区,https://www.ihchina.cn/project_details/14918.html,"农历五月初五的端午节是中国传统节日，又名“重午”、“端五”、“蒲节”等。“端”有“初”的意思，故“初五”称为“端五”。夏历（农历）正月建寅，按地支顺序，五月恰为午月，加上古人常将五日称作“午日”，因而“端五”又称“重午”。端午节习俗遍布全国各地，主要流行于广大汉族地区，壮、布依、侗、土家、仡佬等少数民族也有过端午节的习俗。
端午节的起源有许多传说，如纪念屈原投江、五月五日的毒日禁忌、越王勾践训练水师、纪念伍子胥投钱塘江、曹娥救父等等，这些说法经过历代加工，与端午民俗活动结合在一起，形成中华民族独特的一种节日习俗。
端午节的主要活动包括纪念历史人物、划龙舟、吃粽子、贴端午符剪纸、挂艾草菖蒲、佩戴香包等避邪物及以兰汤沐浴等，此外还有斗草、击球、射柳等游戏。在这些活动中产生了一些相关的器具、制品及食品，其中以龙舟、粽子、五毒图、艾草菖蒲、钟馗画、张天师画、屈原像等最为常见。
随着社会的进步，端午节逐渐发展成为内容丰富的传统节日，获得了极强的生命力。在民间习俗史等方面的研究中具有重要的参考价值。如端午节中的划龙舟、吃粽子习俗很好地保留至今并获得健康发展。有鉴于此，应对端午节的其他文化表现形式加以科学引导，使广大人民群众的节日文化活动变得更加丰富多彩。
五常龙舟胜会是浙江省杭州市余杭区五常街道在每年端午节举行的一项大型民俗活动，流传至今已有五百多年的历史。清代乾隆皇帝巡视江南时看到当地赶集一样的龙船竞渡景象，欣然称之为“龙舟胜会”，这一名目就此传播开来，沿用至今。
每逢端午节，五常家家户户挂百草、吃“五黄”，自发组织龙舟胜会。五常龙舟胜会的特点是竞技巧、闹龙舟，重点突出一个“划”字，并不刻意强调以速度取胜。五常龙舟按装饰可分为满天幛、半天幛和赤膊龙船几种，满天幛、半天幛龙船属于观赏性龙船。赤膊龙船最多，它不装饰，只在船头竖一个龙头，下面用黏泥固定。端午节中午12点至下午3点，上百只来自十里八乡的各色龙舟在五常浜口汇集，四五百米长的一段河道上，锣鼓激扬，浪花四溅，各船划来窜往，你挤我拥，熙熙攘攘，惊险热闹。与此同时，岸边人山人海，万头攒动，呐喊声、喝彩声与水上此起彼伏的号子声遥相呼应，场面十分壮观。
龙舟胜会前后，五常当地还有“请龙王”、“谢龙王”、“喝龙船酒”等传统的民俗活动。端午日划完龙船“谢龙王”后，每个村老少齐聚一堂喝龙船酒并犒劳划手，显得热闹非凡。
五常龙舟胜会是江南水乡独特的民俗节庆活动，具有广泛的群众性和民间传承性，体现出很强的文化凝聚力。随着时代的演进，五常当地的社会生活发生了很大改变，村民们分散到各个农居点居住，很难聚集到一起。在此情势下，包括龙舟胜会在内的各种民俗仪式日趋简化，不断失去原来的特色，急需加强保护措施，防止古老的节日民俗逐渐失传。",[],[]
端午节（安海嗦啰嗹习俗）,民俗,福建省晋江市,https://www.ihchina.cn/project_details/14919.html,"农历五月初五的端午节是中国传统节日，又名“重午”、“端五”、“蒲节”等。“端”有“初”的意思，故“初五”称为“端五”。夏历（农历）正月建寅，按地支顺序，五月恰为午月，加上古人常将五日称作“午日”，因而“端五”又称“重午”。端午节习俗遍布全国各地，主要流行于广大汉族地区，壮、布依、侗、土家、仡佬等少数民族也有过端午节的习俗。
端午节的起源有许多传说，如纪念屈原投江、五月五日的毒日禁忌、越王勾践训练水师、纪念伍子胥投钱塘江、曹娥救父等等，这些说法经过历代加工，与端午民俗活动结合在一起，形成中华民族独特的一种节日习俗。
端午节的主要活动包括纪念历史人物、划龙舟、吃粽子、贴端午符剪纸、挂艾草菖蒲、佩戴香包等避邪物及以兰汤沐浴等，此外还有斗草、击球、射柳等游戏。在这些活动中产生了一些相关的器具、制品及食品，其中以龙舟、粽子、五毒图、艾草菖蒲、钟馗画、张天师画、屈原像等最为常见。
随着社会的进步，端午节逐渐发展成为内容丰富的传统节日，获得了极强的生命力。在民间习俗史等方面的研究中具有重要的参考价值。如端午节中的划龙舟、吃粽子习俗很好地保留至今并获得健康发展。有鉴于此，应对端午节的其他文化表现形式加以科学引导，使广大人民群众的节日文化活动变得更加丰富多彩。
“嗦啰”又名“采莲”，是福建省晋江市安海镇人民祛病弭祸、祈求安康的一种民俗活动。“嗦啰嗹”安海源于中原地区的古老民俗，清初已十分盛行。清代中晚期，这一活动与中华民族的龙图腾崇拜紧密结合在一起，时间则改为每年的五月初五。现今“嗦啰嗹”在安海镇保留得十分完整，仍在民俗生活中发挥着重要作用。
“嗦啰”举行时，人们抬出供奉的龙王头雕像，焚香叩拜，走街串巷。整个队伍以头戴清兵笠、手撑长杆艾旗的醉步汉子为前导，敲锣鼓、奏管弦的队伍两旁是肩挑生猪脚、草鞋和尿壶酒，手打破锣的“铺兵”及头包乌布、身着红衣红裤、手提鲜花篮、脚穿绣花鞋的男扮花婆。每到一家，旗手如醉似癫地冲入厅堂，挥动艾旗在梁间拂扫，高诵“龙神采莲来，兴旺大发财”等祝祷辞。男扮花婆走科步与旗手对舞一番后，向户主馈送鲜花，表示龙王神留下福禄吉祥，户主接过鲜花即回赠红包答谢。除此以外，这一天安海小镇的人家还要举行“煎饦补天”、结粽、门插松艾等活动。
“嗦啰”习俗对活跃人民群众的文化生活、促进海峡两岸的文化交流具有积极的现实意义。随着现代化步伐的加快，这一民俗赖以生存的社会基础发生了巨大变革，一些颇有造诣的民间艺人因年迈退出活动，“嗦啰嗹”习俗后继乏人，亟待保护。",[],[]
端午节（五大连池药泉会）,民俗,黑龙江省黑河市,https://www.ihchina.cn/project_details/14920.html,"五大连池药泉会又称“圣水节”，是黑龙江省五大连池地区达斡尔、鄂伦春、蒙古、满、汉等民族群众在药泉举行的具有浓郁地方特色的端午节庆民俗活动。二百多年前，达斡尔族猎人在五大连池药泉山下发现了能祛病健身的药泉，由此产生“药泉”等地名。此后，每年在端午节前后各族民众在药泉聚会敬神祈福，相沿成习，传承至今。集会的中心在五大连池镇（药泉镇）的南北药泉、药泉山及药泉河。
主要民俗活动有：农历五月初四清晨祭敖包；傍晚在药泉边点燃篝火载歌载舞；初四子夜、初五凌晨时分抢“子夜水”。初五凌晨踏青，折柳采蒿，露水洗脸；“抹黑祈福”；民间技艺表演；举行“射猎饮泉”象征仪式；晚上在药泉湖边举行“泉湖灯会”。初六晨民众在二龙眼泉边“洗眼明目”，上午举行祈福的“钟灵庙会”；在三池子南岸举行“黑龙庙会”；“弃石祛病”，祈求平安。
五大连池药泉会（圣水节）存续着黑龙江边疆地区各民族和谐共处、欢度端午的优良传统，具有重要的民族学、民俗学、社会学价值。对于增强民族团结、维护祖国边疆稳定亦有重大意义。",[],[]
端午节（嘉兴端午习俗）,民俗,浙江省嘉兴市,https://www.ihchina.cn/project_details/14921.html,"嘉兴端午是传统节日的一项重要民俗活动，发端于纪念春秋末期我国名将伍子胥。嘉兴百姓有“五月五日，时迎伍君”的说法，因此都要举行祭祀伍子胥等活动。明代以来，地方志记载延续不断。
节庆隆重，习俗多样，形成嘉兴端午独具的特色。主要活动有：规模盛大的伍子胥祭祀；在南湖上举行龙舟竞渡和摇快船竞技；除民间裹粽子外，还有挂菖蒲艾叶、燃熏苍术白芷、佩香袋、吃“五黄”（黄瓜、黄鱼、黄鳝、黄泥蛋即咸鸭蛋、雄黄酒）、吃“五白”（白干、白鳌、白菜、白切肉、白斩鸡）、吃煨蛋等民间习俗。
其独特的江南水乡传统节日活动，传承着源远流长的太湖流域民间端午习俗传统，有重要的历史学、民俗学价值。",[],[]
