项目名称,项目类别,申报地区或单位,详情链接
黄帝祭典（缙云轩辕祭典）,民俗,浙江省缙云县,https://www.ihchina.cn/project_details/14977.html
炎帝陵祭典,民俗,湖南省炎陵县,https://www.ihchina.cn/project_details/14978.html
炎帝祭典,民俗,陕西省宝鸡市,https://www.ihchina.cn/project_details/14979.html
炎帝祭典（随州神农祭典）,民俗,湖北省随州市,https://www.ihchina.cn/project_details/14980.html
成吉思汗祭典,民俗,内蒙古自治区鄂尔多斯市,https://www.ihchina.cn/project_details/14981.html
祭孔大典,民俗,山东省曲阜市,https://www.ihchina.cn/project_details/14982.html
祭孔大典（南孔祭典）,民俗,浙江省衢州市,https://www.ihchina.cn/project_details/14983.html
妈祖祭典,民俗,福建省莆田市,https://www.ihchina.cn/project_details/14984.html
妈祖祭典,民俗,中华妈祖文化交流协会,https://www.ihchina.cn/project_details/14985.html
妈祖祭典（天津皇会）,民俗,天津市民俗博物馆,https://www.ihchina.cn/project_details/14986.html
妈祖祭典（洞头妈祖祭典）,民俗,浙江省洞头县,https://www.ihchina.cn/project_details/14987.html
妈祖祭典（葛沽宝辇会）,民俗,天津市津南区,https://www.ihchina.cn/project_details/14988.html
妈祖祭典（海口天后祀奉）,民俗,海南省海口市,https://www.ihchina.cn/project_details/14989.html
妈祖祭典（澳门妈祖信俗）,民俗,澳门特别行政区,https://www.ihchina.cn/project_details/14990.html
妈祖祭典（香港天后诞）,民俗,香港特别行政区,https://www.ihchina.cn/project_details/23864.html
太昊伏羲祭典　 ,民俗,河南省淮阳县,https://www.ihchina.cn/project_details/14991.html
太昊伏羲祭典　 ,民俗,甘肃省天水市,https://www.ihchina.cn/project_details/14992.html
太昊伏羲祭典（新乐伏羲祭典）,民俗,河北省新乐市,https://www.ihchina.cn/project_details/14993.html
女娲祭典,民俗,河北省涉县,https://www.ihchina.cn/project_details/14994.html
女娲祭典（秦安女娲祭典）,民俗,甘肃省秦安县,https://www.ihchina.cn/project_details/14995.html
大禹祭典,民俗,浙江省绍兴市,https://www.ihchina.cn/project_details/14996.html
祭敖包,民俗,内蒙古自治区锡林郭勒盟,https://www.ihchina.cn/project_details/14997.html
祭敖包（达斡尔族沃其贝）,民俗,新疆维吾尔自治区塔城市,https://www.ihchina.cn/project_details/14998.html
白族绕三灵,民俗,云南省大理白族自治州,https://www.ihchina.cn/project_details/14999.html
厂甸庙会,民俗,北京市宣武区,https://www.ihchina.cn/project_details/15000.html
热贡六月会,民俗,青海省同仁县,https://www.ihchina.cn/project_details/15001.html
小榄菊花会,民俗,广东省中山市,https://www.ihchina.cn/project_details/15002.html
瑶族耍歌堂,民俗,广东省清远市,https://www.ihchina.cn/project_details/15003.html
壮族歌圩 ,民俗,广西壮族自治区南宁市,https://www.ihchina.cn/project_details/15004.html
苗族系列坡会群,民俗,广西壮族自治区融水苗族自治县,https://www.ihchina.cn/project_details/15005.html
那达慕,民俗,内蒙古自治区锡林郭勒盟,https://www.ihchina.cn/project_details/15006.html
那达慕,民俗,青海省海西蒙古族藏族自治州,https://www.ihchina.cn/project_details/15007.html
那达慕,民俗,新疆维吾尔自治区和静县,https://www.ihchina.cn/project_details/15008.html
维吾尔刀郎麦西热甫,民俗,新疆维吾尔自治区麦盖提县,https://www.ihchina.cn/project_details/15009.html
新疆维吾尔族麦西热甫（新疆维吾尔刀郎麦西热甫）,民俗,新疆维吾尔自治区阿瓦提县,https://www.ihchina.cn/project_details/15013.html
新疆维吾尔族麦西热甫（维吾尔族却日库木麦西热甫）,民俗,新疆维吾尔自治区阿克苏市,https://www.ihchina.cn/project_details/15012.html
新疆维吾尔族麦西热甫（维吾尔族塔合麦西热甫）,民俗,新疆维吾尔自治区木垒哈萨克自治县,https://www.ihchina.cn/project_details/15011.html
新疆维吾尔族麦西热甫（维吾尔族阔克麦西热甫）,民俗,新疆维吾尔自治区哈密市,https://www.ihchina.cn/project_details/15010.html
秦淮灯会,民俗,江苏省南京市,https://www.ihchina.cn/project_details/15014.html
秀山花灯,民俗,重庆市秀山土家族苗族自治县,https://www.ihchina.cn/project_details/15015.html
全丰花灯,民俗,江西省修水县,https://www.ihchina.cn/project_details/15016.html
泰山石敢当习俗,民俗,山东省泰安市,https://www.ihchina.cn/project_details/15017.html
民间社火,民俗,山西省潞城县,https://www.ihchina.cn/project_details/15018.html
民间社火,民俗,陕西省宝鸡市,https://www.ihchina.cn/project_details/15019.html
民间社火（桃林坪花脸社火）,民俗,河北省井陉县,https://www.ihchina.cn/project_details/15020.html
民间社火（永年抬花桌）,民俗,河北省永年县,https://www.ihchina.cn/project_details/15021.html
民间社火（本溪社火）,民俗,辽宁省本溪满族自治县,https://www.ihchina.cn/project_details/15022.html
民间社火（义县社火）,民俗,辽宁省义县,https://www.ihchina.cn/project_details/15023.html
民间社火（朝阳社火）,民俗,辽宁省朝阳县,https://www.ihchina.cn/project_details/15024.html
民间社火（浚县民间社火）,民俗,河南省浚县,https://www.ihchina.cn/project_details/15025.html
民间社火（洋县悬台社火）,民俗,陕西省洋县,https://www.ihchina.cn/project_details/15026.html
民间社火（南庄无根架火）,民俗,山西省晋中市榆次区,https://www.ihchina.cn/project_details/15027.html
民间社火（高要春社）,民俗,广东省肇庆市高要区,https://www.ihchina.cn/project_details/23865.html
民间社火（新疆社火）,民俗,新疆维吾尔自治区昌吉回族自治州,https://www.ihchina.cn/project_details/23866.html
鄂尔多斯婚礼,民俗,内蒙古自治区鄂尔多斯市,https://www.ihchina.cn/project_details/15028.html
蒙古族婚礼（阿日奔苏木婚礼）,民俗,内蒙古自治区阿鲁科尔沁旗,https://www.ihchina.cn/project_details/15029.html
蒙古族婚礼（乌珠穆沁婚礼）,民俗,内蒙古自治区西乌珠穆沁旗,https://www.ihchina.cn/project_details/15030.html
蒙古族婚礼（蒙古族婚俗）,民俗,吉林省前郭尔罗斯蒙古族自治县,https://www.ihchina.cn/project_details/15031.html
土族婚礼,民俗,青海省互助土族自治县,https://www.ihchina.cn/project_details/15032.html
撒拉族婚礼,民俗,青海省循化撒拉族自治县,https://www.ihchina.cn/project_details/15033.html
马街书会,民俗,河南省宝丰县,https://www.ihchina.cn/project_details/15034.html
胡集书会,民俗,山东省惠民县,https://www.ihchina.cn/project_details/15035.html
安国药市,民俗,河北省安国市,https://www.ihchina.cn/project_details/15036.html
药市习俗（樟树药俗）,民俗,江西省樟树市,https://www.ihchina.cn/project_details/15037.html
药市习俗（百泉药会）,民俗,河南省辉县市,https://www.ihchina.cn/project_details/15038.html
药市习俗（禹州药会）,民俗,河南省禹州市,https://www.ihchina.cn/project_details/15039.html
壮族铜鼓习俗,民俗,广西壮族自治区河池市,https://www.ihchina.cn/project_details/15040.html
楹联习俗,民俗,中国楹联学会,https://www.ihchina.cn/project_details/15041.html
苏州甪直水乡妇女服饰,民俗,江苏省苏州市,https://www.ihchina.cn/project_details/15042.html
惠安女服饰,民俗,福建省惠安县,https://www.ihchina.cn/project_details/15043.html
苗族服饰（昌宁苗族服饰）,民俗,云南省保山市,https://www.ihchina.cn/project_details/15044.html
苗族服饰,民俗,湖南省湘西土家族苗族自治州,https://www.ihchina.cn/project_details/15045.html
苗族服饰,民俗,贵州省桐梓县,https://www.ihchina.cn/project_details/15047.html
苗族服饰,民俗,贵州省安顺市西秀区,https://www.ihchina.cn/project_details/15048.html
苗族服饰,民俗,贵州省关岭布依族苗族自治县,https://www.ihchina.cn/project_details/15049.html
苗族服饰,民俗,贵州省纳雍县,https://www.ihchina.cn/project_details/15050.html
苗族服饰,民俗,贵州省剑河县,https://www.ihchina.cn/project_details/15051.html
苗族服饰,民俗,贵州省台江县,https://www.ihchina.cn/project_details/15052.html
苗族服饰,民俗,贵州省榕江县,https://www.ihchina.cn/project_details/15053.html
苗族服饰,民俗,贵州省六盘水市六枝特区,https://www.ihchina.cn/project_details/15046.html
苗族服饰,民俗,贵州省丹寨县,https://www.ihchina.cn/project_details/15054.html
回族服饰,民俗,宁夏回族自治区,https://www.ihchina.cn/project_details/15055.html
瑶族服饰,民俗,广西壮族自治区南丹县,https://www.ihchina.cn/project_details/15057.html
瑶族服饰,民俗,广西壮族自治区贺州市,https://www.ihchina.cn/project_details/15056.html
瑶族服饰,民俗,广西壮族自治区龙胜各族自治县,https://www.ihchina.cn/project_details/15058.html
农历二十四节气,民俗,中国农业博物馆,https://www.ihchina.cn/project_details/15059.html
农历二十四节气（九华立春祭）,民俗,浙江省衢州市柯城区,https://www.ihchina.cn/project_details/15060.html
农历二十四节气（班春劝农）,民俗,浙江省遂昌县,https://www.ihchina.cn/project_details/15061.html
农历二十四节气（石阡说春）,民俗,贵州省石阡县,https://www.ihchina.cn/project_details/15062.html
农历二十四节气（三门祭冬）,民俗,浙江省三门县,https://www.ihchina.cn/project_details/15063.html
农历二十四节气（安仁赶分社） ,民俗,湖南省安仁县,https://www.ihchina.cn/project_details/15064.html
农历二十四节气（苗族赶秋）,民俗,湖南省花垣县,https://www.ihchina.cn/project_details/15065.html
农历二十四节气（壮族霜降节） ,民俗,广西壮族自治区天等县,https://www.ihchina.cn/project_details/15066.html
农历二十四节气（半山立夏习俗）,民俗,浙江省杭州市拱墅区,https://www.ihchina.cn/project_details/23867.html
农历二十四节气（送大暑船）,民俗,浙江省台州市椒江区,https://www.ihchina.cn/project_details/23868.html
农历二十四节气（梅源芒种开犁节）,民俗,浙江省丽水市云和县,https://www.ihchina.cn/project_details/23869.html
农历二十四节气（内乡打春牛习俗）,民俗,河南省南阳市内乡县,https://www.ihchina.cn/project_details/23870.html
女书习俗,民俗,湖南省江永县,https://www.ihchina.cn/project_details/15067.html
水书习俗,民俗,贵州省黔南布依族苗族自治州,https://www.ihchina.cn/project_details/15068.html
元宵节,民俗,文化部,https://www.ihchina.cn/project_details/15069.html
元宵节（敛巧饭习俗）,民俗,北京市怀柔区,https://www.ihchina.cn/project_details/15070.html
元宵节（九曲黄河阵灯俗）,民俗,北京市密云县,https://www.ihchina.cn/project_details/15071.html
元宵节（柳林盘子会）,民俗,山西省柳林县,https://www.ihchina.cn/project_details/15073.html
元宵节（蔚县拜灯山习俗）,民俗,河北省蔚县,https://www.ihchina.cn/project_details/15072.html
元宵节（马尾-马祖元宵节俗）,民俗,福建省福州市马尾区,https://www.ihchina.cn/project_details/15074.html
元宵节（泉州闹元宵习俗）,民俗,福建省泉州市,https://www.ihchina.cn/project_details/15076.html
元宵节（闽台东石灯俗）,民俗,福建省晋江市,https://www.ihchina.cn/project_details/15077.html
元宵节（枫亭元宵游灯习俗）,民俗,福建省仙游县,https://www.ihchina.cn/project_details/15075.html
元宵节（闽西客家元宵节庆）,民俗,福建省连城县,https://www.ihchina.cn/project_details/15078.html
元宵节（永昌县卍字灯俗）,民俗,甘肃省永昌县,https://www.ihchina.cn/project_details/15079.html
元宵节（九曲黄河灯俗）,民俗,青海省乐都县,https://www.ihchina.cn/project_details/15080.html
元宵节（豫园灯会）,民俗,上海市黄浦区,https://www.ihchina.cn/project_details/15081.html
元宵节（上坂关公灯）,民俗,江西省南昌市湾里区,https://www.ihchina.cn/project_details/15082.html
元宵节（千军台庄户幡会）,民俗,北京市门头沟区,https://www.ihchina.cn/project_details/15083.html
元宵节（抡花）,民俗,河北省滦平县,https://www.ihchina.cn/project_details/15084.html
元宵节（河上龙灯胜会） ,民俗,浙江省杭州市萧山区,https://www.ihchina.cn/project_details/15085.html
元宵节（前童元宵行会）,民俗,浙江省宁海县,https://www.ihchina.cn/project_details/15086.html
元宵节（淄博花灯会） ,民俗,山东省淄博市张店区,https://www.ihchina.cn/project_details/15087.html
元宵节（彬县灯山会） ,民俗,陕西省彬县,https://www.ihchina.cn/project_details/15088.html
元宵节（辽西朱碌科黄河阵）,民俗,辽宁省朝阳市,https://www.ihchina.cn/project_details/23871.html
元宵节（瑷珲上元节）,民俗,黑龙江省黑河市爱辉区,https://www.ihchina.cn/project_details/23872.html
元宵节（赣南客家唱船习俗）,民俗,江西省赣州市南康区,https://www.ihchina.cn/project_details/23873.html
元宵节（百节龙习俗）,民俗,湖北省鄂州市,https://www.ihchina.cn/project_details/23874.html
元宵节（德江炸龙习俗）,民俗,贵州省铜仁市德江县,https://www.ihchina.cn/project_details/23875.html
元宵节（苗族舞龙嘘花习俗）,民俗,贵州省黔东南苗族侗族自治州台江县,https://www.ihchina.cn/project_details/23876.html
元宵节（东山转灯）,民俗,甘肃省甘南藏族自治州舟曲县,https://www.ihchina.cn/project_details/23877.html
渔民开洋、谢洋节,民俗,浙江省象山县,https://www.ihchina.cn/project_details/15089.html
渔民开洋、谢洋节,民俗,浙江省岱山县,https://www.ihchina.cn/project_details/15090.html
渔民开洋、谢洋节,民俗,山东省荣成市,https://www.ihchina.cn/project_details/15092.html
渔民开洋、谢洋节,民俗,山东省日照市,https://www.ihchina.cn/project_details/15093.html
渔民开洋、谢洋节,民俗,山东省即墨市,https://www.ihchina.cn/project_details/15091.html
畲族三月三,民俗,浙江省景宁畲族自治县,https://www.ihchina.cn/project_details/15094.html
宾阳炮龙节,民俗,广西壮族自治区宾阳县,https://www.ihchina.cn/project_details/15095.html
苗族独木龙舟节,民俗,贵州省台江县,https://www.ihchina.cn/project_details/15096.html
苗族跳花节,民俗,贵州省安顺市,https://www.ihchina.cn/project_details/15097.html
苗族四月八姑娘节,民俗,湖南省绥宁县,https://www.ihchina.cn/project_details/15098.html
苗族四月八,民俗,湖南省吉首市,https://www.ihchina.cn/project_details/15099.html
德昂族浇花节,民俗,云南省德宏傣族景颇族自治州,https://www.ihchina.cn/project_details/15100.html
江孜达玛节,民俗,西藏自治区江孜县,https://www.ihchina.cn/project_details/15101.html
塔塔尔族撒班节,民俗,新疆维吾尔自治区塔城地区,https://www.ihchina.cn/project_details/15102.html
塔塔尔族撒班节,民俗,新疆维吾尔自治区奇台县,https://www.ihchina.cn/project_details/15103.html
灯会（苇子灯阵）,民俗,河北省邯郸市,https://www.ihchina.cn/project_details/15104.html
灯会（胜芳灯会）,民俗,河北省霸州市,https://www.ihchina.cn/project_details/15105.html
灯会（河曲河灯会）,民俗,山西省河曲县,https://www.ihchina.cn/project_details/15106.html
灯会（肥东洋蛇灯）,民俗,安徽省肥东县,https://www.ihchina.cn/project_details/15107.html
灯会（南安英都拔拔灯）,民俗,福建省南安市,https://www.ihchina.cn/project_details/15108.html
灯会（石城灯会）,民俗,江西省石城县,https://www.ihchina.cn/project_details/15109.html
灯会（渔灯节）,民俗,山东省烟台市,https://www.ihchina.cn/project_details/15110.html
灯会（泮村灯会）,民俗,广东省开平市,https://www.ihchina.cn/project_details/15111.html
灯会（自贡灯会）,民俗,四川省自贡市,https://www.ihchina.cn/project_details/15112.html
灯会（潜江灯会）,民俗,湖北省潜江市,https://www.ihchina.cn/project_details/23878.html
羌年,民俗,四川省茂县,https://www.ihchina.cn/project_details/15116.html
羌年,民俗,四川省汶川县,https://www.ihchina.cn/project_details/15114.html
羌年,民俗,四川省理县,https://www.ihchina.cn/project_details/15115.html
羌年,民俗,四川省北川羌族自治县,https://www.ihchina.cn/project_details/15113.html
苗年,民俗,贵州省丹寨县,https://www.ihchina.cn/project_details/15118.html
苗年,民俗,贵州省雷山县,https://www.ihchina.cn/project_details/15117.html
庙会（妙峰山庙会）,民俗,北京市门头沟区,https://www.ihchina.cn/project_details/15119.html
庙会（东岳庙庙会）,民俗,北京市朝阳区,https://www.ihchina.cn/project_details/15121.html
庙会（晋祠庙会）,民俗,山西省太原市晋源区,https://www.ihchina.cn/project_details/15120.html
庙会（上海龙华庙会）,民俗,上海市徐汇区,https://www.ihchina.cn/project_details/15122.html
庙会（赶茶场）,民俗,浙江省磐安县,https://www.ihchina.cn/project_details/15123.html
庙会（泰山东岳庙会）,民俗,山东省泰安市,https://www.ihchina.cn/project_details/15124.html
庙会（武当山庙会）,民俗,湖北省十堰市,https://www.ihchina.cn/project_details/15125.html
庙会（火宫殿庙会）,民俗,湖南省长沙市,https://www.ihchina.cn/project_details/15126.html
庙会（佛山祖庙庙会）,民俗,广东省佛山市,https://www.ihchina.cn/project_details/15127.html
庙会（药王山庙会）,民俗,陕西省铜川市,https://www.ihchina.cn/project_details/15128.html
庙会（北山庙会）,民俗,吉林省吉林市,https://www.ihchina.cn/project_details/15129.html
庙会（张山寨七七会）,民俗,浙江省缙云县,https://www.ihchina.cn/project_details/15131.html
庙会（方岩庙会）,民俗,浙江省永康市,https://www.ihchina.cn/project_details/15130.html
庙会（九华山庙会）,民俗,安徽省池州市九华山风景区,https://www.ihchina.cn/project_details/15132.html
庙会（西山万寿宫庙会）,民俗,江西省新建县,https://www.ihchina.cn/project_details/15133.html
庙会（汉阳归元庙会）,民俗,湖北省武汉市汉阳区,https://www.ihchina.cn/project_details/15134.html
庙会（当阳关陵庙会）,民俗,湖北省当阳市,https://www.ihchina.cn/project_details/15135.html
庙会（蒲县朝山会）,民俗,山西省蒲县,https://www.ihchina.cn/project_details/15136.html
庙会（泰伯庙会） ,民俗,江苏省无锡市,https://www.ihchina.cn/project_details/15137.html
庙会（苏州轧神仙庙会）,民俗,江苏省苏州市姑苏区,https://www.ihchina.cn/project_details/15138.html
庙会（金村庙会）,民俗,江苏省张家港市,https://www.ihchina.cn/project_details/15139.html
庙会（浚县正月古庙会） ,民俗,河南省浚县,https://www.ihchina.cn/project_details/15140.html
庙会（宝顶架香庙会） ,民俗,重庆市大足区,https://www.ihchina.cn/project_details/15141.html
庙会（丰都庙会）,民俗,重庆市丰都县,https://www.ihchina.cn/project_details/15142.html
庙会（丫髻山庙会）,民俗,北京市平谷区,https://www.ihchina.cn/project_details/23879.html
庙会（天成观庙会）,民俗,辽宁省朝阳市,https://www.ihchina.cn/project_details/23880.html
庙会（圣堂庙会）,民俗,江苏省苏州市相城区,https://www.ihchina.cn/project_details/23881.html
庙会（绍兴舜王庙会）,民俗,浙江省绍兴市,https://www.ihchina.cn/project_details/23882.html
庙会（商丘火神台庙会）,民俗,河南省商丘市睢阳区,https://www.ihchina.cn/project_details/23883.html
庙会（南岳庙会）,民俗,湖南省衡阳市南岳区,https://www.ihchina.cn/project_details/23884.html
庙会（茶园游会）,民俗,广东省东莞市,https://www.ihchina.cn/project_details/23885.html
庙会（贵德六月庙会）,民俗,青海省海南藏族自治州贵德县,https://www.ihchina.cn/project_details/23886.html
民间信俗（千童信子节）,民俗,河北省盐山县,https://www.ihchina.cn/project_details/15143.html
民间信俗（关公信俗）,民俗,山西省运城市,https://www.ihchina.cn/project_details/15144.html
民间信俗（关公信俗）,民俗,河南省洛阳市,https://www.ihchina.cn/project_details/15151.html
民间信俗（石浦-富岗如意信俗）,民俗,浙江省象山县,https://www.ihchina.cn/project_details/15145.html
民间信俗（汤和信俗）,民俗,浙江省温州市龙湾区,https://www.ihchina.cn/project_details/15146.html
民间信俗（保生大帝信俗）,民俗,福建省厦门市海沧区,https://www.ihchina.cn/project_details/15148.html
民间信俗（保生大帝信俗）,民俗,福建省龙海市,https://www.ihchina.cn/project_details/15149.html
民间信俗（陈靖姑信俗）,民俗,福建省古田县,https://www.ihchina.cn/project_details/15150.html
民间信俗（陈靖姑信俗）,民俗,福建省福州市仓山区,https://www.ihchina.cn/project_details/15147.html
民间信俗（西王母信俗）,民俗,甘肃省泾川县,https://www.ihchina.cn/project_details/15152.html
民间信俗（梅日更召信俗）,民俗,内蒙古自治区包头市九原区,https://www.ihchina.cn/project_details/15153.html
民间信俗（锡伯族喜利妈妈信俗）,民俗,辽宁省沈阳市,https://www.ihchina.cn/project_details/15154.html
民间信俗（闽台送王船）,民俗,福建省厦门市,https://www.ihchina.cn/project_details/15155.html
民间信俗（清水祖师信俗）,民俗,福建省安溪县,https://www.ihchina.cn/project_details/15156.html
民间信俗（嫘祖信俗）,民俗,湖北省远安县,https://www.ihchina.cn/project_details/15157.html
民间信俗（波罗诞）,民俗,广东省广州市黄埔区,https://www.ihchina.cn/project_details/15158.html
民间信俗（悦城龙母诞）,民俗,广东省德庆县,https://www.ihchina.cn/project_details/15159.html
民间信俗（长洲太平清醮）,民俗,香港特别行政区,https://www.ihchina.cn/project_details/15160.html
民间信俗（鱼行醉龙节）,民俗,澳门特别行政区,https://www.ihchina.cn/project_details/15161.html
民间信俗（孝子祭）,民俗,浙江省富阳市,https://www.ihchina.cn/project_details/15162.html
