项目名称,项目类别,申报地区或单位,详情链接
大平调,传统戏剧,山东省成武县,https://www.ihchina.cn/project_details/13195.html
大平调,传统戏剧,河南省浚县,https://www.ihchina.cn/project_details/13196.html
越调,传统戏剧,河南省周口市,https://www.ihchina.cn/project_details/13197.html
越调,传统戏剧,河南省许昌市,https://www.ihchina.cn/project_details/13198.html
越调,传统戏剧,河南省邓州市,https://www.ihchina.cn/project_details/13199.html
越调 ,传统戏剧,湖北省谷城县 ,https://www.ihchina.cn/project_details/13200.html
京剧,传统戏剧,北京市,https://www.ihchina.cn/project_details/13201.html
京剧,传统戏剧,天津市,https://www.ihchina.cn/project_details/13203.html
京剧,传统戏剧,辽宁省,https://www.ihchina.cn/project_details/13204.html
京剧,传统戏剧,上海市,https://www.ihchina.cn/project_details/13205.html
京剧,传统戏剧,山东省,https://www.ihchina.cn/project_details/13206.html
京剧,传统戏剧,中国国家京剧院,https://www.ihchina.cn/project_details/13202.html
京剧,传统戏剧,湖北省京剧院,https://www.ihchina.cn/project_details/13207.html
京剧,传统戏剧,江苏省演艺集团,https://www.ihchina.cn/project_details/13208.html
京剧,传统戏剧,江苏省淮安市,https://www.ihchina.cn/project_details/13209.html
徽剧,传统戏剧,安徽省,https://www.ihchina.cn/project_details/13210.html
徽剧,传统戏剧,安徽省黄山市,https://www.ihchina.cn/project_details/13211.html
徽剧,传统戏剧,江西省婺源县,https://www.ihchina.cn/project_details/13212.html
汉剧,传统戏剧,湖北省武汉市,https://www.ihchina.cn/project_details/13213.html
汉调二簧,传统戏剧,陕西省安康市,https://www.ihchina.cn/project_details/13214.html
汉调二簧,传统戏剧,湖北省竹溪县,https://www.ihchina.cn/project_details/13215.html
泰宁梅林戏,传统戏剧,福建省泰宁县,https://www.ihchina.cn/project_details/13216.html
闽西汉剧,传统戏剧,福建省龙岩市,https://www.ihchina.cn/project_details/13217.html
巴陵戏,传统戏剧,湖南省岳阳市,https://www.ihchina.cn/project_details/13218.html
荆河戏,传统戏剧,湖南省澧县,https://www.ihchina.cn/project_details/13219.html
荆河戏,传统戏剧,湖北省荆州市,https://www.ihchina.cn/project_details/13220.html
粤剧,传统戏剧,广东省文化厅,https://www.ihchina.cn/project_details/13222.html
粤剧,传统戏剧,广东省广州市,https://www.ihchina.cn/project_details/13221.html
粤剧,传统戏剧,广东省佛山市,https://www.ihchina.cn/project_details/13223.html
粤剧,传统戏剧,香港特别行政区民政事务局,https://www.ihchina.cn/project_details/13224.html
粤剧,传统戏剧,澳门特别行政区文化局,https://www.ihchina.cn/project_details/13225.html
粤剧 ,传统戏剧,广东省吴川市,https://www.ihchina.cn/project_details/13226.html
粤剧 ,传统戏剧,广西壮族自治区南宁市 ,https://www.ihchina.cn/project_details/13227.html
桂剧,传统戏剧,广西壮族自治区,https://www.ihchina.cn/project_details/13228.html
宜黄戏,传统戏剧,江西省宜黄县,https://www.ihchina.cn/project_details/13229.html
乱弹,传统戏剧,浙江省台州市,https://www.ihchina.cn/project_details/13231.html
乱弹,传统戏剧,浙江省浦江县,https://www.ihchina.cn/project_details/13230.html
乱弹（威县乱弹）,传统戏剧,河北省威县,https://www.ihchina.cn/project_details/13232.html
乱弹（诸暨西路乱弹）,传统戏剧,浙江省诸暨市,https://www.ihchina.cn/project_details/13233.html
乱弹（南岩乱弹） ,传统戏剧,河北省高邑县 ,https://www.ihchina.cn/project_details/13234.html
石家庄丝弦,传统戏剧,河北省石家庄市,https://www.ihchina.cn/project_details/13235.html
雁北耍孩儿,传统戏剧,山西省大同市,https://www.ihchina.cn/project_details/13236.html
灵丘罗罗腔,传统戏剧,山西省灵丘县,https://www.ihchina.cn/project_details/13237.html
柳子戏,传统戏剧,山东省,https://www.ihchina.cn/project_details/13238.html
柳子戏,传统戏剧,河南省清丰县,https://www.ihchina.cn/project_details/13239.html
大弦戏,传统戏剧,河南省滑县,https://www.ihchina.cn/project_details/13240.html
大弦戏,传统戏剧,河南省濮阳县,https://www.ihchina.cn/project_details/13241.html
大弦戏,传统戏剧,山东省菏泽市,https://www.ihchina.cn/project_details/13242.html
闽剧,传统戏剧,福建省福州市,https://www.ihchina.cn/project_details/13243.html
寿宁北路戏,传统戏剧,福建省寿宁县,https://www.ihchina.cn/project_details/13244.html
西秦戏,传统戏剧,广东省海丰县,https://www.ihchina.cn/project_details/13245.html
高甲戏,传统戏剧,福建省泉州市,https://www.ihchina.cn/project_details/13247.html
高甲戏,传统戏剧,福建省厦门市,https://www.ihchina.cn/project_details/13246.html
高甲戏（柯派）,传统戏剧,福建省晋江市,https://www.ihchina.cn/project_details/13248.html
碗碗腔（孝义碗碗腔）,传统戏剧,山西省孝义市,https://www.ihchina.cn/project_details/13249.html
碗碗腔（曲沃碗碗腔）,传统戏剧,山西省曲沃县,https://www.ihchina.cn/project_details/13250.html
碗碗腔（渭南碗碗腔）,传统戏剧,陕西省渭南市临渭区,https://www.ihchina.cn/project_details/23672.html
四平调,传统戏剧,河南省商丘市,https://www.ihchina.cn/project_details/13252.html
四平调,传统戏剧,河南省濮阳市,https://www.ihchina.cn/project_details/13251.html
四平调,传统戏剧,山东省金乡县,https://www.ihchina.cn/project_details/13253.html
四平调,传统戏剧,山东省成武县,https://www.ihchina.cn/project_details/13254.html
四平调 ,传统戏剧,安徽省砀山县 ,https://www.ihchina.cn/project_details/13255.html
评剧,传统戏剧,天津市宝坻区 ,https://www.ihchina.cn/project_details/13256.html
评剧,传统戏剧,河北省滦南县 ,https://www.ihchina.cn/project_details/13257.html
评剧,传统戏剧,辽宁省沈阳市,https://www.ihchina.cn/project_details/13258.html
评剧,传统戏剧,北京市中国评剧院,https://www.ihchina.cn/project_details/13260.html
评剧,传统戏剧,天津评剧院,https://www.ihchina.cn/project_details/13261.html
评剧,传统戏剧,河北省石家庄市,https://www.ihchina.cn/project_details/13262.html
评剧,传统戏剧,辽宁省沈阳市和平区,https://www.ihchina.cn/project_details/13263.html
评剧,传统戏剧,黑龙江省评剧院,https://www.ihchina.cn/project_details/13264.html
武安平调落子,传统戏剧,河北省武安市,https://www.ihchina.cn/project_details/13265.html
越剧,传统戏剧,上海市,https://www.ihchina.cn/project_details/13266.html
越剧,传统戏剧,浙江省,https://www.ihchina.cn/project_details/13267.html
越剧（尹派）,传统戏剧,福建省芳华越剧团,https://www.ihchina.cn/project_details/13268.html
沪剧,传统戏剧,上海市,https://www.ihchina.cn/project_details/13269.html
苏剧,传统戏剧,江苏省苏州市,https://www.ihchina.cn/project_details/13270.html
扬剧,传统戏剧,江苏省扬州市,https://www.ihchina.cn/project_details/13271.html
扬剧,传统戏剧,江苏省演艺集团扬剧团,https://www.ihchina.cn/project_details/13272.html
扬剧,传统戏剧,江苏省镇江市,https://www.ihchina.cn/project_details/13273.html
庐剧,传统戏剧,安徽省合肥市,https://www.ihchina.cn/project_details/13274.html
庐剧,传统戏剧,安徽省六安市,https://www.ihchina.cn/project_details/13275.html
庐剧（东路庐剧）,传统戏剧,安徽省和县,https://www.ihchina.cn/project_details/13276.html
楚剧,传统戏剧,湖北省,https://www.ihchina.cn/project_details/13277.html
楚剧 ,传统戏剧,湖北省孝感市 ,https://www.ihchina.cn/project_details/13278.html
荆州花鼓戏,传统戏剧,湖北省潜江市,https://www.ihchina.cn/project_details/13279.html
黄梅戏,传统戏剧,安徽省安庆市,https://www.ihchina.cn/project_details/13280.html
黄梅戏,传统戏剧,湖北省黄梅县,https://www.ihchina.cn/project_details/13281.html
黄梅戏,传统戏剧,安徽省黄梅戏剧院,https://www.ihchina.cn/project_details/13282.html
黄梅戏,传统戏剧,湖北省,https://www.ihchina.cn/project_details/23673.html
商洛花鼓,传统戏剧,陕西省商洛市,https://www.ihchina.cn/project_details/13283.html
泗州戏,传统戏剧,安徽省宿州市,https://www.ihchina.cn/project_details/13285.html
泗州戏,传统戏剧,安徽省蚌埠市,https://www.ihchina.cn/project_details/13284.html
泗州戏,传统戏剧,江苏省泗洪县,https://www.ihchina.cn/project_details/13286.html
柳琴戏,传统戏剧,山东省枣庄市,https://www.ihchina.cn/project_details/13287.html
柳琴戏,传统戏剧,江苏省徐州市,https://www.ihchina.cn/project_details/13288.html
柳琴戏,传统戏剧,山东省临沂市,https://www.ihchina.cn/project_details/13289.html
歌仔戏,传统戏剧,福建省漳州市,https://www.ihchina.cn/project_details/13291.html
歌仔戏,传统戏剧,福建省厦门市,https://www.ihchina.cn/project_details/13290.html
采茶戏（赣南采茶戏）,传统戏剧,江西省赣州市,https://www.ihchina.cn/project_details/13292.html
采茶戏（桂南采茶戏）,传统戏剧,广西壮族自治区博白县,https://www.ihchina.cn/project_details/13293.html
采茶戏,传统戏剧,湖北省阳新县,https://www.ihchina.cn/project_details/13294.html
采茶戏（高安采茶戏）,传统戏剧,江西省高安市,https://www.ihchina.cn/project_details/13295.html
采茶戏（抚州采茶戏）,传统戏剧,江西省抚州市临川区,https://www.ihchina.cn/project_details/13296.html
采茶戏（粤北采茶戏）,传统戏剧,广东省韶关市,https://www.ihchina.cn/project_details/13297.html
采茶戏（吉安采茶戏）,传统戏剧,江西省吉安市,https://www.ihchina.cn/project_details/23674.html
五音戏,传统戏剧,山东省淄博市,https://www.ihchina.cn/project_details/13298.html
茂腔,传统戏剧,"山东省高密市
",https://www.ihchina.cn/project_details/13300.html
茂腔,传统戏剧,"山东省胶州市
",https://www.ihchina.cn/project_details/13299.html
茂腔,传统戏剧,山东省青岛市黄岛区,https://www.ihchina.cn/project_details/23675.html
曲剧,传统戏剧,河南省,https://www.ihchina.cn/project_details/13301.html
曲子戏（敦煌曲子戏）,传统戏剧,甘肃省敦煌市,https://www.ihchina.cn/project_details/13303.html
曲子戏（华亭曲子戏）,传统戏剧,甘肃省华亭县,https://www.ihchina.cn/project_details/13302.html
曲子戏,传统戏剧,新疆生产建设兵团,https://www.ihchina.cn/project_details/13304.html
曲子戏,传统戏剧,甘肃省白银市,https://www.ihchina.cn/project_details/13305.html
曲子戏（民勤曲子戏）,传统戏剧,甘肃省武威市民勤县,https://www.ihchina.cn/project_details/23676.html
秧歌戏（隆尧秧歌戏）,传统戏剧,河北省隆尧县,https://www.ihchina.cn/project_details/13306.html
秧歌戏（定州秧歌戏）,传统戏剧,河北省定州市,https://www.ihchina.cn/project_details/13307.html
秧歌戏（朔州秧歌戏）,传统戏剧,山西省朔州市,https://www.ihchina.cn/project_details/13308.html
秧歌戏（繁峙秧歌戏）,传统戏剧,山西省繁峙县,https://www.ihchina.cn/project_details/13309.html
秧歌戏（蔚县秧歌）,传统戏剧,河北省蔚县,https://www.ihchina.cn/project_details/13310.html
秧歌戏（祁太秧歌）,传统戏剧,山西省祁县,https://www.ihchina.cn/project_details/13315.html
秧歌戏（祁太秧歌）,传统戏剧,山西省太谷县,https://www.ihchina.cn/project_details/13314.html
秧歌戏（襄武秧歌）,传统戏剧,山西省襄垣县,https://www.ihchina.cn/project_details/13311.html
秧歌戏（襄武秧歌）,传统戏剧,山西省武乡县,https://www.ihchina.cn/project_details/13313.html
秧歌戏（壶关秧歌）,传统戏剧,山西省壶关县,https://www.ihchina.cn/project_details/13312.html
秧歌戏（泽州秧歌）,传统戏剧,山西省泽州县,https://www.ihchina.cn/project_details/13316.html
秧歌戏（沁源秧歌）,传统戏剧,山西省长治市沁源县,https://www.ihchina.cn/project_details/23677.html
道情戏（晋北道情戏）,传统戏剧,山西省右玉县,https://www.ihchina.cn/project_details/13317.html
道情戏（临县道情戏）,传统戏剧,山西省临县,https://www.ihchina.cn/project_details/13318.html
道情戏（太康道情戏）,传统戏剧,河南省太康县,https://www.ihchina.cn/project_details/13320.html
道情戏（蓝关戏）,传统戏剧,山东省莱州市,https://www.ihchina.cn/project_details/13319.html
道情戏（陇剧）,传统戏剧,甘肃省,https://www.ihchina.cn/project_details/13321.html
道情戏（洪洞道情）,传统戏剧,山西省洪洞县,https://www.ihchina.cn/project_details/13322.html
道情戏（沾化渔鼓戏）,传统戏剧,山东省沾化县,https://www.ihchina.cn/project_details/13323.html
道情戏（神池道情戏）,传统戏剧,山西省神池县,https://www.ihchina.cn/project_details/13324.html
道情戏（商洛道情戏）,传统戏剧,陕西省商洛市,https://www.ihchina.cn/project_details/13325.html
哈哈腔,传统戏剧,河北省清苑县,https://www.ihchina.cn/project_details/13326.html
哈哈腔,传统戏剧,河北省青县,https://www.ihchina.cn/project_details/13327.html
二人台,传统戏剧,河北省康保县,https://www.ihchina.cn/project_details/13328.html
二人台,传统戏剧,山西省河曲县,https://www.ihchina.cn/project_details/13329.html
二人台,传统戏剧,内蒙古自治区呼和浩特市,https://www.ihchina.cn/project_details/13330.html
二人台,传统戏剧,陕西省府谷县,https://www.ihchina.cn/project_details/13331.html
二人台（东路二人台）,传统戏剧,内蒙古自治区乌兰察布市,https://www.ihchina.cn/project_details/13332.html
二人台,传统戏剧,内蒙古自治区包头市土默特右旗,https://www.ihchina.cn/project_details/23678.html
白字戏,传统戏剧,广东省海丰县,https://www.ihchina.cn/project_details/13333.html
花朝戏,传统戏剧,广东省紫金县,https://www.ihchina.cn/project_details/13334.html
彩调,传统戏剧,广西壮族自治区,https://www.ihchina.cn/project_details/13335.html
灯戏（梁山灯戏）,传统戏剧,重庆市梁平县,https://www.ihchina.cn/project_details/13336.html
灯戏（川北灯戏）,传统戏剧,四川省南充市,https://www.ihchina.cn/project_details/13337.html
灯戏,传统戏剧,湖北省恩施市,https://www.ihchina.cn/project_details/13338.html
花灯戏（思南花灯戏）,传统戏剧,贵州省思南县,https://www.ihchina.cn/project_details/13339.html
花灯戏（玉溪花灯戏）,传统戏剧,云南省玉溪市,https://www.ihchina.cn/project_details/13340.html
花灯戏,传统戏剧,贵州省独山县,https://www.ihchina.cn/project_details/13341.html
花灯戏,传统戏剧,云南省花灯剧团,https://www.ihchina.cn/project_details/13342.html
花灯戏,传统戏剧,云南省弥渡县,https://www.ihchina.cn/project_details/13345.html
花灯戏,传统戏剧,云南省姚安县,https://www.ihchina.cn/project_details/13343.html
花灯戏,传统戏剧,云南省元谋县,https://www.ihchina.cn/project_details/13344.html
花灯戏,传统戏剧,贵州省花灯剧团,https://www.ihchina.cn/project_details/13346.html
一勾勾,传统戏剧,山东省临邑县,https://www.ihchina.cn/project_details/13347.html
藏戏（拉萨觉木隆）,传统戏剧,西藏自治区,https://www.ihchina.cn/project_details/13348.html
藏戏（日喀则迥巴）,传统戏剧,西藏自治区,https://www.ihchina.cn/project_details/13349.html
藏戏（日喀则南木林湘巴）,传统戏剧,西藏自治区,https://www.ihchina.cn/project_details/13350.html
藏戏（日喀则仁布江嘎尔）,传统戏剧,西藏自治区,https://www.ihchina.cn/project_details/13351.html
藏戏（山南雅隆扎西雪巴）,传统戏剧,西藏自治区,https://www.ihchina.cn/project_details/13352.html
藏戏（山南琼结卡卓扎西宾顿）,传统戏剧,西藏自治区,https://www.ihchina.cn/project_details/13353.html
藏戏（黄南藏戏）,传统戏剧,青海省黄南藏族自治州,https://www.ihchina.cn/project_details/13354.html
藏戏（德格格萨尔藏戏）,传统戏剧,四川省德格县,https://www.ihchina.cn/project_details/13355.html
藏戏（巴塘藏戏）,传统戏剧,四川省巴塘县,https://www.ihchina.cn/project_details/13357.html
藏戏（色达藏戏）,传统戏剧,四川省色达县,https://www.ihchina.cn/project_details/13356.html
藏戏（青海马背藏戏）,传统戏剧,青海省果洛藏族自治州,https://www.ihchina.cn/project_details/13358.html
藏戏（尼木塔荣藏戏）,传统戏剧,西藏自治区尼木县,https://www.ihchina.cn/project_details/13359.html
藏戏（南木特藏戏）,传统戏剧,甘肃省甘南藏族自治州,https://www.ihchina.cn/project_details/13360.html
山南门巴戏,传统戏剧,西藏自治区,https://www.ihchina.cn/project_details/13361.html
壮剧,传统戏剧,广西壮族自治区,https://www.ihchina.cn/project_details/13362.html
壮剧,传统戏剧,云南省文山壮族苗族自治州,https://www.ihchina.cn/project_details/13363.html
侗戏,传统戏剧,"贵州省黎平县
",https://www.ihchina.cn/project_details/13364.html
侗戏,传统戏剧,湖南省通道侗族自治县,https://www.ihchina.cn/project_details/13365.html
侗戏,传统戏剧,广西壮族自治区三江侗族自治县,https://www.ihchina.cn/project_details/13366.html
布依戏,传统戏剧,贵州省册亨县,https://www.ihchina.cn/project_details/13367.html
彝族撮泰吉,传统戏剧,贵州省威宁彝族回族苗族自治县,https://www.ihchina.cn/project_details/13368.html
傣剧,传统戏剧,云南省德宏傣族景颇族自治州,https://www.ihchina.cn/project_details/13369.html
目连戏（徽州目连戏）,传统戏剧,安徽省祁门县,https://www.ihchina.cn/project_details/13370.html
目连戏（辰河目连戏）,传统戏剧,湖南省溆浦县,https://www.ihchina.cn/project_details/13372.html
目连戏（南乐目连戏）,传统戏剧,河南省南乐县,https://www.ihchina.cn/project_details/13371.html
目连戏（绍兴目连戏） ,传统戏剧,浙江省绍兴市,https://www.ihchina.cn/project_details/13373.html
目连戏（江西目连戏） ,传统戏剧,江西省 ,https://www.ihchina.cn/project_details/13374.html
目连戏（南陵目连戏）,传统戏剧,安徽省芜湖市南陵县,https://www.ihchina.cn/project_details/23679.html
锣鼓杂戏,传统戏剧,山西省临猗县,https://www.ihchina.cn/project_details/13375.html
傩戏（武安傩戏）,传统戏剧,河北省武安市,https://www.ihchina.cn/project_details/13376.html
傩戏（池州傩戏）,传统戏剧,安徽省池州市,https://www.ihchina.cn/project_details/13377.html
傩戏（侗族傩戏）,传统戏剧,湖南省新晃侗族自治县,https://www.ihchina.cn/project_details/13379.html
傩戏（沅陵辰州傩戏）,传统戏剧,湖南省沅陵县,https://www.ihchina.cn/project_details/13378.html
傩戏（德江傩堂戏）,传统戏剧,贵州省德江县,https://www.ihchina.cn/project_details/13380.html
傩戏（万载开口傩）,传统戏剧,江西省万载县,https://www.ihchina.cn/project_details/13381.html
傩戏（仡佬族傩戏）,传统戏剧,贵州省道真仡佬族苗族自治县,https://www.ihchina.cn/project_details/13384.html
傩戏（鹤峰傩戏）,传统戏剧,湖北省鹤峰县,https://www.ihchina.cn/project_details/13383.html
傩戏（恩施傩戏）,传统戏剧,湖北省恩施市,https://www.ihchina.cn/project_details/13382.html
傩戏（任庄扇鼓傩戏）,传统戏剧,山西省曲沃县,https://www.ihchina.cn/project_details/13385.html
傩戏（德安潘公戏）,传统戏剧,江西省德安县,https://www.ihchina.cn/project_details/13386.html
傩戏（梅山傩戏）,传统戏剧,湖南省冷水江市,https://www.ihchina.cn/project_details/13387.html
傩戏（荔波布依族傩戏）,传统戏剧,贵州省荔波县,https://www.ihchina.cn/project_details/13388.html
傩戏（临武傩戏） ,传统戏剧,湖南省临武县,https://www.ihchina.cn/project_details/13389.html
傩戏（庆坛） ,传统戏剧,贵州省金沙县 ,https://www.ihchina.cn/project_details/13390.html
安顺地戏,传统戏剧,贵州省安顺市,https://www.ihchina.cn/project_details/13391.html
皮影戏（唐山皮影戏）,传统戏剧,河北省唐山市,https://www.ihchina.cn/project_details/13392.html
皮影戏（冀南皮影戏）,传统戏剧,河北省邯郸市,https://www.ihchina.cn/project_details/13393.html
皮影戏（孝义皮影戏）,传统戏剧,山西省孝义市,https://www.ihchina.cn/project_details/13394.html
皮影戏（复州皮影戏）,传统戏剧,辽宁省瓦房店市,https://www.ihchina.cn/project_details/13395.html
皮影戏（海宁皮影戏）,传统戏剧,浙江省海宁市,https://www.ihchina.cn/project_details/13397.html
皮影戏（江汉平原皮影戏）,传统戏剧,湖北省潜江市,https://www.ihchina.cn/project_details/13398.html
皮影戏（陆丰皮影戏）,传统戏剧,广东省汕尾市,https://www.ihchina.cn/project_details/13399.html
皮影戏（华县皮影戏）,传统戏剧,陕西省渭南市,https://www.ihchina.cn/project_details/13401.html
皮影戏（华阴老腔）,传统戏剧,陕西省华阴市,https://www.ihchina.cn/project_details/13403.html
皮影戏（阿宫腔）,传统戏剧,陕西省富平县,https://www.ihchina.cn/project_details/13402.html
皮影戏（弦板腔）,传统戏剧,陕西省乾县,https://www.ihchina.cn/project_details/13400.html
皮影戏（环县道情皮影戏）,传统戏剧,甘肃省环县,https://www.ihchina.cn/project_details/13404.html
皮影戏（凌源皮影戏）,传统戏剧,辽宁省凌源市,https://www.ihchina.cn/project_details/13396.html
皮影戏（北京皮影戏）,传统戏剧,北京市宣武区,https://www.ihchina.cn/project_details/13405.html
皮影戏（河间皮影戏）,传统戏剧,河北省河间市,https://www.ihchina.cn/project_details/13406.html
皮影戏（岫岩皮影戏）,传统戏剧,辽宁省鞍山市,https://www.ihchina.cn/project_details/13407.html
皮影戏（盖州皮影戏）,传统戏剧,辽宁省盖州市,https://www.ihchina.cn/project_details/13408.html
皮影戏（望奎县皮影戏）,传统戏剧,黑龙江省望奎县,https://www.ihchina.cn/project_details/13409.html
皮影戏（泰山皮影戏）,传统戏剧,山东省泰安市,https://www.ihchina.cn/project_details/13411.html
皮影戏（济南皮影戏）,传统戏剧,山东省济南市,https://www.ihchina.cn/project_details/13410.html
皮影戏（定陶皮影）,传统戏剧,山东省定陶县,https://www.ihchina.cn/project_details/13412.html
皮影戏（罗山皮影戏）,传统戏剧,河南省罗山县,https://www.ihchina.cn/project_details/13413.html
皮影戏（湖南皮影戏）,传统戏剧,湖南省木偶皮影艺术剧院,https://www.ihchina.cn/project_details/13414.html
皮影戏（湖南皮影戏）,传统戏剧,湖南省衡山县,https://www.ihchina.cn/project_details/13415.html
皮影戏（四川皮影戏）,传统戏剧,四川省阆中市,https://www.ihchina.cn/project_details/13417.html
皮影戏（四川皮影戏）,传统戏剧,四川省南部县,https://www.ihchina.cn/project_details/13416.html
皮影戏（河湟皮影戏）,传统戏剧,青海省,https://www.ihchina.cn/project_details/13418.html
皮影戏（昌黎皮影戏）,传统戏剧,河北省昌黎县,https://www.ihchina.cn/project_details/13419.html
皮影戏（巴林左旗皮影戏）,传统戏剧,内蒙古自治区巴林左旗,https://www.ihchina.cn/project_details/13420.html
皮影戏（龙江皮影戏）,传统戏剧,黑龙江省哈尔滨市,https://www.ihchina.cn/project_details/13421.html
皮影戏（桐柏皮影戏）,传统戏剧,河南省桐柏县,https://www.ihchina.cn/project_details/13422.html
皮影戏（云梦皮影戏）,传统戏剧,湖北省云梦县,https://www.ihchina.cn/project_details/13423.html
皮影戏（腾冲皮影戏）,传统戏剧,云南省腾冲县,https://www.ihchina.cn/project_details/13424.html
皮影戏（乐亭皮影戏）,传统戏剧,河北省乐亭县,https://www.ihchina.cn/project_details/13425.html
