项目名称,项目类别,申报地区或单位,详情链接
"蔡李佛拳（广州北胜蔡李佛拳）
",传统体育、游艺与杂技,广东省,https://www.ihchina.cn/project_details/23697.html
马球（塔吉克族马球）,传统体育、游艺与杂技,新疆维吾尔自治区塔什库尔干塔吉克自治县,https://www.ihchina.cn/project_details/13844.html
满族珍珠球,传统体育、游艺与杂技,吉林省吉林市,https://www.ihchina.cn/project_details/13845.html
满族珍珠球（伊通满族珍珠球）,传统体育、游艺与杂技,吉林省四平市伊通满族自治县,https://www.ihchina.cn/project_details/23698.html
满族二贵摔跤,传统体育、游艺与杂技,河北省隆化县,https://www.ihchina.cn/project_details/13846.html
鄂温克抢枢,传统体育、游艺与杂技,内蒙古自治区鄂温克族自治旗,https://www.ihchina.cn/project_details/13847.html
挠羊赛,传统体育、游艺与杂技,山西省忻州市,https://www.ihchina.cn/project_details/13848.html
传统箭术（南山射箭）,传统体育、游艺与杂技,青海省海东市乐都县,https://www.ihchina.cn/project_details/13849.html
传统箭术（锡伯族射箭）,传统体育、游艺与杂技,新疆维吾尔自治区伊犁哈萨克自治州察布查尔锡伯自治县,https://www.ihchina.cn/project_details/23699.html
赛马会（当吉仁赛马会）,传统体育、游艺与杂技,西藏自治区拉萨市,https://www.ihchina.cn/project_details/13850.html
赛马会（玉树赛马会）,传统体育、游艺与杂技,青海省玉树藏族自治州,https://www.ihchina.cn/project_details/13851.html
赛马会（哈萨克族赛马）,传统体育、游艺与杂技,新疆维吾尔自治区富蕴县,https://www.ihchina.cn/project_details/13852.html
赛马会（恰青赛马会）,传统体育、游艺与杂技,西藏自治区那曲市,https://www.ihchina.cn/project_details/23700.html
叼羊（维吾尔族叼羊）,传统体育、游艺与杂技,新疆维吾尔自治区巴楚县,https://www.ihchina.cn/project_details/13853.html
土族轮子秋,传统体育、游艺与杂技,青海省互助土族自治县,https://www.ihchina.cn/project_details/13854.html
左各庄杆会,传统体育、游艺与杂技,河北省文安县,https://www.ihchina.cn/project_details/13855.html
戏法（赵世魁戏法）,传统体育、游艺与杂技,黑龙江省杂技团,https://www.ihchina.cn/project_details/13856.html
戏法,传统体育、游艺与杂技,天津市和平区,https://www.ihchina.cn/project_details/13857.html
建湖杂技,传统体育、游艺与杂技,江苏省建湖县,https://www.ihchina.cn/project_details/13858.html
东北庄杂技,传统体育、游艺与杂技,河南省濮阳市,https://www.ihchina.cn/project_details/13859.html
宁津杂技,传统体育、游艺与杂技,山东省宁津县,https://www.ihchina.cn/project_details/13860.html
马戏（埇桥马戏）,传统体育、游艺与杂技,安徽省宿州市埇桥区,https://www.ihchina.cn/project_details/13861.html
风火流星,传统体育、游艺与杂技,山西省太原市,https://www.ihchina.cn/project_details/13862.html
翻九楼,传统体育、游艺与杂技,浙江省杭州市,https://www.ihchina.cn/project_details/13863.html
翻九楼,传统体育、游艺与杂技,浙江省东阳市,https://www.ihchina.cn/project_details/13864.html
调吊,传统体育、游艺与杂技,浙江省绍兴市,https://www.ihchina.cn/project_details/13865.html
苏桥飞叉会,传统体育、游艺与杂技,河北省文安县,https://www.ihchina.cn/project_details/13866.html
拦手门,传统体育、游艺与杂技,天津市河东区,https://www.ihchina.cn/project_details/13867.html
通背缠拳,传统体育、游艺与杂技,山西省洪洞县,https://www.ihchina.cn/project_details/13868.html
地术拳,传统体育、游艺与杂技,福建省精武保安培训学校,https://www.ihchina.cn/project_details/13869.html
佛汉拳,传统体育、游艺与杂技,山东省东明县,https://www.ihchina.cn/project_details/13870.html
孙膑拳,传统体育、游艺与杂技,山东省青岛市市北区,https://www.ihchina.cn/project_details/13871.html
孙膑拳,传统体育、游艺与杂技,山东省安丘市,https://www.ihchina.cn/project_details/13872.html
肘捶,传统体育、游艺与杂技,山东省临清市,https://www.ihchina.cn/project_details/13873.html
十八般武艺,传统体育、游艺与杂技,浙江省杭州市余杭区,https://www.ihchina.cn/project_details/13874.html
华佗五禽戏,传统体育、游艺与杂技,安徽省亳州市,https://www.ihchina.cn/project_details/13875.html
撂石锁,传统体育、游艺与杂技,河南省开封市,https://www.ihchina.cn/project_details/13876.html
撂石锁（海陵撂石锁）,传统体育、游艺与杂技,江苏省泰州市海陵区,https://www.ihchina.cn/project_details/23701.html
赛龙舟,传统体育、游艺与杂技,湖南省沅陵县,https://www.ihchina.cn/project_details/13877.html
赛龙舟,传统体育、游艺与杂技,广东省东莞市,https://www.ihchina.cn/project_details/13878.html
赛龙舟,传统体育、游艺与杂技,贵州省铜仁市,https://www.ihchina.cn/project_details/13879.html
赛龙舟,传统体育、游艺与杂技,贵州省镇远县,https://www.ihchina.cn/project_details/13880.html
迎罗汉,传统体育、游艺与杂技,浙江省缙云县,https://www.ihchina.cn/project_details/13881.html
掼牛,传统体育、游艺与杂技,浙江省嘉兴市南湖区,https://www.ihchina.cn/project_details/13882.html
高杆船技,传统体育、游艺与杂技,浙江省桐乡市,https://www.ihchina.cn/project_details/13883.html
花毽,传统体育、游艺与杂技,山东省青州市,https://www.ihchina.cn/project_details/13884.html
花毽（穆氏花毽）,传统体育、游艺与杂技,天津市北辰区,https://www.ihchina.cn/project_details/23702.html
口技,传统体育、游艺与杂技,北京市西城区,https://www.ihchina.cn/project_details/13885.html
布鲁,传统体育、游艺与杂技,内蒙古自治区库伦旗,https://www.ihchina.cn/project_details/13886.html
蒙古族驼球,传统体育、游艺与杂技,内蒙古自治区乌拉特后旗,https://www.ihchina.cn/project_details/13887.html
通背拳,传统体育、游艺与杂技,北京市西城区,https://www.ihchina.cn/project_details/13888.html
戳脚 ,传统体育、游艺与杂技,河北省衡水市桃城区,https://www.ihchina.cn/project_details/13889.html
精武武术 ,传统体育、游艺与杂技,上海市虹口区,https://www.ihchina.cn/project_details/13890.html
绵拳 ,传统体育、游艺与杂技,上海市杨浦区,https://www.ihchina.cn/project_details/13891.html
咏春拳 ,传统体育、游艺与杂技,福建省福州市,https://www.ihchina.cn/project_details/13892.html
咏春拳（佛山咏春拳）,传统体育、游艺与杂技,广东省佛山市,https://www.ihchina.cn/project_details/23703.html
井冈山全堂狮灯 ,传统体育、游艺与杂技,江西省井冈山市,https://www.ihchina.cn/project_details/13893.html
徐家拳 ,传统体育、游艺与杂技,山东省新泰市,https://www.ihchina.cn/project_details/13894.html
梅山武术 ,传统体育、游艺与杂技,湖南省新化县 ,https://www.ihchina.cn/project_details/13895.html
武汉杂技 ,传统体育、游艺与杂技,湖北省武汉市,https://www.ihchina.cn/project_details/13896.html
幻术（傅氏幻术）,传统体育、游艺与杂技,北京市朝阳区,https://www.ihchina.cn/project_details/13897.html
幻术（周化一魔术）,传统体育、游艺与杂技,陕西省,https://www.ihchina.cn/project_details/13898.html
幻术（宝丰魔术）,传统体育、游艺与杂技,河南省平顶山市宝丰县,https://www.ihchina.cn/project_details/23704.html
藏棋,传统体育、游艺与杂技,四川省阿坝藏族羌族自治州,https://www.ihchina.cn/project_details/23509.html
曲棍球（维吾尔族曲棍球）,传统体育、游艺与杂技,新疆维吾尔自治区和田地区于田县,https://www.ihchina.cn/project_details/23510.html
无极拳,传统体育、游艺与杂技,天津市东丽区,https://www.ihchina.cn/project_details/23511.html
少北拳,传统体育、游艺与杂技,辽宁省锦州市,https://www.ihchina.cn/project_details/23512.html
西凉掌（亳州晰扬掌）,传统体育、游艺与杂技,安徽省亳州市,https://www.ihchina.cn/project_details/23513.html
六合拳（福建六合门）,传统体育、游艺与杂技,福建省,https://www.ihchina.cn/project_details/23514.html
巫家拳,传统体育、游艺与杂技,湖南省湘潭市,https://www.ihchina.cn/project_details/23515.html
岩鹰拳,传统体育、游艺与杂技,湖南省邵阳市新宁县,https://www.ihchina.cn/project_details/23516.html
莫家拳,传统体育、游艺与杂技,广东省,https://www.ihchina.cn/project_details/23517.html
青萍剑（贾氏青萍剑）,传统体育、游艺与杂技,河北省沧州市黄骅市,https://www.ihchina.cn/project_details/23518.html
易筋经（天台山易筋经）,传统体育、游艺与杂技,浙江省台州市天台县,https://www.ihchina.cn/project_details/23519.html
青城武术,传统体育、游艺与杂技,四川省成都市都江堰市,https://www.ihchina.cn/project_details/23520.html
布依族武术,传统体育、游艺与杂技,贵州省黔西南布依族苗族自治州安龙县,https://www.ihchina.cn/project_details/23521.html
乌审走马竞技,传统体育、游艺与杂技,内蒙古自治区鄂尔多斯市乌审旗,https://www.ihchina.cn/project_details/23522.html
迎大旗,传统体育、游艺与杂技,浙江省金华市磐安县,https://www.ihchina.cn/project_details/23523.html
泉州刣狮,传统体育、游艺与杂技,福建省泉州市石狮市,https://www.ihchina.cn/project_details/23524.html
抢花炮（壮族抢花炮）,传统体育、游艺与杂技,广西壮族自治区南宁市邕宁区,https://www.ihchina.cn/project_details/23525.html
滑竿（华蓥山滑竿抬幺妹）,传统体育、游艺与杂技,四川省广安市,https://www.ihchina.cn/project_details/23526.html
赤水独竹漂,传统体育、游艺与杂技,贵州省遵义市赤水市,https://www.ihchina.cn/project_details/23527.html
拔河（万人扯绳赛）,传统体育、游艺与杂技,甘肃省甘南藏族自治州临潭县,https://www.ihchina.cn/project_details/23528.html
姑娘追,传统体育、游艺与杂技,新疆维吾尔自治区阿勒泰地区青河县,https://www.ihchina.cn/project_details/23529.html
朝鲜族尤茨,传统体育、游艺与杂技,吉林省吉林市,https://www.ihchina.cn/project_details/23530.html
打陀螺,传统体育、游艺与杂技,云南省,https://www.ihchina.cn/project_details/23531.html
登杆（大六分村登杆）,传统体育、游艺与杂技,天津市静海区,https://www.ihchina.cn/project_details/23532.html
飞叉（永良飞叉）,传统体育、游艺与杂技,天津市武清区,https://www.ihchina.cn/project_details/23533.html
临泉杂技,传统体育、游艺与杂技,安徽省阜阳市临泉县,https://www.ihchina.cn/project_details/23534.html
蹬技（重庆蹬技）,传统体育、游艺与杂技,重庆市,https://www.ihchina.cn/project_details/23535.html
