项目名称,项目类别,申报地区或单位,详情链接
中医传统制剂方法（达仁堂清宫寿桃丸传统制作技艺）,传统医药,天津中新药业集团股份有限公司达仁堂制药厂,https://www.ihchina.cn/project_details/14804.html
中医传统制剂方法（定坤丹制作技艺）,传统医药,山西省太谷县,https://www.ihchina.cn/project_details/14805.html
中医传统制剂方法（六神丸制作技艺）,传统医药,上海市黄浦区,https://www.ihchina.cn/project_details/14806.html
中医传统制剂方法（致和堂膏滋药制作技艺）,传统医药,江苏省江阴市,https://www.ihchina.cn/project_details/14807.html
中医传统制剂方法（季德胜蛇药制作技艺）,传统医药,江苏省南通市,https://www.ihchina.cn/project_details/14808.html
中医传统制剂方法（朱养心传统膏药制作技艺）,传统医药,浙江省杭州市,https://www.ihchina.cn/project_details/14809.html
中医传统制剂方法（漳州片仔癀制作技艺）,传统医药,福建省漳州市,https://www.ihchina.cn/project_details/14810.html
中医传统制剂方法（夏氏丹药制作技艺）,传统医药,湖北省京山县,https://www.ihchina.cn/project_details/14812.html
中医传统制剂方法（马应龙眼药制作技艺）,传统医药,湖北省武汉市武昌区,https://www.ihchina.cn/project_details/14811.html
中医传统制剂方法（罗浮山百草油制作技艺）,传统医药,广东省博罗县,https://www.ihchina.cn/project_details/14814.html
中医传统制剂方法（保滋堂保婴丹制作技艺）,传统医药,广东省医药行业协会,https://www.ihchina.cn/project_details/14813.html
中医传统制剂方法（桐君阁传统丸剂制作技艺）,传统医药,重庆市南岸区,https://www.ihchina.cn/project_details/14815.html
中医传统制剂方法（安宫牛黄丸制作技艺）,传统医药,北京市东城区,https://www.ihchina.cn/project_details/14816.html
中医传统制剂方法（安宫牛黄丸制作技艺）,传统医药,天津市南开区,https://www.ihchina.cn/project_details/14817.html
中医传统制剂方法（隆顺榕卫药制作技艺）,传统医药,天津市南开区,https://www.ihchina.cn/project_details/14818.html
中医传统制剂方法（益德成闻药制作技艺）,传统医药,天津市红桥区,https://www.ihchina.cn/project_details/14819.html
中医传统制剂方法（京万红软膏组方与制作技艺）,传统医药,天津市西青区,https://www.ihchina.cn/project_details/14820.html
中医传统制剂方法（金牛眼药制作技艺）,传统医药,河北省定州市,https://www.ihchina.cn/project_details/14821.html
中医传统制剂方法（安宫牛黄丸制作技艺）,传统医药,山西省太谷县,https://www.ihchina.cn/project_details/14822.html
中医传统制剂方法（点舌丸制作技艺）,传统医药,山西省新绛县,https://www.ihchina.cn/project_details/14823.html
中医传统制剂方法（鸿茅药酒配制技艺）,传统医药,内蒙古自治区凉城县,https://www.ihchina.cn/project_details/14824.html
中医传统制剂方法（平氏浸膏制作技艺）,传统医药,吉林省长春市九台区,https://www.ihchina.cn/project_details/14825.html
中医传统制剂方法（枇杷露传统制剂）,传统医药,黑龙江省哈尔滨市南岗区,https://www.ihchina.cn/project_details/14826.html
中医传统制剂方法（老王麻子膏药制作技艺）,传统医药,黑龙江省哈尔滨市道外区,https://www.ihchina.cn/project_details/14827.html
中医传统制剂方法（方回春堂传统膏方制作技艺）,传统医药,浙江省杭州市上城区,https://www.ihchina.cn/project_details/14828.html
中医传统制剂方法（二仙膏制作技艺）,传统医药,山东省济宁市任城区,https://www.ihchina.cn/project_details/14829.html
中医传统制剂方法（太安堂麒麟丸制作技艺）,传统医药,广东省汕头市,https://www.ihchina.cn/project_details/14830.html
中医传统制剂方法（昆中药传统中药制剂）,传统医药,云南省昆明市,https://www.ihchina.cn/project_details/14831.html
中医传统制剂方法（马明仁膏药制作技艺）,传统医药,陕西省西安市碑林区,https://www.ihchina.cn/project_details/14832.html
中医传统制剂方法（达仁堂牛黄清心丸制作技艺）,传统医药,天津市,https://www.ihchina.cn/project_details/23831.html
中医传统制剂方法（宏仁堂紫雪散传统制作技艺）,传统医药,天津市红桥区,https://www.ihchina.cn/project_details/23832.html
中医传统制剂方法（腰痛宁组方及其药物炮制工艺）,传统医药,河北省承德市,https://www.ihchina.cn/project_details/23833.html
中医传统制剂方法（王氏保赤丸制作技艺）,传统医药,江苏省南通市,https://www.ihchina.cn/project_details/23834.html
中医传统制剂方法（叶开泰传统中药制剂方法）,传统医药,湖北省武汉市,https://www.ihchina.cn/project_details/23835.html
中医传统制剂方法（马氏济慈堂生育药剂制作技艺）,传统医药,宁夏回族自治区吴忠市,https://www.ihchina.cn/project_details/23836.html
针灸,传统医药,中国中医科学院,https://www.ihchina.cn/project_details/14833.html
针灸,传统医药,中国针灸学会,https://www.ihchina.cn/project_details/14834.html
针灸（刘氏刺熨疗法）,传统医药,重庆市渝中区,https://www.ihchina.cn/project_details/14835.html
针灸（陆氏针灸疗法）,传统医药,上海市,https://www.ihchina.cn/project_details/14836.html
针灸（杨继洲针灸）,传统医药,浙江省衢州市,https://www.ihchina.cn/project_details/14837.html
针灸（蕲春艾灸疗法）,传统医药,湖北省黄冈市蕲春县,https://www.ihchina.cn/project_details/23837.html
针灸（岭南陈氏针法）,传统医药,广东省,https://www.ihchina.cn/project_details/23838.html
针灸（赵氏雷火灸）,传统医药,重庆市渝中区,https://www.ihchina.cn/project_details/23839.html
针灸（程氏针灸）,传统医药,中国中医科学院,https://www.ihchina.cn/project_details/23840.html
中医正骨疗法,传统医药,中国中医科学院,https://www.ihchina.cn/project_details/14838.html
中医正骨疗法（宫廷正骨）,传统医药,北京市护国寺中医医院,https://www.ihchina.cn/project_details/14839.html
中医正骨疗法（罗氏正骨法）,传统医药,北京市朝阳区,https://www.ihchina.cn/project_details/14840.html
中医正骨疗法（石氏伤科疗法）,传统医药,上海市黄浦区,https://www.ihchina.cn/project_details/14841.html
中医正骨疗法（平乐郭氏正骨法）,传统医药,河南省洛阳市,https://www.ihchina.cn/project_details/14842.html
中医正骨疗法（平乐郭氏正骨法）,传统医药,广东省深圳市,https://www.ihchina.cn/project_details/14843.html
中医正骨疗法（武氏正骨疗法）,传统医药,山西省高平市,https://www.ihchina.cn/project_details/14844.html
中医正骨疗法（张氏骨伤疗法）,传统医药,浙江省富阳市,https://www.ihchina.cn/project_details/14845.html
中医正骨疗法（章氏骨伤疗法）,传统医药,浙江省台州市,https://www.ihchina.cn/project_details/14846.html
中医正骨疗法（林氏骨伤疗法）,传统医药,福建省福州市仓山区,https://www.ihchina.cn/project_details/14847.html
中医正骨疗法（海城苏氏正骨）,传统医药,辽宁省海城市,https://www.ihchina.cn/project_details/14848.html
中医正骨疗法（上海石氏伤科疗法）,传统医药,上海市,https://www.ihchina.cn/project_details/14849.html
中医正骨疗法（新泰孟氏正骨疗法）,传统医药,山东省新泰市,https://www.ihchina.cn/project_details/14850.html
中医正骨疗法（新邵孙氏正骨术）,传统医药,湖南省新邵县,https://www.ihchina.cn/project_details/14851.html
中医正骨疗法（三空李氏正骨）,传统医药,内蒙古自治区呼和浩特市,https://www.ihchina.cn/project_details/23841.html
中医正骨疗法（魏氏伤科疗法）,传统医药,上海市,https://www.ihchina.cn/project_details/23842.html
中医正骨疗法（施氏伤科疗法）,传统医药,上海市黄浦区,https://www.ihchina.cn/project_details/23843.html
中医正骨疗法（徐氏中医正骨）,传统医药,山东省滨州市沾化区,https://www.ihchina.cn/project_details/23844.html
中医正骨疗法（燕青门正骨疗法）,传统医药,重庆市江北区,https://www.ihchina.cn/project_details/23845.html
中医正骨疗法（朱氏正骨术）,传统医药,陕西省渭南市富平县,https://www.ihchina.cn/project_details/23846.html
同仁堂中医药文化,传统医药,中国北京同仁堂（集团）有限责任公司,https://www.ihchina.cn/project_details/14852.html
胡庆余堂中药文化,传统医药,浙江省杭州市,https://www.ihchina.cn/project_details/14853.html
藏医药（甘孜州南派藏医药),传统医药,四川省甘孜藏族自治州,https://www.ihchina.cn/project_details/14854.html
藏医药（拉萨北派藏医水银洗炼法和藏药仁青常觉配伍技艺）,传统医药,西藏自治区,https://www.ihchina.cn/project_details/14855.html
藏医药（藏医外治法）,传统医药,西藏自治区藏医学院,https://www.ihchina.cn/project_details/14858.html
藏医药（藏医尿诊法）,传统医药,西藏自治区山南地区藏医院,https://www.ihchina.cn/project_details/14860.html
藏医药（藏医药浴疗法）,传统医药,青海省藏医院,https://www.ihchina.cn/project_details/14862.html
藏医药（甘南藏医药）,传统医药,甘肃省碌曲县,https://www.ihchina.cn/project_details/14861.html
藏医药（藏药炮制技艺）,传统医药,西藏自治区藏医院,https://www.ihchina.cn/project_details/14856.html
藏医药（藏药七十味珍珠丸配伍技艺）,传统医药,西藏自治区藏药厂,https://www.ihchina.cn/project_details/14857.html
藏医药（藏药珊瑚七十味丸配伍技艺）,传统医药,西藏自治区雄巴拉曲神水藏药厂,https://www.ihchina.cn/project_details/14859.html
藏医药（藏药阿如拉炮制技艺）,传统医药,青海省金诃藏药药业股份有限公司 ,https://www.ihchina.cn/project_details/14863.html
藏医药（七十味珍珠丸赛太炮制技艺）,传统医药,青海省金诃藏药药业股份有限公司,https://www.ihchina.cn/project_details/14864.html
藏医药（藏医骨伤疗法）,传统医药,云南省迪庆藏族自治州,https://www.ihchina.cn/project_details/14865.html
藏医药（山南藏医药浴法）,传统医药,西藏自治区山南地区,https://www.ihchina.cn/project_details/14866.html
藏医药（藏医放血疗法）,传统医药,青海省,https://www.ihchina.cn/project_details/14867.html
藏医药（索瓦日巴——藏医有关生命、健康及疾病的认知与实践）,传统医药,西藏自治区,https://www.ihchina.cn/project_details/23847.html
藏医药（藏医脉泻杂炯疗法）,传统医药,西藏自治区那曲市,https://www.ihchina.cn/project_details/23848.html
藏医药（尤阙疗法）,传统医药,青海省海东市循化撒拉族自治县,https://www.ihchina.cn/project_details/23849.html
中医养生（药膳八珍汤）,传统医药,山西省太原市,https://www.ihchina.cn/project_details/14868.html
中医养生（灵源万应茶）,传统医药,福建省晋江市,https://www.ihchina.cn/project_details/14869.html
中医养生（永定万应茶）,传统医药,福建省永定县,https://www.ihchina.cn/project_details/14870.html
中医养生（中医传统导引法）,传统医药,北京中医药大学,https://www.ihchina.cn/project_details/23850.html
中医养生（二十四节气中医导引养生法）,传统医药,中国中医科学院,https://www.ihchina.cn/project_details/23851.html
传统中医药文化（鹤年堂中医药养生文化）,传统医药,北京鹤年堂医药有限责任公司,https://www.ihchina.cn/project_details/14871.html
传统中医药文化（九芝堂传统中药文化）,传统医药,湖南省九芝堂股份有限公司,https://www.ihchina.cn/project_details/14872.html
传统中医药文化（潘高寿传统中药文化）,传统医药,广东省广州潘高寿药业股份有限公司,https://www.ihchina.cn/project_details/14874.html
传统中医药文化（陈李济传统中药文化）,传统医药,广东省广州陈李济制药厂,https://www.ihchina.cn/project_details/14873.html
传统中医药文化（同济堂传统中药文化）,传统医药,贵州省同济堂制药有限公司,https://www.ihchina.cn/project_details/14875.html
传统中医药文化（桐君传统中药文化）,传统医药,浙江省杭州市桐庐县,https://www.ihchina.cn/project_details/23852.html
传统中医药文化（朱丹溪中医药文化）,传统医药,浙江省金华市义乌市,https://www.ihchina.cn/project_details/23853.html
传统中医药文化（宏济堂中医药文化）,传统医药,山东省济南市,https://www.ihchina.cn/project_details/23854.html
传统中医药文化（龙山药王医药文化）,传统医药,湖南省邵阳市新邵县,https://www.ihchina.cn/project_details/23855.html
蒙医药（赞巴拉道尔吉温针、火针疗法）,传统医药,内蒙古自治区,https://www.ihchina.cn/project_details/14876.html
蒙医药（蒙医传统正骨术）,传统医药,内蒙古自治区中蒙医医院,https://www.ihchina.cn/project_details/14877.html
蒙医药（蒙医正骨疗法）,传统医药,内蒙古自治区科尔沁左翼后旗,https://www.ihchina.cn/project_details/14878.html
蒙医药（血衰症疗法）,传统医药,辽宁省阜新蒙古族自治县,https://www.ihchina.cn/project_details/14879.html
蒙医药（科尔沁蒙医药浴疗法）,传统医药,内蒙古自治区科尔沁右翼中旗,https://www.ihchina.cn/project_details/14880.html
蒙医药（蒙医乌拉灸术）,传统医药,内蒙古自治区通辽市,https://www.ihchina.cn/project_details/23856.html
畲族医药（痧症疗法）,传统医药,浙江省丽水市,https://www.ihchina.cn/project_details/14881.html
畲族医药（六神经络骨通药制作工艺）,传统医药,福建省罗源县,https://www.ihchina.cn/project_details/14882.html
瑶族医药（药浴疗法）,传统医药,贵州省从江县,https://www.ihchina.cn/project_details/14883.html
苗医药（骨伤蛇伤疗法）,传统医药,贵州省雷山县,https://www.ihchina.cn/project_details/14885.html
苗医药（九节茶药制作工艺）,传统医药,贵州省黔东南苗族侗族自治州,https://www.ihchina.cn/project_details/14884.html
苗医药（癫痫症疗法）,传统医药,湖南省凤凰县,https://www.ihchina.cn/project_details/14886.html
苗医药（钻节风疗法）,传统医药,湖南省花垣县,https://www.ihchina.cn/project_details/14887.html
苗医药（骨髓骨伤药膏）,传统医药,贵州省黔东南苗族侗族自治州麻江县,https://www.ihchina.cn/project_details/23857.html
侗医药（过路黄药制作工艺）,传统医药,贵州省黔东南苗族侗族自治州,https://www.ihchina.cn/project_details/14888.html
回族医药（张氏回医正骨疗法）,传统医药,宁夏回族自治区吴忠市,https://www.ihchina.cn/project_details/14890.html
回族医药（回族汤瓶八诊疗法）,传统医药,宁夏回族自治区银川市,https://www.ihchina.cn/project_details/14889.html
回族医药（陈氏回族医技十法）,传统医药,宁夏回族自治区吴忠市,https://www.ihchina.cn/project_details/14891.html
壮医药（壮医药线点灸疗法）,传统医药,广西中医学院,https://www.ihchina.cn/project_details/14892.html
彝医药（彝医水膏药疗法）,传统医药,云南省楚雄彝族自治州,https://www.ihchina.cn/project_details/14893.html
彝医药（拨云锭制作技艺）,传统医药,云南省楚雄市,https://www.ihchina.cn/project_details/14894.html
傣医药（睡药疗法）,传统医药,云南省西双版纳傣族自治州,https://www.ihchina.cn/project_details/14895.html
傣医药（睡药疗法）,传统医药,云南省德宏傣族景颇族自治州,https://www.ihchina.cn/project_details/14896.html
维吾尔医药（维药传统炮制技艺）,传统医药,新疆维吾尔医学高等专科学校,https://www.ihchina.cn/project_details/14900.html
维吾尔医药（木尼孜其·木斯力汤药制作技艺）,传统医药,新疆维吾尔自治区和田地区,https://www.ihchina.cn/project_details/14899.html
维吾尔医药（食物疗法）,传统医药,新疆维吾尔自治区莎车县,https://www.ihchina.cn/project_details/14898.html
维吾尔医药（库西台法）,传统医药,新疆维吾尔自治区维吾尔医药研究所,https://www.ihchina.cn/project_details/14897.html
维吾尔医药（沙疗）,传统医药,新疆维吾尔自治区吐鲁番市,https://www.ihchina.cn/project_details/14901.html
维吾尔医药（和田药茶制作技艺）,传统医药,新疆维吾尔自治区和田地区策勒县,https://www.ihchina.cn/project_details/23858.html
布依族医药（益肝草制作技艺） ,传统医药,贵州省贵定县,https://www.ihchina.cn/project_details/14902.html
哈萨克族医药（布拉吾药浴熏蒸疗法、卧塔什正骨术、冻伤疗法） ,传统医药,新疆维吾尔自治区阿勒泰地区,https://www.ihchina.cn/project_details/14903.html
