项目名称,项目类别,申报地区或单位,详情链接
剪纸（高密剪纸）,传统美术,山东省高密市,https://www.ihchina.cn/project_details/13954.html
剪纸（烟台剪纸）,传统美术,山东省烟台市,https://www.ihchina.cn/project_details/13953.html
剪纸（灵宝剪纸）,传统美术,河南省灵宝市,https://www.ihchina.cn/project_details/13959.html
剪纸（卢氏剪纸）,传统美术,河南省卢氏县,https://www.ihchina.cn/project_details/13958.html
剪纸（辉县剪纸）,传统美术,河南省辉县市,https://www.ihchina.cn/project_details/13957.html
剪纸（孝感雕花剪纸）,传统美术,湖北省孝感市孝南区,https://www.ihchina.cn/project_details/13961.html
剪纸（鄂州雕花剪纸）,传统美术,湖北省鄂州市,https://www.ihchina.cn/project_details/13960.html
剪纸（仙桃雕花剪纸）,传统美术,湖北省仙桃市,https://www.ihchina.cn/project_details/13962.html
剪纸（踏虎凿花）,传统美术,湖南省泸溪县,https://www.ihchina.cn/project_details/13963.html
剪纸（苗族剪纸）,传统美术,贵州省剑河县,https://www.ihchina.cn/project_details/13964.html
剪纸（庆阳剪纸）,传统美术,甘肃省镇原县,https://www.ihchina.cn/project_details/13965.html
剪纸（包头剪纸）,传统美术,内蒙古自治区包头市,https://www.ihchina.cn/project_details/13966.html
剪纸（新干剪纸）,传统美术,江西省新干县,https://www.ihchina.cn/project_details/13967.html
剪纸（延川剪纸）,传统美术,陕西省延川县,https://www.ihchina.cn/project_details/13969.html
剪纸（旬邑彩贴剪纸）,传统美术,陕西省旬邑县,https://www.ihchina.cn/project_details/13968.html
剪纸（会宁剪纸）,传统美术,甘肃省会宁县,https://www.ihchina.cn/project_details/13970.html
剪纸（静乐剪纸）,传统美术,山西省静乐县,https://www.ihchina.cn/project_details/13971.html
剪纸（桐庐剪纸）,传统美术,浙江省桐庐县,https://www.ihchina.cn/project_details/13972.html
剪纸（浦城剪纸）,传统美术,福建省浦城县,https://www.ihchina.cn/project_details/13973.html
剪纸（水族剪纸）,传统美术,贵州省黔南布依族苗族自治州,https://www.ihchina.cn/project_details/13974.html
剪纸（定西剪纸）,传统美术,甘肃省定西市,https://www.ihchina.cn/project_details/13975.html
剪纸（回族剪纸）,传统美术,宁夏回族自治区,https://www.ihchina.cn/project_details/13976.html
剪纸（太原剪纸）,传统美术,山西省太原市,https://www.ihchina.cn/project_details/23713.html
剪纸（海伦剪纸）,传统美术,黑龙江省绥化市海伦市,https://www.ihchina.cn/project_details/23714.html
剪纸（梅山剪纸）,传统美术,湖南省益阳市安化县,https://www.ihchina.cn/project_details/23715.html
顾绣,传统美术,"上海市松江区
",https://www.ihchina.cn/project_details/13977.html
苏绣,传统美术,江苏省苏州市,https://www.ihchina.cn/project_details/13978.html
苏绣（无锡精微绣）,传统美术,江苏省无锡市,https://www.ihchina.cn/project_details/13979.html
苏绣（南通仿真绣）,传统美术,江苏省南通市,https://www.ihchina.cn/project_details/13980.html
苏绣（扬州刺绣）,传统美术,江苏省扬州市,https://www.ihchina.cn/project_details/13981.html
苏绣（常州乱针绣）,传统美术,江苏省常州市,https://www.ihchina.cn/project_details/23716.html
湘绣,传统美术,湖南省长沙市,https://www.ihchina.cn/project_details/13982.html
粤绣（广绣）,传统美术,广东省广州市,https://www.ihchina.cn/project_details/13983.html
粤绣（潮绣）,传统美术,广东省潮州市,https://www.ihchina.cn/project_details/13984.html
粤绣（珠绣）,传统美术,广东省潮州市,https://www.ihchina.cn/project_details/23717.html
蜀绣,传统美术,四川省成都市,https://www.ihchina.cn/project_details/13985.html
蜀绣,传统美术,重庆市渝中区,https://www.ihchina.cn/project_details/13986.html
苗绣（雷山苗绣）,传统美术,贵州省雷山县,https://www.ihchina.cn/project_details/13989.html
苗绣（花溪苗绣）,传统美术,贵州省贵阳市,https://www.ihchina.cn/project_details/13987.html
苗绣（剑河苗绣）,传统美术,贵州省剑河县,https://www.ihchina.cn/project_details/13988.html
苗绣,传统美术,贵州省凯里市,https://www.ihchina.cn/project_details/13990.html
苗绣,传统美术,贵州省台江县,https://www.ihchina.cn/project_details/13991.html
苗绣（湘西苗绣）,传统美术,湖南省湘西土家族苗族自治州花垣县,https://www.ihchina.cn/project_details/23718.html
苗绣（松桃苗绣）,传统美术,贵州省铜仁市松桃苗族自治县,https://www.ihchina.cn/project_details/23719.html
水族马尾绣,传统美术,贵州省三都水族自治县,https://www.ihchina.cn/project_details/13992.html
土族盘绣,传统美术,青海省互助土族自治县,https://www.ihchina.cn/project_details/13993.html
挑花（黄梅挑花）,传统美术,湖北省黄梅县,https://www.ihchina.cn/project_details/13994.html
挑花（花瑶挑花）,传统美术,湖南省隆回县,https://www.ihchina.cn/project_details/13995.html
挑花（望江挑花）,传统美术,安徽省望江县,https://www.ihchina.cn/project_details/13996.html
挑花（花瑶挑花）,传统美术,湖南省溆浦县,https://www.ihchina.cn/project_details/13997.html
挑花（苗族挑花）,传统美术,湖南省泸溪县,https://www.ihchina.cn/project_details/13998.html
挑花（巫溪嫁花）,传统美术,重庆市巫溪县,https://www.ihchina.cn/project_details/23720.html
庆阳香包绣制,传统美术,甘肃省庆阳市,https://www.ihchina.cn/project_details/13999.html
香包（徐州香包）,传统美术,江苏省徐州市,https://www.ihchina.cn/project_details/14000.html
象牙雕刻,传统美术,北京市崇文区,https://www.ihchina.cn/project_details/14001.html
象牙雕刻,传统美术,广东省广州市,https://www.ihchina.cn/project_details/14002.html
象牙雕刻（常州象牙浅刻）,传统美术,江苏省常州市武进区,https://www.ihchina.cn/project_details/14003.html
扬州玉雕,传统美术,江苏省扬州市,https://www.ihchina.cn/project_details/14004.html
岫岩玉雕,传统美术,辽宁省岫岩满族自治县,https://www.ihchina.cn/project_details/14005.html
阜新玛瑙雕,传统美术,辽宁省阜新市,https://www.ihchina.cn/project_details/14006.html
夜光杯雕,传统美术,甘肃省酒泉市,https://www.ihchina.cn/project_details/14007.html
金石篆刻（西泠印社）,传统美术,浙江省杭州市西泠印社,https://www.ihchina.cn/project_details/14008.html
金石篆刻,传统美术,中国艺术研究院,https://www.ihchina.cn/project_details/14009.html
青田石雕,传统美术,浙江省青田县,https://www.ihchina.cn/project_details/14010.html
曲阳石雕,传统美术,河北省曲阳县,https://www.ihchina.cn/project_details/14011.html
寿山石雕,传统美术,福建省福州市,https://www.ihchina.cn/project_details/14012.html
惠安石雕,传统美术,福建省惠安县,https://www.ihchina.cn/project_details/14013.html
惠安石雕（影雕）,传统美术,福建省厦门市湖里区,https://www.ihchina.cn/project_details/23721.html
徽州三雕,传统美术,安徽省黄山市,https://www.ihchina.cn/project_details/14014.html
徽州三雕（婺源三雕）,传统美术,江西省婺源县,https://www.ihchina.cn/project_details/14015.html
临夏砖雕,传统美术,甘肃省临夏县,https://www.ihchina.cn/project_details/14016.html
砖雕（山西民居砖雕）,传统美术,山西省清徐县,https://www.ihchina.cn/project_details/14017.html
砖雕（固原砖雕）,传统美术,宁夏回族自治区固原市,https://www.ihchina.cn/project_details/14018.html
藏族格萨尔彩绘石刻,传统美术,四川省色达县,https://www.ihchina.cn/project_details/14019.html
潮州木雕,传统美术,广东省潮州市,https://www.ihchina.cn/project_details/14020.html
潮州木雕,传统美术,广东省揭阳市,https://www.ihchina.cn/project_details/14022.html
潮州木雕,传统美术,广东省汕头市,https://www.ihchina.cn/project_details/14021.html
宁波朱金漆木雕,传统美术,浙江省宁波市,https://www.ihchina.cn/project_details/14023.html
乐清黄杨木雕,传统美术,浙江省乐清市,https://www.ihchina.cn/project_details/14024.html
黄杨木雕,传统美术,上海市徐汇区,https://www.ihchina.cn/project_details/14025.html
东阳木雕,传统美术,浙江省东阳市,https://www.ihchina.cn/project_details/14026.html
漳州木偶头雕刻,传统美术,福建省漳州市,https://www.ihchina.cn/project_details/14027.html
木偶头雕刻（江加走木偶头雕刻）,传统美术,福建省泉州市,https://www.ihchina.cn/project_details/14028.html
木偶头雕刻（泰顺木偶头雕刻）,传统美术,浙江省泰顺县,https://www.ihchina.cn/project_details/14029.html
萍乡湘东傩面具,传统美术,江西省萍乡市,https://www.ihchina.cn/project_details/14030.html
竹刻（嘉定竹刻）,传统美术,上海市嘉定区,https://www.ihchina.cn/project_details/14031.html
竹刻（宝庆竹刻）,传统美术,湖南省邵阳市,https://www.ihchina.cn/project_details/14032.html
竹刻（无锡留青竹刻）,传统美术,江苏省无锡市,https://www.ihchina.cn/project_details/14033.html
竹刻（常州留青竹刻）,传统美术,江苏省常州市,https://www.ihchina.cn/project_details/14034.html
竹刻（黄岩翻簧竹雕）,传统美术,浙江省台州市黄岩区,https://www.ihchina.cn/project_details/14035.html
竹刻（江安竹簧）,传统美术,四川省江安县,https://www.ihchina.cn/project_details/14036.html
竹刻（徽州竹雕）,传统美术,安徽省黄山市徽州区,https://www.ihchina.cn/project_details/14037.html
竹刻（莆田留青竹刻）,传统美术,福建省莆田市城厢区,https://www.ihchina.cn/project_details/14038.html
泥塑（天津泥人张）,传统美术,天津市,https://www.ihchina.cn/project_details/14039.html
泥塑（惠山泥人）,传统美术,江苏省无锡市,https://www.ihchina.cn/project_details/14041.html
泥塑（浚县泥咕咕）,传统美术,河南省浚县,https://www.ihchina.cn/project_details/14042.html
泥塑（凤翔泥塑）,传统美术,陕西省凤翔县,https://www.ihchina.cn/project_details/14043.html
泥塑（玉田泥塑）,传统美术,河北省玉田县,https://www.ihchina.cn/project_details/14044.html
泥塑（苏州泥塑）,传统美术,江苏省苏州市,https://www.ihchina.cn/project_details/14045.html
泥塑（聂家庄泥塑）,传统美术,山东省高密市,https://www.ihchina.cn/project_details/14046.html
泥塑（大吴泥塑）,传统美术,广东省潮安县,https://www.ihchina.cn/project_details/14047.html
泥塑（徐氏泥彩塑）,传统美术,四川省大英县,https://www.ihchina.cn/project_details/14048.html
泥塑（苗族泥哨）,传统美术,贵州省黄平县,https://www.ihchina.cn/project_details/14049.html
泥塑（杨氏家庭泥塑）,传统美术,宁夏回族自治区隆德县,https://www.ihchina.cn/project_details/14050.html
泥塑（惠民泥塑）,传统美术,山东省惠民县,https://www.ihchina.cn/project_details/14051.html
泥塑（北京兔儿爷）,传统美术,北京市朝阳区,https://www.ihchina.cn/project_details/14052.html
泥塑（淮阳泥泥狗）,传统美术,河南省淮阳县,https://www.ihchina.cn/project_details/14053.html
泥塑（北京泥人张）,传统美术,北京市东城区,https://www.ihchina.cn/project_details/23722.html
塔尔寺酥油花,传统美术,青海省湟中县,https://www.ihchina.cn/project_details/14054.html
酥油花（强巴林寺酥油花）,传统美术,西藏自治区昌都地区,https://www.ihchina.cn/project_details/14055.html
热贡艺术,传统美术,青海省同仁县,https://www.ihchina.cn/project_details/14056.html
灯彩（仙居花灯）,传统美术,浙江省仙居县,https://www.ihchina.cn/project_details/14058.html
灯彩（硖石灯彩）,传统美术,浙江省海宁市,https://www.ihchina.cn/project_details/14057.html
灯彩（泉州花灯）,传统美术,福建省泉州市,https://www.ihchina.cn/project_details/14059.html
灯彩（东莞千角灯）,传统美术,广东省东莞市,https://www.ihchina.cn/project_details/14060.html
灯彩（湟源排灯）,传统美术,青海省湟源县,https://www.ihchina.cn/project_details/14061.html
灯彩（北京灯彩）,传统美术,北京市崇文区,https://www.ihchina.cn/project_details/14062.html
灯彩（北京灯彩）,传统美术,北京市朝阳区,https://www.ihchina.cn/project_details/14063.html
灯彩（上海灯彩）,传统美术,上海市卢湾区,https://www.ihchina.cn/project_details/14064.html
灯彩（秦淮灯彩）,传统美术,江苏省句容市,https://www.ihchina.cn/project_details/14066.html
灯彩（苏州灯彩）,传统美术,江苏省苏州市,https://www.ihchina.cn/project_details/14065.html
灯彩（佛山彩灯）,传统美术,广东省佛山市,https://www.ihchina.cn/project_details/14069.html
灯彩（潮州花灯）,传统美术,广东省潮州市湘桥区,https://www.ihchina.cn/project_details/14070.html
灯彩（洛阳宫灯）,传统美术,河南省洛阳市,https://www.ihchina.cn/project_details/14068.html
灯彩（汴京灯笼张）,传统美术,河南省开封市,https://www.ihchina.cn/project_details/14067.html
灯彩（忠信花灯）,传统美术,广东省连平县,https://www.ihchina.cn/project_details/14071.html
灯彩（乐清首饰龙）,传统美术,浙江省乐清市,https://www.ihchina.cn/project_details/14072.html
嵊州竹编,传统美术,浙江省嵊州市,https://www.ihchina.cn/project_details/14073.html
竹编（东阳竹编）,传统美术,浙江省东阳市,https://www.ihchina.cn/project_details/14074.html
竹编（舒席）,传统美术,安徽省舒城县,https://www.ihchina.cn/project_details/14075.html
竹编（瑞昌竹编）,传统美术,江西省瑞昌市,https://www.ihchina.cn/project_details/14076.html
竹编（梁平竹帘）,传统美术,重庆市梁平县,https://www.ihchina.cn/project_details/14077.html
竹编（渠县刘氏竹编）,传统美术,四川省渠县,https://www.ihchina.cn/project_details/14080.html
竹编（青神竹编）,传统美术,四川省青神县,https://www.ihchina.cn/project_details/14079.html
竹编（瓷胎竹编）,传统美术,四川省邛崃市,https://www.ihchina.cn/project_details/14078.html
竹编（益阳小郁竹艺）,传统美术,湖南省益阳市,https://www.ihchina.cn/project_details/14081.html
竹编（毛南族花竹帽编织技艺）,传统美术,广西壮族自治区环江毛南族自治县,https://www.ihchina.cn/project_details/14082.html
竹编（安溪竹藤编）,传统美术,福建省安溪县,https://www.ihchina.cn/project_details/14083.html
竹编（道明竹编）,传统美术,四川省崇州市,https://www.ihchina.cn/project_details/14084.html
面人（北京面人郎）,传统美术,北京市海淀区,https://www.ihchina.cn/project_details/14085.html
面人（上海面人赵）,传统美术,上海工艺美术研究所,https://www.ihchina.cn/project_details/14086.html
面人（曹州面人）,传统美术,山东省菏泽市牡丹区,https://www.ihchina.cn/project_details/14087.html
面人（曹县江米人）,传统美术,山东省曹县,https://www.ihchina.cn/project_details/14088.html
面人（面人汤）,传统美术,北京市通州区,https://www.ihchina.cn/project_details/14089.html
面人（天津面塑）,传统美术,天津市河西区,https://www.ihchina.cn/project_details/23723.html
面花（阳城焙面面塑）,传统美术,山西省阳城县,https://www.ihchina.cn/project_details/14090.html
面花（闻喜花馍）,传统美术,山西省闻喜县,https://www.ihchina.cn/project_details/14091.html
面花（定襄面塑）,传统美术,山西省定襄县,https://www.ihchina.cn/project_details/14093.html
面花（新绛面塑）,传统美术,山西省新绛县,https://www.ihchina.cn/project_details/14092.html
面花（郎庄面塑）,传统美术,山东省冠县,https://www.ihchina.cn/project_details/14094.html
面花（黄陵面花）,传统美术,陕西省黄陵县,https://www.ihchina.cn/project_details/14095.html
面花（岚县面塑）,传统美术,山西省岚县,https://www.ihchina.cn/project_details/14096.html
草编（大名草编）,传统美术,河北省大名县,https://www.ihchina.cn/project_details/14097.html
草编（徐行草编）,传统美术,上海市嘉定区,https://www.ihchina.cn/project_details/14098.html
草编（湖口草龙）,传统美术,江西省湖口县,https://www.ihchina.cn/project_details/14099.html
草编（莱州草辫）,传统美术,山东省莱州市,https://www.ihchina.cn/project_details/14100.html
草编（沐川草龙）,传统美术,四川省沐川县,https://www.ihchina.cn/project_details/14101.html
草编（哈萨克族芨芨草编织技艺）,传统美术,新疆维吾尔自治区托里县,https://www.ihchina.cn/project_details/14102.html
柳编（广宗柳编）,传统美术,河北省广宗县,https://www.ihchina.cn/project_details/14103.html
柳编（维吾尔族枝条编织）,传统美术,新疆维吾尔自治区吐鲁番市,https://www.ihchina.cn/project_details/14104.html
柳编（固安柳编）,传统美术,河北省固安县,https://www.ihchina.cn/project_details/14105.html
柳编（黄岗柳编）,传统美术,安徽省阜南县,https://www.ihchina.cn/project_details/14106.html
柳编（霍邱柳编）,传统美术,安徽省霍邱县,https://www.ihchina.cn/project_details/14107.html
柳编（博兴柳编）,传统美术,山东省博兴县,https://www.ihchina.cn/project_details/14108.html
柳编（曹县柳编）,传统美术,山东省曹县,https://www.ihchina.cn/project_details/14109.html
柳编（临沭柳编）,传统美术,山东省临沂市临沭县,https://www.ihchina.cn/project_details/23724.html
石雕（煤精雕刻）,传统美术,辽宁省抚顺市,https://www.ihchina.cn/project_details/14110.html
石雕（鸡血石雕）,传统美术,浙江省临安市,https://www.ihchina.cn/project_details/14111.html
石雕（嘉祥石雕）,传统美术,山东省嘉祥县,https://www.ihchina.cn/project_details/14113.html
石雕（掖县滑石雕刻）,传统美术,山东省莱州市,https://www.ihchina.cn/project_details/14112.html
石雕（方城石猴）,传统美术,河南省方城县,https://www.ihchina.cn/project_details/14114.html
石雕（大冶石雕）,传统美术,湖北省大冶市,https://www.ihchina.cn/project_details/14115.html
石雕（菊花石雕）,传统美术,湖南省浏阳市,https://www.ihchina.cn/project_details/14116.html
石雕（雷州石狗）,传统美术,广东省雷州市,https://www.ihchina.cn/project_details/14117.html
石雕（白花石刻）,传统美术,四川省广元市,https://www.ihchina.cn/project_details/14118.html
石雕（安岳石刻）,传统美术,四川省安岳县,https://www.ihchina.cn/project_details/14119.html
石雕（泽库和日寺石刻）,传统美术,青海省泽库县,https://www.ihchina.cn/project_details/14120.html
石雕（菊花石雕）,传统美术,湖南省工艺美术研究所,https://www.ihchina.cn/project_details/14121.html
石雕（沅洲石雕）,传统美术,湖南省芷江侗族自治县,https://www.ihchina.cn/project_details/14122.html
石雕（富平石刻）,传统美术,陕西省富平县,https://www.ihchina.cn/project_details/14123.html
石雕（绥德石雕）,传统美术,陕西省绥德县,https://www.ihchina.cn/project_details/14124.html
石雕（巴林石雕）,传统美术,内蒙古自治区赤峰市,https://www.ihchina.cn/project_details/23725.html
石雕（绿松石雕）,传统美术,湖北省,https://www.ihchina.cn/project_details/23726.html
石雕（大足石雕）,传统美术,重庆市大足区,https://www.ihchina.cn/project_details/23727.html
玉雕（北京玉雕）,传统美术,北京市玉器厂,https://www.ihchina.cn/project_details/14125.html
玉雕（苏州玉雕）,传统美术,江苏省苏州市,https://www.ihchina.cn/project_details/14126.html
玉雕（镇平玉雕）,传统美术,河南省镇平县,https://www.ihchina.cn/project_details/14127.html
玉雕（广州玉雕）,传统美术,广东省广州市荔湾区,https://www.ihchina.cn/project_details/14128.html
玉雕（阳美翡翠玉雕）,传统美术,广东省揭阳市,https://www.ihchina.cn/project_details/14129.html
玉雕（海派玉雕）,传统美术,上海市,https://www.ihchina.cn/project_details/14130.html
玉雕（腾冲玉雕）,传统美术,云南省保山市腾冲市,https://www.ihchina.cn/project_details/23728.html
木雕（曲阜楷木雕刻）,传统美术,山东省曲阜市,https://www.ihchina.cn/project_details/14131.html
木雕（澳门神像雕刻）,传统美术,澳门特别行政区,https://www.ihchina.cn/project_details/14133.html
木雕（武汉木雕船模）,传统美术,湖北省武汉市硚口区,https://www.ihchina.cn/project_details/14132.html
木雕（紫檀雕刻）,传统美术,中国紫檀博物馆,https://www.ihchina.cn/project_details/14134.html
木雕（紫檀雕刻）,传统美术,上海市,https://www.ihchina.cn/project_details/14135.html
木雕（莆田木雕）,传统美术,福建省莆田市,https://www.ihchina.cn/project_details/14136.html
木雕（花瑰艺术）,传统美术,海南省澄迈县,https://www.ihchina.cn/project_details/14137.html
木雕（剑川木雕）,传统美术,云南省剑川县,https://www.ihchina.cn/project_details/14138.html
木雕（永乐桃木雕刻）,传统美术,山西省芮城县,https://www.ihchina.cn/project_details/14139.html
木雕（东固传统造像）,传统美术,江西省吉安市青原区,https://www.ihchina.cn/project_details/14140.html
木雕（通山木雕）,传统美术,湖北省通山县,https://www.ihchina.cn/project_details/14141.html
木雕（泉州木雕）,传统美术,福建省泉州市,https://www.ihchina.cn/project_details/23729.html
木雕（曹县木雕）,传统美术,山东省菏泽市曹县,https://www.ihchina.cn/project_details/23730.html
木雕（奉节木雕）,传统美术,重庆市奉节县,https://www.ihchina.cn/project_details/23731.html
木雕（藏族扎囊木雕）,传统美术,西藏自治区山南市,https://www.ihchina.cn/project_details/23732.html
核雕（光福核雕）,传统美术,江苏省苏州市,https://www.ihchina.cn/project_details/14142.html
核雕（潍坊核雕）,传统美术,山东省潍坊市,https://www.ihchina.cn/project_details/14143.html
核雕（广州榄雕）,传统美术,广东省增城市,https://www.ihchina.cn/project_details/14144.html
核雕（大连核雕）,传统美术,辽宁省大连市西岗区,https://www.ihchina.cn/project_details/14145.html
椰雕（海南椰雕）,传统美术,海南省海口市,https://www.ihchina.cn/project_details/14146.html
葫芦雕刻（东昌葫芦雕刻）,传统美术,山东省聊城市,https://www.ihchina.cn/project_details/14147.html
锡雕,传统美术,浙江省永康市,https://www.ihchina.cn/project_details/14148.html
锡雕,传统美术,山东省莱芜市,https://www.ihchina.cn/project_details/14149.html
锡雕（莲花打锡）,传统美术,江西省莲花县,https://www.ihchina.cn/project_details/14150.html
锡雕（锦州锡雕）,传统美术,辽宁省锦州市,https://www.ihchina.cn/project_details/23733.html
汉字书法,传统美术,中国文学艺术界联合会书法家协会,https://www.ihchina.cn/project_details/14151.html
汉字书法,传统美术,中国艺术研究院中国书法院,https://www.ihchina.cn/project_details/14152.html
藏文书法（德格藏文书法）,传统美术,四川省德格县,https://www.ihchina.cn/project_details/14153.html
藏文书法（果洛德昂洒智）,传统美术,青海省果洛藏族自治州,https://www.ihchina.cn/project_details/14154.html
藏文书法（尼赤）,传统美术,西藏自治区,https://www.ihchina.cn/project_details/14155.html
木版年画（平阳木版年画）,传统美术,山西省临汾市,https://www.ihchina.cn/project_details/14156.html
木版年画（东昌府木版年画）,传统美术,山东省聊城市,https://www.ihchina.cn/project_details/14157.html
木版年画（张秋木版年画）,传统美术,山东省阳谷县,https://www.ihchina.cn/project_details/14158.html
木版年画（滑县木版年画）,传统美术,河南省滑县,https://www.ihchina.cn/project_details/14159.html
