项目名称,项目类别,申报地区或单位,详情链接
绍兴平湖调,曲艺,浙江省绍兴市,https://www.ihchina.cn/project_details/13614.html
兰溪摊簧,曲艺,浙江省兰溪市,https://www.ihchina.cn/project_details/13615.html
摊簧（杭州摊簧）,曲艺,浙江省杭州市,https://www.ihchina.cn/project_details/13616.html
摊簧（绍兴摊簧）,曲艺,浙江省绍兴市,https://www.ihchina.cn/project_details/13617.html
贤孝（凉州贤孝）,曲艺,甘肃省武威市,https://www.ihchina.cn/project_details/13618.html
贤孝（河州贤孝）,曲艺,甘肃省临夏市,https://www.ihchina.cn/project_details/13619.html
贤孝（西宁贤孝）,曲艺,青海省西宁市,https://www.ihchina.cn/project_details/13620.html
河南坠子,曲艺,河南省,https://www.ihchina.cn/project_details/13621.html
河南坠子,曲艺,河北省临漳县,https://www.ihchina.cn/project_details/13622.html
山东琴书,曲艺,山东省,https://www.ihchina.cn/project_details/13623.html
山东琴书,曲艺,山东省菏泽市,https://www.ihchina.cn/project_details/13624.html
山东琴书,曲艺,山东省郓城县,https://www.ihchina.cn/project_details/13625.html
锣鼓书,曲艺,上海市南汇区,https://www.ihchina.cn/project_details/13626.html
绍兴莲花落,曲艺,浙江省绍兴县,https://www.ihchina.cn/project_details/13627.html
兰州鼓子,曲艺,甘肃省兰州市,https://www.ihchina.cn/project_details/13628.html
扬州清曲,曲艺,江苏省扬州市,https://www.ihchina.cn/project_details/13629.html
锦歌,曲艺,福建省漳州市,https://www.ihchina.cn/project_details/13630.html
常德丝弦,曲艺,湖南省常德市,https://www.ihchina.cn/project_details/13631.html
丝弦,曲艺,湖南省武冈市,https://www.ihchina.cn/project_details/13632.html
榆林小曲,曲艺,陕西省榆林市,https://www.ihchina.cn/project_details/13633.html
天津时调,曲艺,天津市,https://www.ihchina.cn/project_details/13634.html
新疆曲子,曲艺,新疆维吾尔自治区昌吉回族自治州,https://www.ihchina.cn/project_details/13635.html
新疆曲子,曲艺,新疆维吾尔自治区巴里坤哈萨克自治县,https://www.ihchina.cn/project_details/13636.html
龙舟说唱,曲艺,广东省佛山市顺德区,https://www.ihchina.cn/project_details/13637.html
鼓盆歌,曲艺,湖北省荆州市,https://www.ihchina.cn/project_details/13638.html
鼓盆歌,曲艺,湖南省澧县,https://www.ihchina.cn/project_details/13639.html
汉川善书,曲艺,湖北省汉川市,https://www.ihchina.cn/project_details/13640.html
歌册（东山歌册）,曲艺,福建省东山县,https://www.ihchina.cn/project_details/13641.html
歌册（潮州歌册）,曲艺,广东省潮州市,https://www.ihchina.cn/project_details/13642.html
东北二人转,曲艺,辽宁省黑山县,https://www.ihchina.cn/project_details/13643.html
东北二人转,曲艺,辽宁省铁岭市,https://www.ihchina.cn/project_details/13644.html
东北二人转,曲艺,吉林省,https://www.ihchina.cn/project_details/13645.html
东北二人转,曲艺,黑龙江省海伦市,https://www.ihchina.cn/project_details/13646.html
东北二人转,曲艺,内蒙古自治区通辽市,https://www.ihchina.cn/project_details/13647.html
东北二人转,曲艺,黑龙江省绥棱县,https://www.ihchina.cn/project_details/13648.html
二人转,曲艺,辽宁省辽阳市,https://www.ihchina.cn/project_details/13649.html
二人转,曲艺,吉林省梨树县,https://www.ihchina.cn/project_details/13650.html
凤阳花鼓,曲艺,安徽省凤阳县,https://www.ihchina.cn/project_details/13651.html
答嘴鼓,曲艺,福建省厦门市,https://www.ihchina.cn/project_details/13652.html
小热昏,曲艺,浙江省杭州市,https://www.ihchina.cn/project_details/13653.html
小热昏,曲艺,江苏省常州市,https://www.ihchina.cn/project_details/13654.html
山东快书,曲艺,山东省,https://www.ihchina.cn/project_details/13655.html
乌力格尔,曲艺,内蒙古自治区扎鲁特旗,https://www.ihchina.cn/project_details/13656.html
乌力格尔,曲艺,内蒙古自治区科尔沁右翼中旗,https://www.ihchina.cn/project_details/13657.html
乌力格尔,曲艺,辽宁省阜新蒙古族自治县,https://www.ihchina.cn/project_details/13658.html
乌力格尔,曲艺,吉林省前郭尔罗斯蒙古族自治县,https://www.ihchina.cn/project_details/13659.html
乌力格尔,曲艺,内蒙古自治区通辽市,https://www.ihchina.cn/project_details/13660.html
达斡尔族乌钦,曲艺,黑龙江省,https://www.ihchina.cn/project_details/13661.html
达斡尔族乌钦,曲艺,内蒙古自治区莫力达瓦达斡尔族自治旗,https://www.ihchina.cn/project_details/13662.html
赫哲族伊玛堪,曲艺,黑龙江省,https://www.ihchina.cn/project_details/13663.html
鄂伦春族摩苏昆,曲艺,黑龙江省,https://www.ihchina.cn/project_details/13664.html
傣族章哈,曲艺,云南省西双版纳傣族自治州,https://www.ihchina.cn/project_details/13665.html
哈萨克族阿依特斯,曲艺,新疆维吾尔自治区伊犁哈萨克自治州,https://www.ihchina.cn/project_details/13666.html
哈萨克族阿依特斯,曲艺,甘肃省阿克塞哈萨克族自治县,https://www.ihchina.cn/project_details/13667.html
布依族八音坐唱,曲艺,贵州省兴义市,https://www.ihchina.cn/project_details/13668.html
相声,曲艺,中国广播艺术团,https://www.ihchina.cn/project_details/13669.html
相声,曲艺,北京市歌舞剧院有限责任公司,https://www.ihchina.cn/project_details/13670.html
相声,曲艺,天津市,https://www.ihchina.cn/project_details/13671.html
京韵大鼓,曲艺,北京市歌舞剧院有限责任公司,https://www.ihchina.cn/project_details/13672.html
京韵大鼓,曲艺,天津市曲艺团,https://www.ihchina.cn/project_details/13673.html
单弦牌子曲（含岔曲）,曲艺,北京市歌舞剧院有限责任公司,https://www.ihchina.cn/project_details/13675.html
单弦牌子曲（含岔曲）,曲艺,北京市西城区,https://www.ihchina.cn/project_details/13674.html
单弦牌子曲（含岔曲）,曲艺,天津市,https://www.ihchina.cn/project_details/23689.html
扬州弹词,曲艺,江苏省扬州市,https://www.ihchina.cn/project_details/13676.html
长沙弹词,曲艺,湖南省长沙市,https://www.ihchina.cn/project_details/13677.html
杭州评词,曲艺,浙江省杭州市,https://www.ihchina.cn/project_details/13678.html
杭州评话,曲艺,浙江省杭州市,https://www.ihchina.cn/project_details/13679.html
绍兴词调,曲艺,浙江省绍兴市,https://www.ihchina.cn/project_details/13680.html
临海词调,曲艺,浙江省临海市,https://www.ihchina.cn/project_details/13681.html
四明南词,曲艺,浙江省宁波市,https://www.ihchina.cn/project_details/13682.html
北京评书,曲艺,北京市宣武区,https://www.ihchina.cn/project_details/13683.html
北京评书,曲艺,辽宁省鞍山市,https://www.ihchina.cn/project_details/13684.html
北京评书,曲艺,辽宁省本溪市,https://www.ihchina.cn/project_details/13685.html
北京评书,曲艺,辽宁省营口市,https://www.ihchina.cn/project_details/13686.html
湖北评书,曲艺,湖北省武汉市,https://www.ihchina.cn/project_details/13687.html
浦东说书,曲艺,上海市浦东新区,https://www.ihchina.cn/project_details/13688.html
讲古,曲艺,福建省厦门市思明区,https://www.ihchina.cn/project_details/13689.html
湖北大鼓,曲艺,湖北省武汉市,https://www.ihchina.cn/project_details/13690.html
湖北大鼓,曲艺,湖北省团风县,https://www.ihchina.cn/project_details/13691.html
襄垣鼓书,曲艺,山西省襄垣县,https://www.ihchina.cn/project_details/13692.html
萍乡春锣,曲艺,江西省萍乡市,https://www.ihchina.cn/project_details/13693.html
三弦书（沁州三弦书）,曲艺,山西省沁县,https://www.ihchina.cn/project_details/13694.html
三弦书（南阳三弦书）,曲艺,河南省南阳市,https://www.ihchina.cn/project_details/13695.html
莺歌柳书,曲艺,山东省菏泽市,https://www.ihchina.cn/project_details/13696.html
平湖钹子书,曲艺,浙江省平湖市,https://www.ihchina.cn/project_details/13697.html
宁波走书,曲艺,浙江省宁波市鄞州区,https://www.ihchina.cn/project_details/13698.html
宁波走书,曲艺,浙江省奉化市,https://www.ihchina.cn/project_details/13699.html
独脚戏,曲艺,上海市黄浦区,https://www.ihchina.cn/project_details/13700.html
独脚戏,曲艺,浙江省杭州市,https://www.ihchina.cn/project_details/13701.html
大调曲子,曲艺,河南省南阳市,https://www.ihchina.cn/project_details/13702.html
湖北小曲,曲艺,湖北省武汉市,https://www.ihchina.cn/project_details/13703.html
南曲,曲艺,湖北省五峰土家族自治县,https://www.ihchina.cn/project_details/13704.html
秦安小曲,曲艺,甘肃省秦安县,https://www.ihchina.cn/project_details/13705.html
徐州琴书,曲艺,江苏省徐州市,https://www.ihchina.cn/project_details/13706.html
恩施扬琴,曲艺,湖北省恩施市,https://www.ihchina.cn/project_details/13707.html
四川扬琴,曲艺,四川省曲艺团,https://www.ihchina.cn/project_details/13708.html
四川扬琴,曲艺,四川省音乐舞蹈研究所,https://www.ihchina.cn/project_details/13710.html
四川扬琴,曲艺,成都艺术剧院,https://www.ihchina.cn/project_details/13709.html
四川扬琴,曲艺,重庆市曲艺团,https://www.ihchina.cn/project_details/13711.html
四川竹琴,曲艺,重庆市三峡曲艺团,https://www.ihchina.cn/project_details/13712.html
四川竹琴,曲艺,四川省成都艺术剧院,https://www.ihchina.cn/project_details/13713.html
四川清音,曲艺,四川省成都艺术剧院,https://www.ihchina.cn/project_details/13714.html
四川清音,曲艺,重庆市曲艺团,https://www.ihchina.cn/project_details/13715.html
金华道情,曲艺,浙江省金华市,https://www.ihchina.cn/project_details/13716.html
金华道情,曲艺,浙江省义乌市,https://www.ihchina.cn/project_details/13717.html
陕北道情,曲艺,陕西省延安市,https://www.ihchina.cn/project_details/13718.html
陕北道情,曲艺,陕西省清涧县,https://www.ihchina.cn/project_details/13719.html
朝鲜族三老人,曲艺,吉林省和龙市,https://www.ihchina.cn/project_details/13720.html
南京白局,曲艺,江苏省南京市秦淮区,https://www.ihchina.cn/project_details/13721.html
武林调,曲艺,浙江省杭州市,https://www.ihchina.cn/project_details/13722.html
绍兴宣卷,曲艺,浙江省绍兴县,https://www.ihchina.cn/project_details/13723.html
温州莲花,曲艺,浙江省温州市鹿城区,https://www.ihchina.cn/project_details/13724.html
温州莲花,曲艺,浙江省永嘉县,https://www.ihchina.cn/project_details/13725.html
山东落子,曲艺,山东省单县,https://www.ihchina.cn/project_details/13726.html
山东落子,曲艺,山东省金乡县,https://www.ihchina.cn/project_details/13727.html
说鼓子,曲艺,湖北省公安县,https://www.ihchina.cn/project_details/13728.html
说鼓子,曲艺,湖北省松滋市,https://www.ihchina.cn/project_details/13729.html
广西文场,曲艺,广西壮族自治区桂林市,https://www.ihchina.cn/project_details/13730.html
车灯,曲艺,重庆市曲艺团,https://www.ihchina.cn/project_details/13731.html
眉户曲子,曲艺,陕西省户县,https://www.ihchina.cn/project_details/13732.html
韩城秧歌,曲艺,陕西省韩城市,https://www.ihchina.cn/project_details/13733.html
金钱板,曲艺,四川省成都市,https://www.ihchina.cn/project_details/13734.html
金钱板,曲艺,重庆市万州区,https://www.ihchina.cn/project_details/13735.html
青海平弦,曲艺,青海省西宁市,https://www.ihchina.cn/project_details/13736.html
青海越弦,曲艺,青海省西宁市,https://www.ihchina.cn/project_details/13737.html
青海下弦,曲艺,青海省,https://www.ihchina.cn/project_details/13738.html
好来宝,曲艺,内蒙古自治区科尔沁左翼后旗,https://www.ihchina.cn/project_details/13739.html
哈萨克族铁尔麦,曲艺,新疆维吾尔自治区伊犁哈萨克自治州,https://www.ihchina.cn/project_details/13740.html
莲花落,曲艺,山西省太原市,https://www.ihchina.cn/project_details/13741.html
长子鼓书,曲艺,山西省长子县,https://www.ihchina.cn/project_details/13742.html
翼城琴书,曲艺,山西省翼城县,https://www.ihchina.cn/project_details/13743.html
曲沃琴书,曲艺,山西省曲沃县,https://www.ihchina.cn/project_details/13744.html
泽州四弦书,曲艺,山西省泽州县,https://www.ihchina.cn/project_details/13745.html
盘索里,曲艺,辽宁省铁岭市,https://www.ihchina.cn/project_details/13746.html
盘索里,曲艺,吉林省延边朝鲜族自治州,https://www.ihchina.cn/project_details/13747.html
永康鼓词,曲艺,浙江省永康市,https://www.ihchina.cn/project_details/13748.html
唱新闻,曲艺,浙江省象山县,https://www.ihchina.cn/project_details/13749.html
渔鼓道情,曲艺,安徽省萧县,https://www.ihchina.cn/project_details/13750.html
三棒鼓,曲艺,湖北省宣恩县,https://www.ihchina.cn/project_details/13751.html
祁阳小调,曲艺,湖南省祁阳县,https://www.ihchina.cn/project_details/13752.html
粤曲,曲艺,广东省广州市,https://www.ihchina.cn/project_details/13753.html
木鱼歌,曲艺,广东省东莞市,https://www.ihchina.cn/project_details/13754.html
四川评书,曲艺,重庆市曲艺团,https://www.ihchina.cn/project_details/13755.html
洛南静板书,曲艺,陕西省洛南县,https://www.ihchina.cn/project_details/13756.html
南音说唱,曲艺,澳门特别行政区,https://www.ihchina.cn/project_details/13757.html
河州平弦,曲艺,甘肃省临夏市,https://www.ihchina.cn/project_details/13758.html
端鼓腔,曲艺,山东省东平县,https://www.ihchina.cn/project_details/13760.html
端鼓腔,曲艺,山东省微山县,https://www.ihchina.cn/project_details/13759.html
数来宝,曲艺,北京市东城区 ,https://www.ihchina.cn/project_details/13761.html
梅花大鼓,曲艺,天津市,https://www.ihchina.cn/project_details/13762.html
弹唱,曲艺,山西省吕梁市离石区,https://www.ihchina.cn/project_details/13763.html
浦东宣卷,曲艺,上海市浦东新区,https://www.ihchina.cn/project_details/13764.html
丽水鼓词,曲艺,浙江省丽水市莲都区 ,https://www.ihchina.cn/project_details/13765.html
客家古文,曲艺,江西省于都县 ,https://www.ihchina.cn/project_details/13766.html
永新小鼓,曲艺,江西省永新县 ,https://www.ihchina.cn/project_details/13767.html
山东花鼓,曲艺,山东省菏泽市 ,https://www.ihchina.cn/project_details/13768.html
跳三鼓,曲艺,湖北省石首市 ,https://www.ihchina.cn/project_details/13769.html
湖南渔鼓,曲艺,湖南省 ,https://www.ihchina.cn/project_details/13770.html
桂林渔鼓,曲艺,广西壮族自治区桂林市 ,https://www.ihchina.cn/project_details/13771.html
宁夏小曲,曲艺,宁夏回族自治区银川市 ,https://www.ihchina.cn/project_details/13772.html
托勒敖,曲艺,新疆维吾尔自治区尼勒克县,https://www.ihchina.cn/project_details/13773.html
蔡家洼五音大鼓,曲艺,北京市密云区,https://www.ihchina.cn/project_details/23491.html
屯留道情,曲艺,山西省长治市屯留区,https://www.ihchina.cn/project_details/23492.html
陵川钢板书,曲艺,山西省晋城市陵川县,https://www.ihchina.cn/project_details/23493.html
苏北大鼓,曲艺,江苏省宿迁市宿城区,https://www.ihchina.cn/project_details/23494.html
三跳（湖州三跳）,曲艺,浙江省湖州市,https://www.ihchina.cn/project_details/23495.html
南昌清音,曲艺,江西省南昌市东湖区,https://www.ihchina.cn/project_details/23496.html
都昌鼓书,曲艺,江西省九江市都昌县,https://www.ihchina.cn/project_details/23497.html
江西莲花落,曲艺,江西省萍乡市,https://www.ihchina.cn/project_details/23498.html
陕州锣鼓书,曲艺,河南省三门峡市,https://www.ihchina.cn/project_details/23499.html
天门渔鼓,曲艺,湖北省天门市,https://www.ihchina.cn/project_details/23500.html
竹板歌,曲艺,广东省梅州市兴宁市,https://www.ihchina.cn/project_details/23501.html
末伦,曲艺,广西壮族自治区百色市靖西市,https://www.ihchina.cn/project_details/23502.html
嘎百福,曲艺,贵州省黔东南苗族侗族自治州,https://www.ihchina.cn/project_details/23503.html
旭早,曲艺,贵州省黔南布依族苗族自治州三都水族自治县,https://www.ihchina.cn/project_details/23504.html
大本曲,曲艺,云南省大理白族自治州大理市,https://www.ihchina.cn/project_details/23505.html
古尔鲁,曲艺,西藏自治区拉萨市,https://www.ihchina.cn/project_details/23506.html
陕西快板,曲艺,陕西省,https://www.ihchina.cn/project_details/23507.html
龙头琴弹唱,曲艺,甘肃省甘南藏族自治州玛曲县,https://www.ihchina.cn/project_details/23508.html
