项目名称,项目类别,申报地区或单位,详情链接
龙舞（长兴百叶龙）,传统舞蹈,浙江省长兴县,https://www.ihchina.cn/project_details/12828.html
龙舞（奉化布龙）,传统舞蹈,浙江省奉化市,https://www.ihchina.cn/project_details/12827.html
龙舞（泸州雨坛彩龙）,传统舞蹈,四川省泸县,https://www.ihchina.cn/project_details/12833.html
龙舞（易县摆字龙灯）,传统舞蹈,河北省易县,https://www.ihchina.cn/project_details/12835.html
龙舞（曲周龙灯）,传统舞蹈,河北省曲周县,https://www.ihchina.cn/project_details/12834.html
龙舞（金州龙舞）,传统舞蹈,辽宁省大连市金州区,https://www.ihchina.cn/project_details/12836.html
龙舞（舞草龙）,传统舞蹈,上海市松江区,https://www.ihchina.cn/project_details/12837.html
龙舞（骆山大龙）,传统舞蹈,江苏省溧水区,https://www.ihchina.cn/project_details/12838.html
龙舞（兰溪断头龙）,传统舞蹈,浙江省兰溪市,https://www.ihchina.cn/project_details/12839.html
龙舞（大田板灯龙）,传统舞蹈,福建省大田县,https://www.ihchina.cn/project_details/12840.html
龙舞（高龙）,传统舞蹈,湖北省武汉市汉阳区,https://www.ihchina.cn/project_details/12841.html
龙舞（汝城香火龙）,传统舞蹈,湖南省汝城县,https://www.ihchina.cn/project_details/12843.html
龙舞（九龙舞）,传统舞蹈,湖南省平江县,https://www.ihchina.cn/project_details/12842.html
龙舞（埔寨火龙）,传统舞蹈,广东省丰顺县,https://www.ihchina.cn/project_details/12846.html
龙舞（人龙舞）,传统舞蹈,广东省佛山市,https://www.ihchina.cn/project_details/12844.html
龙舞（荷塘纱龙）,传统舞蹈,广东省江门市蓬江区,https://www.ihchina.cn/project_details/12845.html
龙舞（乔林烟花火龙）,传统舞蹈,广东省揭阳市,https://www.ihchina.cn/project_details/12848.html
龙舞（醉龙）,传统舞蹈,广东省中山市,https://www.ihchina.cn/project_details/12847.html
龙舞（黄龙溪火龙灯舞）,传统舞蹈,四川省双流县,https://www.ihchina.cn/project_details/12849.html
龙舞（浦东绕龙灯）,传统舞蹈,上海市浦东新区,https://www.ihchina.cn/project_details/12850.html
龙舞（直溪巨龙）,传统舞蹈,江苏省金坛市,https://www.ihchina.cn/project_details/12851.html
龙舞（碇步龙）,传统舞蹈,浙江省泰顺县,https://www.ihchina.cn/project_details/12852.html
龙舞（开化香火草龙）,传统舞蹈,浙江省开化县,https://www.ihchina.cn/project_details/12853.html
龙舞（坎门花龙）,传统舞蹈,浙江省玉环县,https://www.ihchina.cn/project_details/12854.html
龙舞（龙灯扛阁）,传统舞蹈,山东省临沂市,https://www.ihchina.cn/project_details/12855.html
龙舞（火龙舞）,传统舞蹈,河南省孟州市,https://www.ihchina.cn/project_details/12856.html
龙舞（三节龙）,传统舞蹈,湖北省云梦县,https://www.ihchina.cn/project_details/12857.html
龙舞（地龙灯）,传统舞蹈,湖北省来凤县,https://www.ihchina.cn/project_details/12858.html
龙舞（芷江孽龙）,传统舞蹈,湖南省芷江侗族自治县,https://www.ihchina.cn/project_details/12860.html
龙舞（城步吊龙）,传统舞蹈,湖南省城步苗族自治县,https://www.ihchina.cn/project_details/12859.html
龙舞（香火龙）,传统舞蹈,广东省南雄市,https://www.ihchina.cn/project_details/12861.html
龙舞（六坊云龙舞）,传统舞蹈,广东省中山市,https://www.ihchina.cn/project_details/12862.html
龙舞（鳌江划大龙）,传统舞蹈,浙江省平阳县,https://www.ihchina.cn/project_details/12863.html
龙舞（手龙舞）,传统舞蹈,安徽省绩溪县,https://www.ihchina.cn/project_details/12864.html
龙舞（潜江草把龙）,传统舞蹈,湖北省潜江市,https://www.ihchina.cn/project_details/12865.html
龙舞（徽州板凳龙）,传统舞蹈,安徽省黄山市休宁县,https://www.ihchina.cn/project_details/23654.html
龙舞（王贵武龙灯）,传统舞蹈,湖北省黄石市铁山区,https://www.ihchina.cn/project_details/23655.html
龙舞（板板龙灯）,传统舞蹈,湖南省张家界市慈利县,https://www.ihchina.cn/project_details/23656.html
龙舞（安仁板凳龙）,传统舞蹈,四川省达州市,https://www.ihchina.cn/project_details/23657.html
狮舞（徐水舞狮）,传统舞蹈,河北省徐水县,https://www.ihchina.cn/project_details/12866.html
狮舞（天塔狮舞）,传统舞蹈,山西省襄汾县,https://www.ihchina.cn/project_details/12867.html
狮舞（黄沙狮子）,传统舞蹈,浙江省临海市,https://www.ihchina.cn/project_details/12868.html
狮舞（广东醒狮）,传统舞蹈,广东省佛山市,https://www.ihchina.cn/project_details/12870.html
狮舞（广东醒狮）,传统舞蹈,广东省遂溪县,https://www.ihchina.cn/project_details/12871.html
狮舞（广东醒狮）,传统舞蹈,广东省广州市,https://www.ihchina.cn/project_details/12869.html
狮舞（白纸坊太狮）,传统舞蹈,北京市,https://www.ihchina.cn/project_details/12872.html
狮舞（沧县狮舞）,传统舞蹈,河北省沧县,https://www.ihchina.cn/project_details/12873.html
狮舞（丰城岳家狮）,传统舞蹈,江西省丰城市,https://www.ihchina.cn/project_details/12874.html
狮舞（小相狮舞）,传统舞蹈,河南省巩义市,https://www.ihchina.cn/project_details/12875.html
狮舞（槐店文狮子）,传统舞蹈,河南省沈丘县,https://www.ihchina.cn/project_details/12876.html
狮舞（席狮舞）,传统舞蹈,广东省梅州市,https://www.ihchina.cn/project_details/12877.html
狮舞（布依族高台狮灯舞）,传统舞蹈,贵州省兴义市,https://www.ihchina.cn/project_details/12878.html
狮舞（马桥手狮舞）,传统舞蹈,上海市闵行区,https://www.ihchina.cn/project_details/12879.html
狮舞（古陂蓆狮、犁狮）,传统舞蹈,江西省信丰县,https://www.ihchina.cn/project_details/12880.html
狮舞（青狮）,传统舞蹈,广东省揭阳市,https://www.ihchina.cn/project_details/12882.html
狮舞（松岗七星狮舞）,传统舞蹈,广东省深圳市,https://www.ihchina.cn/project_details/12881.html
狮舞（藤县狮舞）,传统舞蹈,广西壮族自治区藤县,https://www.ihchina.cn/project_details/12883.html
狮舞（田阳壮族狮舞）,传统舞蹈,广西壮族自治区田阳县,https://www.ihchina.cn/project_details/12884.html
狮舞（高台狮舞）,传统舞蹈,重庆市彭水苗族土家族自治县,https://www.ihchina.cn/project_details/12885.html
狮舞（黎川舞白狮）,传统舞蹈,江西省黎川县,https://www.ihchina.cn/project_details/12886.html
狮舞（上川黄连胜醒狮舞）,传统舞蹈,广东省深圳市宝安区,https://www.ihchina.cn/project_details/23658.html
狮舞（瑶族布袋木狮舞）,传统舞蹈,广东省清远市连州市,https://www.ihchina.cn/project_details/23659.html
花鼓灯（蚌埠花鼓灯）,传统舞蹈,安徽省蚌埠市,https://www.ihchina.cn/project_details/12887.html
花鼓灯（凤台花鼓灯）,传统舞蹈,安徽省凤台县,https://www.ihchina.cn/project_details/12888.html
花鼓灯（颍上花鼓灯）,传统舞蹈,安徽省颍上县,https://www.ihchina.cn/project_details/12889.html
傩舞（南丰跳傩）,传统舞蹈,江西省南丰县,https://www.ihchina.cn/project_details/12890.html
傩舞（婺源傩舞）,传统舞蹈,江西省婺源县,https://www.ihchina.cn/project_details/12892.html
傩舞（乐安傩舞 ）,传统舞蹈,江西省乐安县,https://www.ihchina.cn/project_details/12891.html
傩舞（寿阳爱社）,传统舞蹈,山西省寿阳县,https://www.ihchina.cn/project_details/12893.html
傩舞（祁门傩舞）,传统舞蹈,安徽省祁门县,https://www.ihchina.cn/project_details/12894.html
傩舞（邵武傩舞）,传统舞蹈,福建省邵武市,https://www.ihchina.cn/project_details/12895.html
傩舞（湛江傩舞）,传统舞蹈,广东省湛江市麻章区,https://www.ihchina.cn/project_details/12896.html
傩舞（文县池哥昼）,传统舞蹈,甘肃省文县,https://www.ihchina.cn/project_details/12897.html
傩舞（永靖七月跳会）,传统舞蹈,甘肃省永靖县,https://www.ihchina.cn/project_details/12898.html
傩舞（浦南古傩）,传统舞蹈,福建省漳州市,https://www.ihchina.cn/project_details/12899.html
傩舞（跳五猖）,传统舞蹈,安徽省郎溪县,https://www.ihchina.cn/project_details/12900.html
傩舞（萍乡耍傩神）,传统舞蹈,江西省萍乡市,https://www.ihchina.cn/project_details/23660.html
英歌（普宁英歌）,传统舞蹈,广东省揭阳市,https://www.ihchina.cn/project_details/12902.html
英歌（潮阳英歌）,传统舞蹈,广东省汕头市,https://www.ihchina.cn/project_details/12901.html
英歌（甲子英歌）,传统舞蹈,广东省陆丰市,https://www.ihchina.cn/project_details/12903.html
高跷（高跷走兽）,传统舞蹈,山西省稷山县,https://www.ihchina.cn/project_details/12904.html
高跷（海城高跷）,传统舞蹈,辽宁省海城市,https://www.ihchina.cn/project_details/12905.html
高跷（辽西高跷）,传统舞蹈,辽宁省锦州市,https://www.ihchina.cn/project_details/12906.html
高跷（苦水高高跷）,传统舞蹈,甘肃省永登县,https://www.ihchina.cn/project_details/12907.html
高跷（盖州高跷）,传统舞蹈,辽宁省盖州市,https://www.ihchina.cn/project_details/12908.html
高跷（上口子高跷）,传统舞蹈,辽宁省大洼县,https://www.ihchina.cn/project_details/12909.html
高跷（独杆跷）,传统舞蹈,山东省泰安市,https://www.ihchina.cn/project_details/12910.html
高跷（高抬火轿）,传统舞蹈,河南省沁阳市,https://www.ihchina.cn/project_details/12911.html
永新盾牌舞,传统舞蹈,江西省永新县,https://www.ihchina.cn/project_details/12912.html
盾牌舞（藤牌舞）,传统舞蹈,浙江省瑞安市,https://www.ihchina.cn/project_details/12913.html
翼城花鼓,传统舞蹈,山西省翼城县,https://www.ihchina.cn/project_details/12914.html
泉州拍胸舞,传统舞蹈,福建省泉州市,https://www.ihchina.cn/project_details/12915.html
安塞腰鼓,传统舞蹈,陕西省安塞县,https://www.ihchina.cn/project_details/12916.html
洛川蹩鼓,传统舞蹈,陕西省洛川县,https://www.ihchina.cn/project_details/12917.html
兰州太平鼓,传统舞蹈,甘肃省兰州市,https://www.ihchina.cn/project_details/12918.html
余杭滚灯,传统舞蹈,浙江省杭州市余杭区,https://www.ihchina.cn/project_details/12919.html
滚灯（奉贤滚灯）,传统舞蹈,上海市奉贤区,https://www.ihchina.cn/project_details/12920.html
滚灯（海盐滚灯）,传统舞蹈,浙江省海盐县,https://www.ihchina.cn/project_details/12921.html
土家族摆手舞,传统舞蹈,湖南省湘西土家族苗族自治州,https://www.ihchina.cn/project_details/12922.html
土家族摆手舞（恩施摆手舞）,传统舞蹈,湖北省来凤县,https://www.ihchina.cn/project_details/12923.html
土家族摆手舞（酉阳摆手舞）,传统舞蹈,重庆市酉阳土家族苗族自治县,https://www.ihchina.cn/project_details/12924.html
土家族撒叶儿嗬,传统舞蹈,湖北省长阳土家族自治县,https://www.ihchina.cn/project_details/12925.html
土家族撒叶儿嗬,传统舞蹈,湖北省五峰土家族自治县,https://www.ihchina.cn/project_details/12926.html
土家族撒叶儿嗬,传统舞蹈,湖北省巴东县,https://www.ihchina.cn/project_details/12927.html
土家族撒叶儿嗬,传统舞蹈,湖南省桑植县,https://www.ihchina.cn/project_details/12928.html
弦子舞（巴塘弦子舞）,传统舞蹈,四川省巴塘县,https://www.ihchina.cn/project_details/12929.html
弦子舞（芒康弦子舞）,传统舞蹈,西藏自治区,https://www.ihchina.cn/project_details/12930.html
弦子舞（玉树依舞）,传统舞蹈,青海省玉树藏族自治州,https://www.ihchina.cn/project_details/12931.html
锅庄舞（迪庆锅庄舞）,传统舞蹈,云南省迪庆藏族自治州,https://www.ihchina.cn/project_details/12932.html
锅庄舞（昌都锅庄舞）,传统舞蹈,西藏自治区,https://www.ihchina.cn/project_details/12933.html
锅庄舞（玉树卓舞）,传统舞蹈,青海省玉树藏族自治州,https://www.ihchina.cn/project_details/12934.html
锅庄舞（甘孜锅庄）,传统舞蹈,四川省石渠县,https://www.ihchina.cn/project_details/12939.html
锅庄舞（甘孜锅庄）,传统舞蹈,四川省雅江县,https://www.ihchina.cn/project_details/12936.html
锅庄舞（甘孜锅庄）,传统舞蹈,四川省新龙县,https://www.ihchina.cn/project_details/12937.html
锅庄舞（甘孜锅庄）,传统舞蹈,四川省德格县,https://www.ihchina.cn/project_details/12938.html
锅庄舞（马奈锅庄）,传统舞蹈,四川省金川县,https://www.ihchina.cn/project_details/12935.html
锅庄舞（称多白龙卓舞）,传统舞蹈,青海省称多县,https://www.ihchina.cn/project_details/12940.html
锅庄舞（囊谦卓干玛）,传统舞蹈,青海省囊谦县,https://www.ihchina.cn/project_details/12941.html
锅庄舞（甘南锅庄舞）,传统舞蹈,甘肃省甘南藏族自治州,https://www.ihchina.cn/project_details/23661.html
热巴舞（丁青热巴）,传统舞蹈,西藏自治区,https://www.ihchina.cn/project_details/12942.html
热巴舞（那曲比如丁嘎热巴）,传统舞蹈,西藏自治区,https://www.ihchina.cn/project_details/12943.html
热巴舞,传统舞蹈,云南省迪庆藏族自治州,https://www.ihchina.cn/project_details/12944.html
日喀则扎什伦布寺羌姆,传统舞蹈,西藏自治区,https://www.ihchina.cn/project_details/12945.html
羌姆（拉康加羌姆）,传统舞蹈,西藏自治区洛扎县,https://www.ihchina.cn/project_details/12948.html
羌姆（直孔嘎尔羌姆）,传统舞蹈,西藏自治区墨竹工卡县,https://www.ihchina.cn/project_details/12946.html
羌姆（曲德寺阿羌姆）,传统舞蹈,西藏自治区贡嘎县,https://www.ihchina.cn/project_details/12947.html
羌姆（桑耶寺羌姆）,传统舞蹈,西藏自治区扎囊县,https://www.ihchina.cn/project_details/12949.html
羌姆（门巴族拔羌姆）,传统舞蹈,西藏自治区错那县,https://www.ihchina.cn/project_details/12950.html
羌姆（江洛德庆曲林寺尼姑羌姆）,传统舞蹈,西藏自治区日喀则市,https://www.ihchina.cn/project_details/12951.html
羌姆（林芝米纳羌姆）,传统舞蹈,西藏自治区林芝县,https://www.ihchina.cn/project_details/12952.html
苗族芦笙舞（锦鸡舞）,传统舞蹈,贵州省丹寨县,https://www.ihchina.cn/project_details/12954.html
苗族芦笙舞（鼓龙鼓虎-长衫龙）,传统舞蹈,贵州省贵定县,https://www.ihchina.cn/project_details/12955.html
苗族芦笙舞（滚山珠）,传统舞蹈,贵州省纳雍县,https://www.ihchina.cn/project_details/12953.html
苗族芦笙舞,传统舞蹈,贵州省雷山县,https://www.ihchina.cn/project_details/12959.html
苗族芦笙舞,传统舞蹈,贵州省关岭布依族苗族自治县,https://www.ihchina.cn/project_details/12957.html
苗族芦笙舞,传统舞蹈,贵州省榕江县,https://www.ihchina.cn/project_details/12958.html
苗族芦笙舞,传统舞蹈,贵州省水城县,https://www.ihchina.cn/project_details/12956.html
苗族芦笙舞,传统舞蹈,贵州省普安县,https://www.ihchina.cn/project_details/12960.html
朝鲜族农乐舞（乞粒舞）,传统舞蹈,辽宁省本溪市,https://www.ihchina.cn/project_details/12961.html
朝鲜族农乐舞（象帽舞）,传统舞蹈,吉林省延边朝鲜族自治州,https://www.ihchina.cn/project_details/12962.html
朝鲜族农乐舞,传统舞蹈,辽宁省铁岭市,https://www.ihchina.cn/project_details/12963.html
木鼓舞（反排苗族木鼓舞）,传统舞蹈,贵州省台江县,https://www.ihchina.cn/project_details/12964.html
木鼓舞（沧源佤族木鼓舞）,传统舞蹈,云南省沧源佤族自治县,https://www.ihchina.cn/project_details/12965.html
铜鼓舞（文山壮族、彝族铜鼓舞）,传统舞蹈,云南省文山壮族苗族自治州,https://www.ihchina.cn/project_details/12966.html
铜鼓舞（田林瑶族铜鼓舞）,传统舞蹈,广西壮族自治区田林县,https://www.ihchina.cn/project_details/12967.html
铜鼓舞（雷山苗族铜鼓舞）,传统舞蹈,贵州省雷山县,https://www.ihchina.cn/project_details/12968.html
铜鼓舞（南丹勤泽格拉）,传统舞蹈,广西壮族自治区南丹县,https://www.ihchina.cn/project_details/12969.html
傣族孔雀舞,传统舞蹈,云南省瑞丽市,https://www.ihchina.cn/project_details/12970.html
达斡尔族鲁日格勒舞,传统舞蹈,内蒙古自治区莫力达瓦达斡尔族自治旗,https://www.ihchina.cn/project_details/12971.html
达斡尔族鲁日格勒舞,传统舞蹈,黑龙江省哈尔滨市,https://www.ihchina.cn/project_details/12972.html
蒙古族安代舞,传统舞蹈,内蒙古自治区库伦旗,https://www.ihchina.cn/project_details/12973.html
湘西苗族鼓舞,传统舞蹈,湖南省湘西土家族苗族自治州,https://www.ihchina.cn/project_details/12974.html
湘西土家族毛古斯舞,传统舞蹈,湖南省湘西土家族苗族自治州,https://www.ihchina.cn/project_details/12975.html
黎族打柴舞,传统舞蹈,海南省三亚市,https://www.ihchina.cn/project_details/12976.html
卡斯达温舞,传统舞蹈,四川省黑水县,https://www.ihchina.cn/project_details/12977.html
㑇舞,传统舞蹈,四川省九寨沟县,https://www.ihchina.cn/project_details/12978.html
傈僳族阿尺木刮,传统舞蹈,云南省维西傈僳族自治县,https://www.ihchina.cn/project_details/12979.html
彝族葫芦笙舞,传统舞蹈,云南省文山壮族苗族自治州,https://www.ihchina.cn/project_details/12980.html
彝族烟盒舞,传统舞蹈,云南省红河哈尼族彝族自治州,https://www.ihchina.cn/project_details/12981.html
基诺大鼓舞,传统舞蹈,云南省景洪市,https://www.ihchina.cn/project_details/12982.html
山南昌果卓舞,传统舞蹈,西藏自治区,https://www.ihchina.cn/project_details/12983.html
卓舞（琼结久河卓舞）,传统舞蹈,西藏自治区琼结县,https://www.ihchina.cn/project_details/12984.html
卓舞（热振曲卓）,传统舞蹈,西藏自治区拉萨市,https://www.ihchina.cn/project_details/23662.html
卓舞（斯马卓）,传统舞蹈,西藏自治区日喀则市,https://www.ihchina.cn/project_details/23663.html
土族於菟,传统舞蹈,青海省同仁县 ,https://www.ihchina.cn/project_details/12985.html
塔吉克族鹰舞,传统舞蹈,"新疆维吾尔自治区塔什库尔干塔吉克自治县
",https://www.ihchina.cn/project_details/12986.html
鼓舞（花钹大鼓）,传统舞蹈,北京市昌平区,https://www.ihchina.cn/project_details/12987.html
鼓舞（隆尧招子鼓）,传统舞蹈,河北省隆尧县,https://www.ihchina.cn/project_details/12988.html
鼓舞（平定武迓鼓）,传统舞蹈,山西省平定县,https://www.ihchina.cn/project_details/12989.html
鼓舞（大奏鼓）,传统舞蹈,浙江省温岭市,https://www.ihchina.cn/project_details/12990.html
鼓舞（陈官短穗花鼓）,传统舞蹈,山东省广饶县,https://www.ihchina.cn/project_details/12992.html
鼓舞（柳林花鼓）,传统舞蹈,山东省冠县,https://www.ihchina.cn/project_details/12994.html
鼓舞（花鞭鼓舞）,传统舞蹈,山东省商河县,https://www.ihchina.cn/project_details/12991.html
鼓舞（八卦鼓舞）,传统舞蹈,山东省栖霞市,https://www.ihchina.cn/project_details/12993.html
鼓舞（横山老腰鼓）,传统舞蹈,陕西省横山县,https://www.ihchina.cn/project_details/12996.html
鼓舞（宜川胸鼓）,传统舞蹈,陕西省宜川县,https://www.ihchina.cn/project_details/12995.html
鼓舞（凉州攻鼓子）,传统舞蹈,甘肃省武威市,https://www.ihchina.cn/project_details/12998.html
鼓舞（武山旋鼓舞）,传统舞蹈,甘肃省武山县,https://www.ihchina.cn/project_details/12997.html
鼓舞（万荣花鼓）,传统舞蹈,山西省万荣县,https://www.ihchina.cn/project_details/13000.html
鼓舞（土沃老花鼓）,传统舞蹈,山西省沁水县,https://www.ihchina.cn/project_details/12999.html
鼓舞（稷山高台花鼓）,传统舞蹈,山西省稷山县,https://www.ihchina.cn/project_details/13001.html
鼓舞（乌拉陈汉军旗单鼓舞）,传统舞蹈,吉林省吉林市,https://www.ihchina.cn/project_details/13002.html
鼓舞（辽西太平鼓）,传统舞蹈,辽宁省葫芦岛市,https://www.ihchina.cn/project_details/23664.html
鼓舞（四筒鼓舞）,传统舞蹈,云南省昭通市昭阳区,https://www.ihchina.cn/project_details/23665.html
鼓舞（彝族花鼓舞）,传统舞蹈,云南省玉溪市峨山彝族自治县,https://www.ihchina.cn/project_details/23666.html
麒麟舞,传统舞蹈,河北省黄骅市,https://www.ihchina.cn/project_details/13003.html
麒麟舞,传统舞蹈,河南省兰考县,https://www.ihchina.cn/project_details/13004.html
麒麟舞,传统舞蹈,广东省海丰县,https://www.ihchina.cn/project_details/13005.html
麒麟舞（麒麟采八宝）,传统舞蹈,山西省侯马市,https://www.ihchina.cn/project_details/13006.html
麒麟舞（睢县麒麟舞）,传统舞蹈,河南省睢县,https://www.ihchina.cn/project_details/13007.html
麒麟舞（坂田永胜堂舞麒麟）,传统舞蹈,广东省深圳市,https://www.ihchina.cn/project_details/13008.html
麒麟舞（大船坑舞麒麟）,传统舞蹈,广东省深圳市,https://www.ihchina.cn/project_details/13009.html
麒麟舞（樟木头舞麒麟）,传统舞蹈,广东省东莞市,https://www.ihchina.cn/project_details/13010.html
麒麟舞（西贡坑口客家舞麒麟）,传统舞蹈,香港特别行政区,https://www.ihchina.cn/project_details/13011.html
竹马（东坝大马灯）,传统舞蹈,江苏省高淳县,https://www.ihchina.cn/project_details/13012.html
竹马（邳州跑竹马）,传统舞蹈,江苏省邳州市,https://www.ihchina.cn/project_details/13013.html
竹马（蒋塘马灯舞）,传统舞蹈,江苏省溧阳市,https://www.ihchina.cn/project_details/13014.html
竹马（淳安竹马）,传统舞蹈,浙江省淳安县,https://www.ihchina.cn/project_details/13015.html
灯舞（青田鱼灯舞）,传统舞蹈,浙江省青田县,https://www.ihchina.cn/project_details/13016.html
灯舞（东至花灯舞）,传统舞蹈,安徽省东至县,https://www.ihchina.cn/project_details/13017.html
灯舞（莆田九鲤灯舞）,传统舞蹈,福建省莆田市,https://www.ihchina.cn/project_details/13018.html
灯舞（鲤鱼灯舞）,传统舞蹈,江西省吉安县,https://www.ihchina.cn/project_details/13019.html
灯舞（苏家作龙凤灯舞）,传统舞蹈,河南省博爱县,https://www.ihchina.cn/project_details/13020.html
灯舞（沙头角鱼灯舞）,传统舞蹈,广东省深圳市,https://www.ihchina.cn/project_details/13021.html
灯舞（无为鱼灯）,传统舞蹈,安徽省无为县,https://www.ihchina.cn/project_details/13022.html
灯舞（上舍化龙灯）,传统舞蹈,浙江省安吉县,https://www.ihchina.cn/project_details/13023.html
灯舞（青田百鸟灯舞）,传统舞蹈,浙江省青田县,https://www.ihchina.cn/project_details/13024.html
灯舞（郧阳凤凰灯舞）,传统舞蹈,湖北省十堰市郧阳区,https://www.ihchina.cn/project_details/13025.html
灯舞（吉水鳌鱼灯）,传统舞蹈,江西省吉安市吉水县,https://www.ihchina.cn/project_details/23667.html
灯舞（五虾闹鲇）,传统舞蹈,湖北省荆州市,https://www.ihchina.cn/project_details/23668.html
沧州落子,传统舞蹈,河北省南皮县,https://www.ihchina.cn/project_details/13026.html
十八蝴蝶,传统舞蹈,浙江省永康市,https://www.ihchina.cn/project_details/13027.html
火老虎,传统舞蹈,安徽省凤台县,https://www.ihchina.cn/project_details/13028.html
商羊舞,传统舞蹈,山东省鄄城县,https://www.ihchina.cn/project_details/13029.html
跑帷子,传统舞蹈,河南省汤阴县,https://www.ihchina.cn/project_details/13030.html
官会响锣,传统舞蹈,河南省项城市,https://www.ihchina.cn/project_details/13031.html
肉连响,传统舞蹈,湖北省利川市,https://www.ihchina.cn/project_details/13032.html
禾楼舞,传统舞蹈,广东省郁南县,https://www.ihchina.cn/project_details/13033.html
蜈蚣舞,传统舞蹈,广东省汕头市澄海区,https://www.ihchina.cn/project_details/13034.html
翻山铰子,传统舞蹈,四川省平昌县,https://www.ihchina.cn/project_details/13035.html
靖边跑驴,传统舞蹈,陕西省靖边县,https://www.ihchina.cn/project_details/13036.html
查玛,传统舞蹈,内蒙古自治区阿拉善盟,https://www.ihchina.cn/project_details/13037.html
朝鲜族鹤舞,传统舞蹈,吉林省延边朝鲜族自治州,https://www.ihchina.cn/project_details/13038.html
鹤舞（三灶鹤舞）,传统舞蹈,广东省珠海市,https://www.ihchina.cn/project_details/13039.html
朝鲜族长鼓舞,传统舞蹈,吉林省图们市,https://www.ihchina.cn/project_details/13040.html
瑶族长鼓舞,传统舞蹈,湖南省江华瑶族自治县,https://www.ihchina.cn/project_details/13041.html
瑶族长鼓舞,传统舞蹈,广东省连南瑶族自治县,https://www.ihchina.cn/project_details/13042.html
瑶族长鼓舞,传统舞蹈,广西壮族自治区富川瑶族自治县,https://www.ihchina.cn/project_details/13043.html
瑶族长鼓舞（小长鼓舞）,传统舞蹈,广东省连山壮族瑶族自治县,https://www.ihchina.cn/project_details/13044.html
瑶族长鼓舞（黄泥鼓舞）,传统舞蹈,广西壮族自治区金秀瑶族自治县,https://www.ihchina.cn/project_details/13045.html
傣族象脚鼓舞,传统舞蹈,云南省潞西市,https://www.ihchina.cn/project_details/13047.html
傣族象脚鼓舞,传统舞蹈,云南省西双版纳傣族自治州,https://www.ihchina.cn/project_details/13046.html
羌族羊皮鼓舞,传统舞蹈,四川省汶川县,https://www.ihchina.cn/project_details/13048.html
毛南族打猴鼓舞,传统舞蹈,贵州省平塘县,https://www.ihchina.cn/project_details/13049.html
瑶族猴鼓舞,传统舞蹈,贵州省荔波县,https://www.ihchina.cn/project_details/13050.html
高山族拉手舞,传统舞蹈,福建省华安县,https://www.ihchina.cn/project_details/13051.html
得荣学羌,传统舞蹈,四川省得荣县,https://www.ihchina.cn/project_details/13052.html
